,CensusTract,SurfaceArea,LotArea,FootPrint,Neighborhood
1757,4056000,2300762.969,1444485,521296.8718,Queens Village
1758,4056100,31235035.6,20159078,143133.2816,park-cemetery-etc-Queens
1759,4056200,1729177.391,1146572,407927.8701,Queens Village
1760,4056400,2025524.246,1302973,484375.7439,Queens Village
1762,4056600,2097114.191,1376072,516950.3564,Queens Village
1764,4056800,9138742.148,4594065,2002516.955,Queens Village
1765,4057700,2030058.449,1346827,803060.2211,Glendale
1766,4057900,743111.0915,482952,319760.9735,Glendale
1767,4058000,5917014.344,3299168,1013486.031,Queens Village
1768,4058100,1549682.739,953776,570140.9412,Ridgewood
1769,4058200,6066864.691,4432106,1314230.621,Queens Village
1770,4058300,1528044.189,1026960,666328.2089,Ridgewood
1771,4058500,1842457.077,1205418,784276.7447,Ridgewood
1772,4058700,1549455.358,1040363,638990.5716,Ridgewood
1773,4058900,1780244.762,1134640,686068.1009,Ridgewood
1774,4059000,1702017.068,1053515,341107.6748,Cambria Heights
1775,4059100,2174921.355,1465730,908814.8432,Ridgewood
1776,4059200,2441953.793,1227347,355533.7366,Cambria Heights
1777,4059300,2719007.52,1847459,963670.6239,Ridgewood
1778,4059400,2389902.256,1620663,505684.0051,Cambria Heights
1779,4059500,4206657.728,2608251,1421415.383,Ridgewood
1780,4059600,2094112.16,1384438,507035.4714,Cambria Heights
1781,4059800,2227865.357,1471195,519768.6091,Cambria Heights
1782,4059900,1368119.257,949886,434050.3373,Maspeth
1783,4060000,1902339.451,1266414,441099.0135,Cambria Heights
1784,4060100,1661594.132,1050243,545128.5523,Maspeth
1785,4060300,1952653.178,1252780,584999.1848,Middle Village
1786,4060600,2317297.135,1541200,509141.5002,Cambria Heights
1787,4060701,7642774.561,4819375,44947.04573,Middle Village
1788,4060800,2271701.662,1542213,502991.4845,Cambria Heights
1789,4061000,2619530.991,1649158,397642.8093,Cambria Heights
1790,4061200,2830128.081,1875067,566765.8495,Cambria Heights
1791,4061301,7603813.961,3867979,2342289.433,Ridgewood
1792,4061302,5511490.944,1979008,108945.5589,Ridgewood
1793,4061400,2772036.23,1590356,441109.6697,Cambria Heights
1794,4061601,4099344.352,2699747,821576.267,Laurelton
1795,4061602,4551815.715,1861415,546815.7154,Rosedale
1796,4061800,2600060.242,1787268,600091.9171,Laurelton
1797,4061900,2553231.198,1654610,845883.7106,Middle Village
1798,4062000,2387805.546,1653778,555905.0107,Laurelton
1799,4062100,2794906.78,1832746,980272.7175,Middle Village
1800,4062200,4707928.65,2412077,760122.9252,Cambria Heights
1801,4062300,1688804.229,1096945,544832.8244,Glendale
1802,4062400,5374590.64,4799645,5406.35706,park-cemetery-etc-Queens
1803,4062500,2137199.183,1404136,708505.5971,Glendale
1804,4062600,4664112.657,3140124,941136.4826,Laurelton
1805,4062700,1693386.285,1129161,664306.5376,Glendale
1807,4063000,2071306.606,1400127,565089.0497,Laurelton
1808,4063200,3194843.82,2085254,852615.9072,Laurelton
1809,4063301,1450127.28,963253,485710.5354,Glendale
1810,4063302,1493062.639,980807,517084.7197,Glendale
1811,4063500,2043270.962,1414032,704543.4931,Glendale
1812,4063700,7452670.461,5047177,2519750.859,Glendale
1813,4063800,7458347.976,3922125,1256065.158,Rosedale
1814,4063900,2596569.412,1460375,691909.5122,Glendale
1815,4064101,847568.515,546135,244044.464,Woodhaven
1816,4064102,24072631.37,12447836,89620.23162,park-cemetery-etc-Queens
1817,4064500,3401311.261,2139191,949522.9469,Forest Hills
1818,4064600,4377809.666,2877566,974018.6124,Laurelton
1819,4065000,4304602.041,2766438,915666.5053,Laurelton
1820,4065400,7524020.019,4134896,835521.0816,Rosedale
1821,4065600,6285591.693,4314104,1203210.777,Rosedale
1823,4065703,2889534.885,2010067,830999.4091,Middle Village
1824,4065900,2083719.947,1311703,540020.1574,Middle Village
1825,4066000,4160670.293,2875445,826979.9343,Rosedale
1826,4066100,1439518.865,966865,388181.5095,Middle Village
1827,4066300,5674137.775,1981591,835583.974,Middle Village
1829,4066501,3506275.543,2101569,816906.9508,Middle Village
1830,4066701,2769361.318,1799478,750302.6058,Middle Village
1831,4066900,1723437.325,1095895,427881.0476,Middle Village
1832,4067100,2465973.775,1658807,682063.9056,Middle Village
1833,4067700,2001637.187,1309730,563749.9532,Middle Village
1834,4067900,2727322.85,1779717,725232.6578,Middle Village
1835,4068000,8262298.581,4229714,1411763.969,Springfield Gardens South-Brookville
1836,4068200,2492489.849,1266343,456449.3097,Laurelton
1837,4068300,2607835.308,1354746,897098.7606,Elmhurst
1838,4068700,2848080.187,1406214,697967.2361,Rego Park
1839,4069000,3778477.484,2346051,898518.3962,Springfield Gardens South-Brookville
1840,4069300,1451117.028,911000,547067.4339,Rego Park
1841,4069400,5637861.241,2509737,852046.7968,Springfield Gardens South-Brookville
1842,4069500,2295318.687,1376511,647150.2615,Rego Park
1843,4069701,1387032.073,709585,447265.8209,Rego Park
1844,4069702,4839267.595,3130026,1173628.698,Rego Park
1845,4070300,2596104.527,1354929,579462.8207,Rego Park
1846,4070700,2389558.766,1538302,670032.5674,Forest Hills
1847,4070900,2364591.22,1560623,603137.0233,Forest Hills
1848,4071100,3951124.591,1807787,1094491.485,Forest Hills
1849,4071303,1571444.178,931208,616468.9059,Forest Hills
1850,4071304,1762224.528,1117423,574629.1962,Forest Hills
1851,4071305,1418825.25,905620,433253.0144,Forest Hills
1852,4071306,1839246.726,1200670,654706.3167,Forest Hills
1854,4071701,2185993.847,1171298,614853.38,Rego Park
1855,4071702,2338495.888,1120706,737334.9535,Rego Park
1856,4071900,1758572.389,1018557,427927.971,Forest Hills
1857,4072100,1818395.483,1208756,635022.1187,Forest Hills
1858,4072300,5059892.406,3564949,1148432.735,Forest Hills
1859,4072900,2085109.02,1401170,566568.7559,Forest Hills
1860,4073100,2028647.551,1340376,567332.8232,Forest Hills
1861,4073700,2269305.227,1172379,613318.0742,Forest Hills
1862,4073900,2410955.703,1443228,648775.0471,Forest Hills
1863,4074100,1850017.01,1228457,484911.0522,Forest Hills
1864,4074300,2083264.197,1409366,706779.1656,Forest Hills
1865,4074500,1805456.962,1060229,381195.0764,Forest Hills
1866,4074700,3179939.957,2274471,631121.1217,Forest Hills
1867,4074900,3856288.094,2411902,739840.0716,Forest Hills
1868,4075701,2126258.968,1792726,701373.4092,Forest Hills
1869,4075702,3780948.412,2540436,967297.8829,Forest Hills
1870,4076901,1931642.732,1050994,523349.7866,Forest Hills
1871,4076902,1084634.362,626947,289135.2201,Forest Hills
1872,4077300,3038717.828,2070223,400805.1963,Kew Gardens
1873,4077500,2467850.932,1600289,592099.2142,Kew Gardens
1874,4077902,6065854.26,4506030,1546056.238,Kew Gardens Hills
1875,4077903,2865963.638,1989584,566368.2133,Kew Gardens Hills
1876,4077904,4125289.82,2711505,1101062.408,Kew Gardens Hills
1877,4077905,2958848.762,2151028,451547.3943,Kew Gardens Hills
1878,4077906,3088389.612,2086838,820399.4877,Kew Gardens Hills
1879,4077907,2307804.256,1488093,609275.2134,Kew Gardens Hills
1880,4077908,2156618.613,1505140,413980.1715,Kew Gardens Hills
1881,4078800,2072923.081,1371089,483238.1795,Baisley Park
1882,4079000,2772536.658,1690389,612685.9686,Baisley Park
1883,4079200,3889150.397,2124487,663604.6801,Baisley Park
1884,4079300,9357142.51,161300,39805.39141,park-cemetery-etc-Queens
1885,4079701,1199494.558,869404,351900.7784,Flushing
1886,4079702,3101779.578,2331704,490277.1203,Flushing
1887,4079900,3090324.094,2037706,896137.6749,Queensboro Hill
1888,4080301,3470954.841,2076686,869834.1958,Queensboro Hill
1889,4080302,4633432.559,2477882,832814.2951,Queensboro Hill
1890,4080900,10755472.79,9040253,2782943.816,Kew Gardens Hills
1891,4081400,4043897.415,2339935,812817.6584,South Ozone Park
1892,4081800,4030425.103,2417370,887510.9776,South Ozone Park
1893,4083700,8454832.066,4437450,1174233.358,Queensboro Hill
1894,4083800,5332408.461,3494009,1362921.416,South Ozone Park
1895,4084000,6120458.094,4008585,1703736.947,South Ozone Park
1896,4084500,2034223.626,1451714,621978.4231,Flushing
1897,4084601,3581021.058,2232504,787670.948,South Ozone Park
1899,4084900,3276963.272,2058543,1266287.123,Flushing
1900,4085300,2102465.807,1419157,911864.5609,Flushing
1901,4085500,1405499.86,909593,540069.2139,Flushing
1902,4085700,1425026.432,966620,485819.0132,Flushing
1903,4085900,1570940.916,1043829,562848.7016,Flushing
1904,4086100,1603443.548,1081594,451298.2131,East Flushing
1905,4086300,1551084.281,988799,582712.8893,Murray Hill
1906,4086400,12090470.86,9723633,1584369.372,South Ozone Park
1907,4086500,1685034.015,1215975,547613.0017,Flushing
1908,4086900,6527025.161,3448842,2287756.543,Flushing
1909,4087100,4768480.855,2495351,1563715.642,Flushing
1910,4088400,16338876.99,7781064,2726627.016,Lindenwood-Howard Beach
1911,4088901,6858889.809,4431959,1461343.385,Flushing
1912,4089200,30989324.69,11713806,4145974.984,Lindenwood-Howard Beach
1913,4090700,22021642.81,11098173,2753984.542,College Point
1914,4091601,47033908.62,32403744,2985951.244,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1915,4091602,13689745.75,11448960,171365.8488,park-cemetery-etc-Queens
1916,4091800,12113690.98,316745,52724.30362,park-cemetery-etc-Queens
1917,4091900,4909113.296,3012379,1351101.27,College Point
1918,4092200,6844418.055,4186102,1476817.174,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1919,4092500,3362669.106,2283518,1130196.893,College Point
1920,4092800,8206266.966,5055080,1803172.49,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1921,4092900,10257413.32,7093412,2656822.653,College Point
1922,4093401,5833413.944,3359539,1321897.65,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1924,4093800,8701232.01,3756273,1019691.588,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1925,4093900,7072803.065,3461163,1235804.907,College Point
1926,4094201,3813338.849,3526385,1054780.314,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1927,4094202,7610172.114,2855996,1050211.891,Hammels-Arverne-Edgemere
1928,4094203,5483276.044,2964854,588196.6126,Hammels-Arverne-Edgemere
1929,4094500,16426084.67,8854206,3096033.792,Whitestone
1930,4094700,2935620.778,1944427,951512.6159,College Point
1931,4095400,8742722.386,3867913,1427575.979,Hammels-Arverne-Edgemere
1932,4096400,9239908.736,4007617,1230686.07,Hammels-Arverne-Edgemere
1933,4097202,6197877.565,663845,162425.617,Hammels-Arverne-Edgemere
1935,4097204,4213897.363,2265999,739453.467,Hammels-Arverne-Edgemere
1936,4097300,5595370.208,3582858,996785.0478,Whitestone
1937,4098100,6956794.768,4292616,1410962.113,Whitestone
1938,4098700,7162698.058,4979422,1589550.84,Whitestone
1939,4099100,11557974.99,7285024,2148346.168,Whitestone
1940,4099200,6273200.978,1812323,619420.749,Hammels-Arverne-Edgemere
1941,4099701,10653879.03,8324567,980447.6405,Ft. Totten-Bay Terrace-Clearview
1942,4099703,6478257.755,3460831,916160.6825,Ft. Totten-Bay Terrace-Clearview
1943,4099704,7174616.045,5598224,1567722.557,Ft. Totten-Bay Terrace-Clearview
1944,4099705,4676354.581,2058747,711342.8728,Ft. Totten-Bay Terrace-Clearview
1945,4099801,4916319.286,3359571,1163626.506,Far Rockaway-Bayswater
1946,4099802,4659637.471,2066255,645321.8189,Far Rockaway-Bayswater
1947,4100801,6930293.675,3319518,828253.9106,Far Rockaway-Bayswater
1948,4100802,11196597.33,7692830,2070028.133,Far Rockaway-Bayswater
1949,4101001,8674698.529,5606961,1755467.818,Far Rockaway-Bayswater
1950,4101002,5986115.736,3331388,1109019.435,Far Rockaway-Bayswater
1951,4101700,10682968.81,6916721,2144281.491,Ft. Totten-Bay Terrace-Clearview
1952,4102900,5339720.327,3043801,1021692.361,Whitestone
1954,4103202,7675665.462,5449288,1932056.201,Far Rockaway-Bayswater
1955,4103300,6525351.569,4376409,1492231.248,Whitestone
1956,4103900,9479740.77,5977770,1940064.842,Whitestone
1957,4104700,9061045.315,6285706,1988083.063,Murray Hill
1958,4105900,7002900.818,4624553,1612548.521,Murray Hill
1959,4107201,14756841.57,5284527,1148860.056,Breezy Point-Belle Harbor-Rockaway Park-Broad Channel
1960,4107202,74387771.83,1708100,12296.02068,park-cemetery-etc-Queens
1961,4108500,4838779.263,3081225,953393.1981,Bayside-Bayside Hills
1962,4109300,11540422.15,7151385,1758033.773,Bayside-Bayside Hills
1963,4109700,4751919.623,3151092,980971.0532,Bayside-Bayside Hills
1964,4109900,4114052.505,2564730,1067318.126,Bayside-Bayside Hills
1965,4111300,7825364.233,3755789,1140258.402,Bayside-Bayside Hills
1966,4112300,3005919.34,1830510,787094.6246,Bayside-Bayside Hills
1967,4112900,3764154.169,2297839,791375.9508,Bayside-Bayside Hills
1968,4113300,2802497.736,1625928,582620.7731,Bayside-Bayside Hills
1969,4113900,4132816.052,2627002,989271.6949,Auburndale
1970,4114100,4816036.079,3211962,1122658.88,Murray Hill
1971,4114700,3311049.886,2221721,732267.542,Murray Hill
1972,4115100,3192227.701,2245781,539858.6354,Murray Hill
1973,4115500,2013039.639,1278618,503976.3654,Murray Hill
1974,4115700,3386397.121,2050303,812935.2355,Murray Hill
1975,4115900,3326142.87,2330779,790637.5663,Murray Hill
1976,4116100,1908884.016,1360144,584850.5573,Flushing
1977,4116300,2707156.438,1874246,858280.6728,Murray Hill
1978,4116700,1787963.401,943348,469000.7102,Murray Hill
1979,4117100,4280909.707,2672247,1145988.607,Murray Hill
1980,4117500,6052323.891,3817970,1515974.599,Murray Hill
1981,4118100,2096778.882,1386716,533262.4538,Auburndale
1982,4118500,1665902.134,1065220,444638.0235,East Flushing
1983,4118700,2015272.463,1383008,498133.4923,East Flushing
1984,4118900,2178181.861,1463396,562394.7806,East Flushing
1985,4119100,2342906.881,1636001,715656.0025,East Flushing
1986,4119300,2275552.299,1623158,619714.6333,East Flushing
1987,4119500,2037041.565,1283485,448591.4861,East Flushing
1988,4119900,1984492.944,1394004,492967.3741,East Flushing
1989,4120100,1753563.051,1204792,439142.0429,East Flushing
1990,4120300,1980421.587,1286392,449976.8388,East Flushing
1991,4120500,2176840.416,1537667,611289.6019,East Flushing
1992,4120700,7440761.64,4462049,875949.3406,East Flushing
1993,4121100,11184981.85,6889156,10642.2913,park-cemetery-etc-Queens
1994,4121500,6906260.853,4917764,985633.3087,Queensboro Hill
1995,4122300,5271319.451,3506834,1231659.366,Pomonok-Flushing Heights-Hillcrest
1997,4122702,4801785.895,3539614,859685.5861,Pomonok-Flushing Heights-Hillcrest
1998,4124100,5369893.9,3444076,1264006.87,Pomonok-Flushing Heights-Hillcrest
1999,4124700,5206785.78,3397298,1222698.61,Pomonok-Flushing Heights-Hillcrest
2000,4125700,3566900.491,2266690,876812.369,Kew Gardens Hills
2001,4126500,2156793.844,1342531,554353.3052,Pomonok-Flushing Heights-Hillcrest
2002,4126700,8500177.158,6713059,1596002.891,Pomonok-Flushing Heights-Hillcrest
2003,4127700,11606255.98,7621051,2127308.107,Jamaica Estates-Holliswood
2004,4128300,21272253.32,6388560,88327.81877,park-cemetery-etc-Queens
2005,4129102,10935400.62,5439314,1565925.967,Oakland Gardens
2006,4129103,4939099.36,3571163,964606.3233,Oakland Gardens
2007,4129104,7607337.691,5247677,1545455.845,Oakland Gardens
2008,4130100,7413875.145,4682689,1369195.047,Bellerose
2009,4133300,7439227.13,4677497,1568183.278,Fresh Meadows-Utopia
2010,4133900,2434847.379,1633693,544187.933,Fresh Meadows-Utopia
2011,4134100,6340103,3812328,1283518.951,Fresh Meadows-Utopia
2012,4134700,11560676.47,8676536,1952601.352,Fresh Meadows-Utopia
2013,4136700,8262819.813,5189820,1592058.09,Oakland Gardens
2014,4137700,8038803.675,5514152,1704671.803,Oakland Gardens
2015,4138501,11199226.35,5839171,1917865.6,Oakland Gardens
2016,4138502,26208957.5,5069559,16254.02322,park-cemetery-etc-Queens
2017,4139900,3968601.41,2388610,787469.3533,Bayside-Bayside Hills
2018,4140300,4116709.236,2365361,796661.8012,Bayside-Bayside Hills
2019,4140901,2608328.096,1294412,413146.1697,Bayside-Bayside Hills
2020,4140902,5843531.834,2946184,1011502.7,Auburndale
2021,4141700,9658570.08,5606769,1930123.25,Auburndale
2022,4142900,5720440.62,3712232,1353195.621,Auburndale
2023,4143500,3803289.004,2406475,809590.0693,Bayside-Bayside Hills
2024,4144100,3627719.914,2387796,801787.3778,Bayside-Bayside Hills
2025,4144700,4401154.895,2694058,1016764.189,Bayside-Bayside Hills
2026,4145101,2704350.215,1645595,606712.7189,Auburndale
2027,4145102,3780661.872,2096516,723102.0167,Bayside-Bayside Hills
2028,4145900,4007730.286,2608051,1004930.226,Auburndale
2029,4146300,3526503.842,2008223,791448.9833,Bayside-Bayside Hills
2030,4146700,3759537.798,2130521,907005.1713,Bayside-Bayside Hills
2031,4147100,4561921.362,2817527,984441.9305,Bayside-Bayside Hills
2032,4147900,9172314.949,5187229,1469410.608,Douglas Manor-Douglaston-Little Neck
2033,4148300,14723337.74,7610288,1758344.32,Douglas Manor-Douglaston-Little Neck
2034,4150701,9372852.026,6071502,1660613.518,Douglas Manor-Douglaston-Little Neck
2035,4150702,9156892.982,5763894,1611974.279,Douglas Manor-Douglaston-Little Neck
2036,4152901,15022067.32,11819310,2143963.173,Douglas Manor-Douglaston-Little Neck
2037,4152902,11120070.56,7000328,2061805.904,Douglas Manor-Douglaston-Little Neck
2038,4155101,5175923.568,4228300,126017.273,Glen Oaks-Floral Park-New Hyde Park
2039,4155102,15548071.95,10506092,3019589.179,Glen Oaks-Floral Park-New Hyde Park
2040,4156700,15691165.92,11163200,1470648.077,Bellerose
2041,4157101,13381456.3,11906448,2673660.917,Bellerose
2042,4157102,3367081.718,1825360,570904.1057,Bellerose
2043,4157901,9833175.327,6423439,1911346.117,Glen Oaks-Floral Park-New Hyde Park
2044,4157902,7773114.069,5067518,1667853.364,Glen Oaks-Floral Park-New Hyde Park
2045,4157903,7335307.35,4721434,1529629.54,Glen Oaks-Floral Park-New Hyde Park
2046,4161700,7607649.816,4800400,1599728.464,Bellerose
2047,4162100,7733654.753,4724299,1650726.111,Bellerose
2048,5000300,4119897.657,3109538,903673.6125,West New Brighton-New Brighton-St. George
2050,5000700,5498769.28,2687481,719577.2375,West New Brighton-New Brighton-St. George
2051,5000800,8555031.682,5331110,1681453.195,Stapleton-Rosebank
2052,5000900,2497009.698,1683658,536348.758,West New Brighton-New Brighton-St. George
2053,5001100,3496830.101,2222377,933616.1035,West New Brighton-New Brighton-St. George
2054,5001700,3295780.527,2063584,539582.297,Stapleton-Rosebank
2055,5001800,9826748.864,9045662,762463.1307,Grasmere-Arrochar-Ft. Wadsworth
2056,5002001,5335050.758,2238983,620463.2083,Stapleton-Rosebank
2057,5002002,8530410.01,4873509,1231677.399,Grasmere-Arrochar-Ft. Wadsworth
2059,5002700,2702766.236,1942778,558041.7839,Stapleton-Rosebank
2060,5002900,5669716.007,3765196,1116259.985,Stapleton-Rosebank
2061,5003300,9209411.523,5440252,1161820.978,Grymes Hill-Clifton-Fox Hills
2062,5003600,4372029.48,2206574,667726.5061,Stapleton-Rosebank
2063,5003900,6296472.979,5082605,668849.7764,Grymes Hill-Clifton-Fox Hills
2064,5004000,12712719.36,6874300,2279679.587,Grymes Hill-Clifton-Fox Hills
2065,5004700,9533952.62,6104474,1131685.715,Grymes Hill-Clifton-Fox Hills
2066,5005000,9158951.913,5325433,1454410.739,Grasmere-Arrochar-Ft. Wadsworth
2067,5005900,14935143.43,6939040,1086356.22,New Brighton-Silver Lake
2068,5006400,7644307.119,4681058,1353247.949,Grasmere-Arrochar-Ft. Wadsworth
2069,5006700,10255801.09,6125794,1468911.099,New Brighton-Silver Lake
2070,5007000,28727547.7,23077395,3153551.206,Old Town-Dongan Hills-South Beach
2071,5007400,5788237.741,3774153,1053787.137,Grasmere-Arrochar-Ft. Wadsworth
2072,5007500,5160331.001,3495283,1034739.244,New Brighton-Silver Lake
2073,5007700,2674908.06,1073573,376720.7507,West New Brighton-New Brighton-St. George
2074,5008100,8357981.853,5467367,1428063.159,West New Brighton-New Brighton-St. George
2075,5009601,8358535.052,5618080,1558122.28,Old Town-Dongan Hills-South Beach
2076,5009602,6649177.185,4361674,1357279.833,Old Town-Dongan Hills-South Beach
2077,5009700,11080194.9,8700280,1463626.04,West New Brighton-New Brighton-St. George
2078,5010500,8794153.174,6296745,1879884.39,New Brighton-Silver Lake
2079,5011201,17602458.79,6222961,1804212.928,Old Town-Dongan Hills-South Beach
2080,5011202,21697599.28,18206706,2409881.608,New Dorp-Midland Beach
2081,5011401,5672591.564,2889129,782701.8012,Old Town-Dongan Hills-South Beach
2082,5011402,6228603.971,4078727,1289461.454,New Dorp-Midland Beach
2083,5012100,7991902.768,5340614,1666198.931,New Brighton-Silver Lake
2084,5012200,8916973.277,5912141,1919826.421,New Dorp-Midland Beach
2085,5012500,4954936.207,3769553,1082456.463,West New Brighton-New Brighton-St. George
2087,5012805,10626770.42,2720149,877862.2339,Oakwood-Oakwood Beach
2089,5013201,5054382.686,3288047,882622.116,Oakwood-Oakwood Beach
2090,5013203,11116096.57,7717026,2075798.326,Great Kills
2091,5013204,11249695.04,6415855,1867965.458,Oakwood-Oakwood Beach
2092,5013301,721333.3406,600394,161286.6762,West New Brighton-New Brighton-St. George
2093,5013302,9313022.448,5503872,1741058.429,West New Brighton-New Brighton-St. George
2094,5013400,9160107.157,5905366,1866678.368,New Dorp-Midland Beach
2095,5013800,15144691.72,9376647,2817878.695,Oakwood-Oakwood Beach
2096,5014100,3339487.996,2484623,712085.6325,West New Brighton-New Brighton-St. George
2097,5014604,12147647.89,8254991,2338212.052,Great Kills
2098,5014605,9495011.201,5378412,1525870.551,Great Kills
2099,5014606,19046332.03,8324217,1826782.093,Great Kills
2100,5014607,7353796.496,4872103,1463944.412,Great Kills
2101,5014608,4831070.528,3242300,985050.5672,Great Kills
2102,5014700,17974077.83,14349652,1654349.018,Westerleigh
2103,5015100,10824285.44,7611103,2290441.404,Westerleigh
2104,5015400,23365013.02,17903160,21592.95317,park-cemetery-etc-Staten Island
2105,5015601,15400571.59,10393421,2876940.201,Great Kills
2106,5015602,9487737.884,6220787,1646452.987,Annadale-Huguenot-Prince's Bay-Eltingville
2107,5015603,10209179.88,6303304,1570335.229,Great Kills
2108,5016901,8534245.438,4424281,1263078.576,Westerleigh
2109,5017005,16126798.15,7904971,2093035.194,Annadale-Huguenot-Prince's Bay-Eltingville
2110,5017007,15720638.26,3066942,1155705.334,Arden Heights
2111,5017008,11167419.61,7557931,2188694.944,Arden Heights
2112,5017009,11566024.45,6616503,1837507.871,Arden Heights
2113,5017010,11956615.68,7071512,2554759.916,Arden Heights
2114,5017011,7741836.702,5096636,1498391.06,Annadale-Huguenot-Prince's Bay-Eltingville
2115,5017012,10807037.01,5164902,1520312.605,Annadale-Huguenot-Prince's Bay-Eltingville
2116,5017300,3688472.063,2328548,633723.3419,New Springville-Bloomfield-Travis
2117,5017600,35647099.05,12052156,2727106.77,Annadale-Huguenot-Prince's Bay-Eltingville
2118,5017700,38417571.45,23733730,4690531.355,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2119,5018100,56267002.94,27595029,2178868.483,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2120,5018701,4266347.454,2452045,687122.5853,Westerleigh
2121,5018702,10788342.81,7134547,2067288.02,New Springville-Bloomfield-Travis
2122,5018901,11706731.42,7735561,2301838.263,Westerleigh
2123,5018902,8558394.045,5202993,1493267.548,New Springville-Bloomfield-Travis
2124,5019700,3231720.011,2234184,753107.0272,Westerleigh
2125,5019800,60989003.36,40773602,3607617.829,Annadale-Huguenot-Prince's Bay-Eltingville
2126,5020100,6756462.8,4712089,1439445.705,Westerleigh
2127,5020700,9982026.772,6174830,2096084.859,Port Richmond
2128,5020801,28012611.02,18994676,3171374.279,Rossville-Woodrow
2129,5020803,22622289.75,13861144,2519624.454,Rossville-Woodrow
2130,5020804,14324580.06,7932101,2276511.965,Rossville-Woodrow
2131,5021300,8430209.452,6073366,1742654.153,Port Richmond
2132,5022300,7143297.894,5080521,1192938.861,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2133,5022600,86240757.56,43809464,5829498.872,Charleston-Richmond Valley-Tottenville
2134,5022800,116229592,46287439,634766.3494,New Springville-Bloomfield-Travis
2135,5023100,6280175.244,4671403,1218980.678,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2136,5023900,5676613.474,3639327,1186296.648,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2137,5024401,22757084.1,22624354,2895694.732,Charleston-Richmond Valley-Tottenville
2138,5024402,19268062.93,13871169,1621979.072,Charleston-Richmond Valley-Tottenville
2139,5024700,5207303.833,3329471,1110811.936,Port Richmond
2140,5024800,17585994.73,9510234,2249574.709,Charleston-Richmond Valley-Tottenville
2141,5025100,12801492.1,7771287,2280924.829,Port Richmond
2142,5027301,32742109.66,21069816,2316350.215,New Springville-Bloomfield-Travis
2143,5027302,11008674.88,8466199,1224648.271,New Springville-Bloomfield-Travis
2144,5027702,15696998.39,12458916,3243281.308,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2145,5027704,5668057.156,4468129,1183224.497,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2146,5027705,5719871.122,4050679,1339842.786,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2147,5027706,4719066.834,3429345,1118192.597,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2148,5027900,58358659.58,40283487,1194846.668,Todt Hill-Emerson Hill-Heartland Village-Lighthouse Hill
2149,5029102,106431714.9,15976501,2431374.585,New Springville-Bloomfield-Travis
2150,5029103,21977971.07,10890052,3017099.374,New Springville-Bloomfield-Travis
2151,5029104,16334771.96,6444796,2023775.712,New Springville-Bloomfield-Travis
2152,5030301,7821802.636,4211593,1481602.484,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2153,5030302,9788328.669,5627232,1760974.669,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2154,5031901,4126595.919,2754802,698849.995,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2155,5031902,7018116.077,6281605,1318923.175,Mariner's Harbor-Arlington-Port Ivory-Graniteville
2156,5032300,41202676.29,18374434,1915298.625,Mariner's Harbor-Arlington-Port Ivory-Graniteville
