,CensusTract,SurfaceArea,LotArea,FootPrint,Neighborhood
866,3028900,1784157.597,1070801,512306.134,Stuyvesant Heights
867,3029000,1665073.432,1099692,608281.2422,Bensonhurst West
868,3029100,1772059.652,1186323,599012.8318,Stuyvesant Heights
869,3029200,2183295.692,1399695,402725.9416,Bath Beach
870,3029300,1770060.576,1079795,574344.9286,Stuyvesant Heights
871,3029400,2039332.527,2015990,534070.5949,Bensonhurst West
872,3029500,1771508.226,1193938,635761.9089,Stuyvesant Heights
873,3029600,2300496.656,1499373,816452.7939,Bensonhurst West
874,3029700,2212768.017,1443443,675578.4439,Crown Heights North
875,3029800,2379873.998,1464950,772234.073,Bensonhurst East
876,3029900,1597886.196,927088,404881.5642,Crown Heights North
877,3030000,2099450.971,1300389,655974.908,Bensonhurst East
878,3030100,2133891.729,1161500,600573.5167,Ocean Hill
879,3030200,2273119.829,1513046,686821.264,Bensonhurst East
880,3030300,2690239.586,1464345,724221.933,Ocean Hill
881,3030400,4990405.292,3752388,1055353.131,Bensonhurst East
882,3030500,3474329.276,2001092,1256536.01,Crown Heights North
883,3030600,2084709.588,1315148,490496.5141,Gravesend
884,3030700,2805795.205,1663962,788209.5101,Crown Heights North
885,3030800,7193619.608,1409894,599224.4145,Gravesend
886,3030900,1587377.38,972280,550154.9669,Crown Heights North
887,3031100,1587578.988,876281,535601.7603,Crown Heights North
888,3031300,1832521.659,1156048,712307.065,Crown Heights North
889,3031400,8954916.01,5424522,685625.7739,Gravesend
890,3031500,1886108.108,1225166,765118.4445,Crown Heights North
891,3031701,1504293.97,1046519,611743.5421,Crown Heights North
892,3031702,1500336.662,989392,546573.3218,Crown Heights North
893,3031900,1631610.674,1060586,583191.7779,Crown Heights South
894,3032100,1724842.129,1077430,652064.3851,Crown Heights South
895,3032300,1862860.631,1201178,778874.9734,Crown Heights South
896,3032500,1812075.231,1169129,552873.5132,Crown Heights South
897,3032600,3542642.258,1925102,730208.7523,Seagate-Coney Island
898,3032700,1908911.953,1012488,692141.5084,Prospect Lefferts Gardens-Wingate
899,3032800,2507368.978,1844839,633448.4068,Seagate-Coney Island
900,3032900,1683542.518,1036460,610337.4791,Prospect Lefferts Gardens-Wingate
901,3033000,3857674.396,2315044,379685.9,Seagate-Coney Island
902,3033100,1533546.713,1015338,614516.4342,Crown Heights South
903,3033300,2005662.96,1349129,789585.4623,Crown Heights South
904,3033500,1944377.625,1280644,702161.2485,Crown Heights South
905,3033600,7240126.827,3963169,1483619.505,Seagate-Coney Island
906,3033700,2126882.101,1191782,669484.6297,Crown Heights North
907,3033900,1945657.673,1304849,711877.3304,Crown Heights North
908,3034000,1414475.723,724511,156099.3163,Seagate-Coney Island
909,3034100,1504308.071,1046872,474312.2437,Crown Heights North
910,3034200,2475181.542,1698687,488160.9505,Seagate-Coney Island
911,3034300,1745164.215,1274689,433107.3106,Crown Heights North
912,3034500,1759937.396,1283008,458786.0498,Crown Heights North
913,3034700,1505056.739,958635,500786.5586,Crown Heights North
914,3034800,6980626.938,2343030,1086563.207,Seagate-Coney Island
915,3034900,1756872.767,1124459,679017.0721,Crown Heights North
916,3035000,2122234.288,1352691,242127.2908,West Brighton
917,3035100,1755149.808,1098265,695440.6019,Crown Heights North
919,3035300,1755455.72,1142258,643844.1111,Crown Heights North
920,3035400,4053077.129,2390875,616554.4144,West Brighton
921,3035500,1485518.486,925758,608833.7291,Crown Heights South
922,3035601,719554.0579,539730,76738.55704,West Brighton
923,3035602,1843931.292,1195042,263471.5789,West Brighton
924,3035700,1967031.04,1191047,282511.9199,Crown Heights North
925,3035900,1952759.904,1241393,724604.7618,Crown Heights North
926,3036001,1019095.312,493617,352235.4672,Brighton Beach
927,3036002,924220.9318,613735,437763.8318,Brighton Beach
928,3036100,1524420.557,736413,421163.6009,Ocean Hill
929,3036200,1845173.333,1128749,725018.0433,Brighton Beach
930,3036300,2785736.31,1386743,662561.9346,Ocean Hill
931,3036400,1539580.466,799253,444928.049,Brighton Beach
932,3036501,1369714.591,867146,358553.8116,Ocean Hill
933,3036502,1252061.565,559670,339222.3346,Ocean Hill
934,3036600,2516458.378,1162048,575978.4023,Brighton Beach
935,3036700,2024543.095,813125,451231.9147,Ocean Hill
936,3036900,2433755.728,1400824,750958.8401,Ocean Hill
937,3037000,3617774.273,2367764,1007520.493,Brighton Beach
938,3037100,2037041.369,1178508,616034.8533,Ocean Hill
939,3037300,1838509.761,1055484,578439.9671,Ocean Hill
940,3037401,2422862.802,1454007,627145.2953,Gravesend
941,3037402,3270756.175,1873859,754778.6749,Gravesend
942,3037500,1708660.149,995441,591678.2082,Stuyvesant Heights
943,3037700,2047553.334,1329692,640180.0911,Stuyvesant Heights
944,3037900,1978231.285,1228230,660017.0514,Stuyvesant Heights
945,3038100,2578249.417,1745314,634324.3556,Crown Heights North
946,3038200,2526926.564,1875010,378131.2934,Gravesend
947,3038300,1878496.856,1214033,664384.2157,Stuyvesant Heights
948,3038500,1877794.572,1203552,592974.1424,Stuyvesant Heights
949,3038600,2704025.384,1593357,793784.567,Gravesend
950,3038700,2027988.23,1256634,757858.3235,Stuyvesant Heights
951,3038800,2130565.925,1415082,662985.7589,Homecrest
952,3038900,1753535.518,994747,643771.1723,Bushwick South
953,3039000,1871911.315,1091674,513726.3616,Homecrest
954,3039100,1788881.476,960445,617534.5348,Bushwick South
955,3039200,1875666.476,1157317,620585.0899,Homecrest
956,3039300,2041139.661,1161978,690946.8413,Bushwick South
957,3039400,2067691.425,1243170,664005.6359,Homecrest
958,3039500,1718425.82,1004592,586913.979,Bushwick South
959,3039600,1757819.546,1144887,605309.2846,Homecrest
960,3039700,1712820.273,991472,573594.6125,Bushwick South
961,3039800,2184133.661,1273848,680107.382,Gravesend
962,3039900,1627809.303,1035746,557067.4083,Bushwick South
963,3040000,2058373.047,1267725,696736.8127,Bensonhurst East
964,3040100,1718318.934,1058701,607654.532,Bushwick South
965,3040200,2126179.776,1178876,552847.0257,Bensonhurst East
966,3040300,2208071.867,1282490,734190.1265,Bushwick South
967,3040400,1653839.791,1055810,535220.0626,Bensonhurst East
968,3040500,1494609.061,633660,295175.1432,Bushwick South
969,3040600,1582378.666,1106835,574591.0265,Bensonhurst East
970,3040800,1654268.744,998174,581550.6793,Bensonhurst East
971,3040900,1866462.19,1022502,660515.8526,Bushwick North
972,3041000,1537209.751,1051642,477613.1188,Bensonhurst East
973,3041100,1458445.804,883053,503880.8451,Bushwick South
974,3041200,1780125.25,1157592,670339.5727,Bensonhurst East
975,3041300,1745183.024,1147609,581494.644,Bushwick South
976,3041401,1454192.396,965129,429221.528,Homecrest
977,3041402,1659482.226,1014440,503510.9537,Homecrest
978,3041500,1750287.791,1173052,580701.3795,Bushwick South
979,3041600,1749784.701,1115423,581826.3731,Homecrest
980,3041700,1519400.535,1032012,442039.2974,Bushwick South
981,3041800,1773170.32,1096915,616140.7031,Homecrest
982,3041900,1646861.699,1147703,498992.3562,Bushwick South
983,3042000,1820929.02,1156077,637747.414,Homecrest
984,3042100,1651413.382,1001682,550304.1769,Bushwick South
985,3042200,2443185.634,1536658,830768.1367,Homecrest
986,3042300,1961468.2,1172221,646849.022,Bushwick South
987,3042400,1733612.895,1134671,642243.4586,Bensonhurst East
988,3042500,1806379.811,1083235,569833.3718,Bushwick South
989,3042600,1829969.144,1062744,645570.0678,Bensonhurst East
990,3042700,1595494.714,991595,624994.771,Bushwick North
991,3042800,1773181.658,1148853,655320.412,Bensonhurst East
992,3042900,1809836.561,1261988,661056.1864,Bushwick North
993,3043000,1721309.636,1098803,539660.1124,Bensonhurst East
994,3043100,1810786.865,1158323,787626.3113,Bushwick North
995,3043200,1593340.969,923274,562039.2,Bensonhurst East
996,3043300,1810979.341,1082262,588687.5518,Bushwick North
997,3043400,1509164.808,896650,502798.3716,Bensonhurst East
998,3043500,1810895.261,1252226,655306.0462,Bushwick North
999,3043600,1480301.677,976610,624332.2417,Bensonhurst East
1000,3043700,1809983.947,1099668,676750.4912,Bushwick North
1001,3043800,1671530.452,994624,532588.8357,Ocean Parkway South
1002,3043900,2152392.9,1342638,833630.9144,Bushwick North
1003,3044000,2173529.656,1320406,715757.3094,Ocean Parkway South
1004,3044100,1528572.533,991477,636350.5879,Bushwick North
1005,3044200,1969036.007,1305053,662215.1615,Ocean Parkway South
1006,3044300,1805749.998,1168736,760178.571,Bushwick North
1007,3044400,1878090.012,1214632,630451.477,Ocean Parkway South
1008,3044500,1827456.064,1124964,675664.5808,Bushwick North
1009,3044600,1519495.979,965618,554769.505,Borough Park
1010,3044700,1752616.269,1054564,850289.3548,Bushwick North
1011,3044800,2423965.303,1153279,470657.1227,Ocean Parkway South
1012,3044900,22969641.75,11248321,6282199.265,East Williamsburg
1013,3045000,2370291.919,1126948,251478.1009,Ocean Parkway South
1014,3045200,2005613.079,1287709,646464.8882,Ocean Parkway South
1015,3045300,3439556.284,1906599,1570058.113,Bushwick North
1016,3045400,1423881.815,895303,517199.1657,Ocean Parkway South
1017,3045600,1653625.098,1043599,570093.2685,Midwood
1018,3045800,1928211.738,1231184,562442.912,Midwood
1019,3046000,2107798.136,1352772,665777.2868,Flatbush
1020,3046201,1381203.803,803476,412117.5649,Flatbush
1021,3046202,1866157.373,1050751,576980.6534,Ocean Parkway South
1022,3046400,1762813.998,1034279,568621.7923,Borough Park
1023,3046800,3193544.086,1164809,490923.1031,Borough Park
1024,3047000,1966226.07,1225413,664040.4944,Borough Park
1025,3047200,1850619.132,1104967,655646.8481,Borough Park
1026,3047400,1893042.176,1201282,695823.3932,Borough Park
1027,3047600,2236222.649,1494036,798368.9116,Borough Park
1028,3047700,2344076.879,1201223,706078.3483,East Williamsburg
1029,3047800,2380722.109,1463394,834391.472,Borough Park
1030,3048000,1643797.878,1138502,578116.9579,Flatbush
1031,3048100,1628352.493,978402,639070.0375,East Williamsburg
1032,3048200,2121452.725,1348085,645762.2408,Flatbush
1033,3048400,2251812.247,1459408,766891.1457,Kensington-Ocean Parkway
1034,3048500,6253344.163,3699585,2758424.563,Bushwick South
1035,3048600,1888238.792,1094384,689857.9411,Kensington-Ocean Parkway
1036,3048800,1542860.2,1061507,573732.5047,Kensington-Ocean Parkway
1037,3048900,985798.4982,830986,100994.8867,Bushwick South
1038,3049000,2074872.144,1288299,678559.1621,Kensington-Ocean Parkway
1039,3049100,2294137.31,1450667,703374.3839,East Williamsburg
1040,3049200,1780102.394,1086367,597709.2244,Kensington-Ocean Parkway
1041,3049300,2454524.78,1644361,812801.2469,Bushwick South
1042,3049400,1970839.627,1192360,629990.1597,Kensington-Ocean Parkway
1043,3049500,1389722.735,838526,549134.2405,East Williamsburg
1044,3049600,2184807.804,1373348,775887.2994,Kensington-Ocean Parkway
1045,3049700,1772499.975,1084790,654484.4534,East Williamsburg
1046,3049800,2199771.783,1427153,709204.981,Kensington-Ocean Parkway
1047,3049900,1532199.801,836968,525145.6866,Greenpoint
1048,3050000,2138350.485,1438169,606614.3056,Windsor Terrace
1049,3050100,1857843.153,893581,546367.0622,East Williamsburg
1050,3050202,1451525.209,895762,403267.252,Windsor Terrace
1051,3050300,1348755.419,851615,505125.385,East Williamsburg
1052,3050400,2516813.79,1200200,636073.3489,Windsor Terrace
1053,3050500,1823285.676,1232736,610719.7653,East Williamsburg
1054,3050600,1773129.572,1152361,681744.493,Flatbush
1055,3050700,1877636.948,704094,459625.7198,Bedford
1056,3050801,842216.0606,564565,420455.5598,Flatbush
1057,3050803,602995.5831,390364,263039.7681,Flatbush
1058,3050804,1110945.631,685784,440950.1083,Flatbush
1059,3050900,1526103.144,827181,515216.8819,Williamsburg
1060,3051001,828176.4926,517222,366962.3479,Flatbush
1061,3051002,1152098.867,736102,473867.5342,Flatbush
1062,3051100,1711548.774,1014249,442024.7191,East Williamsburg
1063,3051200,1508346.958,957994,540261.2315,Flatbush
1064,3051300,2779406.875,1243653,844518.3302,North Side-South Side
1065,3051400,1949161.821,1258626,696623.1063,Flatbush
1066,3051500,2013551.397,1343804,325967.5984,North Side-South Side
1067,3051601,1247781.408,801543,519389.0003,Flatbush
1068,3051602,979567.9559,632886,406838.8336,Flatbush
1069,3051700,2020312.542,1609589,458740.3339,North Side-South Side
1070,3051800,2170111.34,1424454,660935.0291,Flatbush
1071,3051900,2959028.018,1615178,1111021.281,North Side-South Side
1072,3052000,2056594.475,1251838,670928.5738,Flatbush
1073,3052300,1538749.382,811368,564556.9714,North Side-South Side
1074,3052500,1356123.685,632285,336288.5937,North Side-South Side
1075,3052600,1823527.064,1220914,604291.5889,Flatbush
1076,3052700,2045672.642,998827,621152.1666,North Side-South Side
1077,3052800,1891640.222,1227884,510125.6772,Flatbush
1078,3052900,1882580.923,1063767,746869.7171,Williamsburg
1079,3053000,1861290.054,1176449,686280.6217,Midwood
1080,3053100,1741767.417,1002922,660105.1261,Bedford
1081,3053200,1876179.01,1030349,525372.1936,Midwood
1082,3053300,2078811.948,1150759,733118.8837,Williamsburg
1083,3053400,1866105.772,1271799,740408.3625,Midwood
1084,3053500,1406193.345,792026,529563.7089,Williamsburg
1085,3053700,1802604.209,713441,537284.9071,Williamsburg
1086,3053800,1770108.615,1118295,642884.4119,Midwood
1087,3053900,1091631.344,756446,362498.8578,Williamsburg
1088,3054200,2036089.77,1386130,749557.7175,Midwood
1089,3054300,11164670.1,8850953,2533918.982,park-cemetery-etc-Brooklyn
1090,3054400,2045270.611,1256319,664195.9472,Midwood
1092,3054600,1942537.875,1199060,663895.5954,Midwood
1093,3054700,1826059.386,1251174,618316.0083,North Side-South Side
1094,3054800,1864436.429,1238746,617136.4116,Madison
1095,3054900,2095791.691,1008022,676738.8964,North Side-South Side
1096,3055000,1937232.771,1186450,672768.0537,Madison
1097,3055100,2511177.551,1154868,760591.7477,North Side-South Side
1098,3055200,1805017.4,1027796,680232.5379,Madison
1099,3055300,1681865.797,981002,683598.9169,North Side-South Side
1100,3055400,1821785.667,1187668,859667.3917,Homecrest
1101,3055500,2845557.071,1615746,1152573.649,North Side-South Side
1102,3055600,2079990.279,1402542,692578.3786,Homecrest
1103,3055700,3195112.23,1944455,1137186.348,North Side-South Side
1104,3055800,1847310.158,1058418,540261.3299,Madison
1105,3056000,1988439.594,1323448,658519.2305,Madison
1106,3056100,3577947.71,2158065,1460289.801,Greenpoint
1107,3056200,1838820.874,1250171,594010.015,Madison
1108,3056300,3994878.708,2263618,1390231.024,Greenpoint
1109,3056400,1972387.642,1286665,615640.9577,Madison
1110,3056500,2561007.918,2174893,1120727.619,Greenpoint
1111,3056600,1846300.401,1223178,547879.477,Madison
1112,3056800,1267976.136,765888,343083.0405,Madison
1113,3056900,1376243.887,863198,638696.7272,Greenpoint
1114,3057000,2824696.889,1771490,756574.3804,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1115,3057100,1892836.353,1254284,731574.4866,Greenpoint
1116,3057200,2622725.166,2205000,322893.7481,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1117,3057300,1831149.523,1148097,718159.0384,Greenpoint
1118,3057400,1713577.629,1156755,567678.0204,Madison
1119,3057500,2014844.465,1302663,792000.3219,Greenpoint
1120,3057600,1707334.544,1114429,646789.9779,Madison
1121,3057800,1853782.133,1243867,686531.923,Madison
1122,3057900,7899077.82,3794603,2039687.89,Greenpoint
1123,3058000,1707766.255,1013388,561985.3721,Madison
1124,3058200,1738266.687,1135880,597540.672,Homecrest
1125,3058400,2029005.365,1327429,684968.9016,Homecrest
1126,3058600,1759616.26,1028264,526531.7408,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1127,3058800,1718520.699,1134497,573829.5159,Homecrest
1128,3058900,4574107.529,3296093,1501921.539,Greenpoint
1129,3059000,1704089.777,933809,429220.3079,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1130,3059100,2060784.33,1473687,641558.7773,Greenpoint
1131,3059200,2360097.749,1539536,796442.3,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1132,3059300,2023694.836,1348317,933623.4608,Greenpoint
1133,3059401,4528015.907,3012491,1514158.125,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1134,3059402,3470556.205,2341042,1184131.879,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1135,3059600,1863185.138,1267218,565634.7443,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1136,3059800,2145271.497,1328204,485053.9871,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1137,3060000,4732242.741,3148568,1424036.349,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1138,3060600,1950213.568,985230,635934.1264,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1139,3060800,4308322.457,1386748,787371.3626,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1140,3061002,2430047.016,1900453,462941.9381,Brighton Beach
1141,3061003,902889.5454,477876,290873.8594,Brighton Beach
1142,3061004,2384068.511,1501786,884548.1536,Brighton Beach
1143,3061200,2131583.459,1229827,455689.5609,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1144,3061600,7848777.366,5231152,1358458.514,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1145,3062000,3439027.719,2324619,861119.5002,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1146,3062200,2689304.679,1314295,691013.7024,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1147,3062600,3425961.06,1459070,534796.6677,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1148,3062800,8274566.342,4676363,1960857.29,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1149,3063200,1264075.703,795461,347525.416,Sheepshead Bay-Gerritsen Beach-Manhattan Beach
1150,3063600,1230571.832,838974,335856.5552,Georgetown-Marine Park-Bergen Beach-Mill Basin
1151,3063800,1498401.084,975978,378100.5992,Madison
1152,3064000,1651211.884,1089942,473382.9339,Georgetown-Marine Park-Bergen Beach-Mill Basin
1153,3064200,2530379.299,1681426,727961.9117,Madison
1154,3064400,2145902.196,1364790,638296.5103,Georgetown-Marine Park-Bergen Beach-Mill Basin
1155,3064600,1782721.283,1213407,551371.1687,Georgetown-Marine Park-Bergen Beach-Mill Basin
1156,3064800,1631120.822,1111155,500628.8863,Georgetown-Marine Park-Bergen Beach-Mill Basin
1157,3065000,1789145.951,1100569,550385.5896,Flatlands
1158,3065200,1875210.128,1242618,516505.0286,Georgetown-Marine Park-Bergen Beach-Mill Basin
1159,3065400,1631231.599,1112228,473572.5603,Georgetown-Marine Park-Bergen Beach-Mill Basin
1160,3065600,1653143.993,1120794,457654.648,Georgetown-Marine Park-Bergen Beach-Mill Basin
1161,3065800,1650702.203,1118460,472743.1896,Georgetown-Marine Park-Bergen Beach-Mill Basin
1162,3066000,1639605.458,1124710,484060.8904,Georgetown-Marine Park-Bergen Beach-Mill Basin
1163,3066200,2488662.632,1450046,655793.2312,Georgetown-Marine Park-Bergen Beach-Mill Basin
1164,3066600,43484972.58,37062797,141271.3031,park-cemetery-etc-Brooklyn
1165,3067000,2244629.177,1322504,546729.8201,Georgetown-Marine Park-Bergen Beach-Mill Basin
1166,3067200,1876487.989,998442,587911.4702,Flatlands
1167,3067400,2039940.895,1245962,582026.453,Flatlands
1168,3067600,1672665.705,993087,473266.8058,Flatlands
1169,3067800,1789096.28,1191528,516600.0443,Flatlands
1170,3068000,1817783.466,1185691,544614.6169,Flatlands
1171,3068200,2176848.589,1403133,593130.0619,Flatlands
1172,3068600,1592924.452,954841,375588.3107,Georgetown-Marine Park-Bergen Beach-Mill Basin
1173,3068800,1686416.912,1075987,468718.1078,Flatlands
1174,3069000,1861629.059,1223349,561736.5717,Flatlands
1175,3069200,1952887.719,1193539,504910.2828,Flatlands
1176,3069601,4568655.884,2127586,827957.9454,Georgetown-Marine Park-Bergen Beach-Mill Basin
1177,3069602,7849151.377,4374781,1522062.517,Georgetown-Marine Park-Bergen Beach-Mill Basin
1178,3069800,5424578.512,3650478,1742820.671,Georgetown-Marine Park-Bergen Beach-Mill Basin
1179,3070000,2177086.115,1402474,482977.7202,Georgetown-Marine Park-Bergen Beach-Mill Basin
1180,3070201,11069685.55,7618632,2590100.536,Georgetown-Marine Park-Bergen Beach-Mill Basin
1183,3072000,1701872.034,982502,445031.1586,Flatlands
1184,3072200,2769417.754,1707675,745979.6902,Flatlands
1185,3072400,2068970.081,1243521,569889.7056,Flatlands
1186,3072600,2962948.288,1783576,920554.1667,Flatlands
1187,3072800,2282665.345,1464224,665202.2004,Flatlands
1188,3073000,1989618.32,1187271,590018.0328,Flatlands
1189,3073200,1717669.294,976147,464637.0239,Flatlands
1190,3073400,1626697.941,921084,449641.073,Flatlands
1191,3073600,1922085.85,1079390,510590.9113,Flatlands
1192,3073800,1944417.126,1143056,604143.9562,Flatlands
1193,3074000,1747894.601,1082933,572508.4303,Flatlands
1194,3074200,1876115.545,1259796,683327.7893,Flatlands
1195,3074400,1844716.483,1260191,587547.0034,Flatlands
1196,3074600,2159993.828,1252323,648726.8798,Flatlands
1197,3074800,1900351.998,1227447,618703.081,Midwood
1198,3075000,1866699.15,1289639,671430.3585,Midwood
1199,3075200,1864085.121,1270962,570478.6094,Midwood
1200,3075400,1867167.796,1273323,553051.8701,Midwood
1201,3075600,1867819.331,1307662,561910.5702,Midwood
1202,3075800,2209765.961,1430354,659865.9677,Midwood
1203,3076000,1954536.395,1332327,631574.5131,Midwood
1204,3076200,2024074.617,1350712,665960.0309,Midwood
1205,3076400,1740194.686,1092626,550504.6674,Flatbush
1206,3076600,887314.0572,578597,294709.5695,Flatbush
1207,3076800,3265655.286,1872304,1090154.341,Midwood
1208,3077000,1760973.115,1079901,556948.6243,Flatbush
1209,3077200,4351946.227,3037000,1380419.372,Flatbush
1210,3077400,1596705.158,807696,537669.1165,Flatbush
1211,3077600,2008023.364,1204654,549828.0749,Flatlands
1212,3078000,1770932.907,1206556,552653.0779,East Flatbush-Farragut
1213,3078200,1811374.372,1276163,446835.6633,East Flatbush-Farragut
1214,3078400,1801875.971,1217185,567355.9398,East Flatbush-Farragut
1215,3078600,1834438.089,1187837,672498.5783,Flatbush
1216,3078800,1698020.281,998519,532469.1672,Flatbush
1217,3079000,1965032.156,1244684,765830.3255,Erasmus
1218,3079200,2332263.87,1400497,808432.5065,Erasmus
1219,3079400,2391961.702,1462797,916616.9751,Erasmus
1220,3079601,1188358.751,878875,491476.7354,Prospect Lefferts Gardens-Wingate
1221,3079602,1453524.832,953756,601997.886,Prospect Lefferts Gardens-Wingate
1222,3079801,1397208.655,967709,506025.6879,Prospect Lefferts Gardens-Wingate
1223,3079802,1145198.788,729066,432603.0541,Prospect Lefferts Gardens-Wingate
1224,3080000,1869357.374,1260489,685864.0182,Prospect Lefferts Gardens-Wingate
1225,3080200,1994115.262,1280223,680419.9025,Prospect Lefferts Gardens-Wingate
1226,3080400,2042543.224,1283447,735865.4715,Prospect Lefferts Gardens-Wingate
1227,3080600,1790089.338,1053677,539900.613,Prospect Lefferts Gardens-Wingate
1228,3080800,3465286.313,2862258,853758.7478,Prospect Lefferts Gardens-Wingate
1229,3081000,1748352.331,1212766,483966.6417,Prospect Lefferts Gardens-Wingate
1230,3081400,1831958.543,1171269,601432.2263,East Flatbush-Farragut
1231,3081600,1933154.504,1304974,709829.2841,East Flatbush-Farragut
1232,3081800,1699559.955,1117874,602351.5912,Erasmus
1233,3082000,1599913.494,1098022,661998.4096,Prospect Lefferts Gardens-Wingate
1234,3082200,1827423.044,1432147,677884.9917,Prospect Lefferts Gardens-Wingate
1235,3082400,2307258.416,1474929,838402.7385,Erasmus
1236,3082600,2142838.824,1333389,778214.5627,Erasmus
1237,3082800,1683688.638,1078727,641177.4556,Erasmus
1238,3083000,2171914.93,1455682,693155.074,East Flatbush-Farragut
1239,3083200,1566888.337,1055329,504440.7566,East Flatbush-Farragut
1240,3083400,1355748.334,900236,429544.6739,East Flatbush-Farragut
1241,3083600,2240975.535,1469179,788977.1688,East Flatbush-Farragut
1242,3083800,1796855.892,1198766,600667.4239,East Flatbush-Farragut
1243,3084000,1830663.382,1192986,625182.2526,East Flatbush-Farragut
1244,3084600,1778802.697,1103811,605854.1972,Rugby-Remsen Village
1245,3084800,1479845.466,920189,478515.2668,Rugby-Remsen Village
1246,3085000,1556707.784,861954,430625.3609,East Flatbush-Farragut
1247,3085200,4317849.614,2876578,37686.36361,park-cemetery-etc-Brooklyn
1248,3085400,1385790.11,814775,412236.1349,East Flatbush-Farragut
1249,3085600,1707739.552,1097327,582469.7664,East Flatbush-Farragut
1250,3085800,1446162.504,934916,483339.461,East Flatbush-Farragut
1251,3086000,1873858.606,1196673,669183.9818,East Flatbush-Farragut
1252,3086200,1508724.512,970247,573557.7372,Rugby-Remsen Village
1253,3086400,1621224.165,899254,446321.1702,Rugby-Remsen Village
1254,3086600,1684237.127,1059078,573163.2684,Rugby-Remsen Village
1255,3086800,1879388.248,1147876,698750.9456,Rugby-Remsen Village
1256,3087000,1676352.267,1067805,574481.9253,East Flatbush-Farragut
1257,3087200,1583318.208,1008809,535146.4635,East Flatbush-Farragut
1258,3087401,1405622.922,906359,455033.5399,Prospect Lefferts Gardens-Wingate
1259,3087600,1530933.262,1066331,389851.5326,Prospect Lefferts Gardens-Wingate
1260,3087800,1629552.999,1047110,563515.9617,Prospect Lefferts Gardens-Wingate
1261,3088000,1963161.808,1139612,575061.8783,Prospect Lefferts Gardens-Wingate
1262,3088200,2188027.922,1540022,865636.1533,Rugby-Remsen Village
1263,3088400,1797772.858,1276777,815220.5011,Rugby-Remsen Village
1264,3088600,1934361.724,1164103,628196.8309,Rugby-Remsen Village
1265,3088800,2166799.521,1204244,679348.9564,Rugby-Remsen Village
1266,3089000,2672111.438,1533379,1031901.054,Rugby-Remsen Village
1267,3089200,1932413.399,1056154,720066.6617,Brownsville
1268,3089400,1853454.207,1146406,621672.3012,Brownsville
1269,3089600,1605933.843,970106,515701.0425,Brownsville
1270,3089800,1661399.967,1102306,408023.6462,Brownsville
1271,3090000,2645350.87,1614992,883268.4169,Brownsville
1272,3090200,2051102.74,1330943,618111.8726,Brownsville
1273,3090600,2107747.363,1507177,602759.0388,Brownsville
1274,3090800,3194827.479,1286621,700297.5096,Brownsville
1275,3091000,2281443.633,1395491,408715.7164,Brownsville
1276,3091200,1800466.625,1574085,283545.944,Brownsville
1277,3091600,2321085.511,1372286,744015.1286,Brownsville
1278,3091800,2256020.975,1182154,463692.1977,Brownsville
1279,3092000,2555478.431,1320987,561490.0951,Brownsville
1280,3092200,1743529.692,1249249,531176.6866,Brownsville
1281,3092400,2709111.044,1618687,835649.787,Brownsville
1282,3092800,1692107.994,1049983,501845.7433,Rugby-Remsen Village
1283,3093000,2090418.901,1379152,602060.5605,Rugby-Remsen Village
1284,3093200,3018999.965,1760521,1199388.122,East Flatbush-Farragut
1285,3093400,1913351.798,1163493,504368.762,Rugby-Remsen Village
1286,3093600,1777167.941,1165936,494419.6891,Rugby-Remsen Village
1287,3093800,1411460.03,833439,475054.4838,Rugby-Remsen Village
1288,3094401,3904880.811,1972251,996424.172,Flatlands
1289,3094402,1150874.254,915230,171794.4972,Flatlands
1290,3094600,3111144.011,1475594,765562.7365,Rugby-Remsen Village
1291,3095000,2612164.016,1512320,646081.8372,Canarsie
1292,3095400,2551621.078,1645675,700201.9144,Canarsie
1293,3095600,2557813.835,1673083,710253.4223,Canarsie
1294,3095800,2522663.462,1509280,672023.6803,Canarsie
1295,3096000,4574022.449,2043821,1358754.025,Canarsie
1296,3096200,1920772.155,1226440,577034.0822,Canarsie
1297,3096400,1900792.139,1145484,515133.5027,Canarsie
1298,3096600,1950813.549,1213154,514495.7383,Canarsie
1299,3096800,1603786.871,989908,454227.6909,Canarsie
1300,3097000,1759315.498,1175462,501624.5704,Canarsie
1301,3097400,2712076.636,1290677,587037.0088,Canarsie
