,BoroCT2010,LotArea,FP,CT_Land,Bldg/Land,Lot/Land,Bldg/Lot
1126,3058000,1025738.0,566468.617016,1707766.25502,33.17,60.06,55.23
1127,3058200,1147820.0,599990.137338,1738266.6873,34.52,66.03,52.27
1128,3058400,1327629.0,685329.809077,2029005.36505,33.78,65.43,51.62
1129,3058600,1037514.0,529373.341626,1759616.26034,30.08,58.96,51.02
1130,3058800,1148653.0,578148.647289,1718520.69902,33.64,66.84,50.33
1131,3058900,3434393.0,1512197.46103,4574107.52878,33.06,75.08,44.03
1132,3059000,957183.0,434431.25783,1704089.77675,25.49,56.17,45.39
1133,3059100,1473687.0,641558.777297,2060784.3299,31.13,71.51,43.53
1134,3059200,1539536.0,796442.300012,2360097.74886,33.75,65.23,51.73
1135,3059300,1372682.0,937607.399294,2023694.83562,46.33,67.83,68.3
1136,3059401,3033491.0,1528936.73216,4528015.90674,33.77,66.99,50.4
1137,3059402,2345242.0,1187331.85258,3470556.20507,34.21,67.58,50.63
1138,3059600,1267218.0,565634.744283,1863185.13788,30.36,68.01,44.64
1139,3059800,1356221.0,488187.368609,2145271.49658,22.76,63.22,36.0
1140,3060000,3169557.0,1433085.97004,4732242.74059,30.28,66.98,45.21
1141,3060600,999551.0,640711.931971,1950213.56781,32.85,51.25,64.1
1142,3060800,1400515.0,793544.588517,4308322.45652,18.42,32.51,56.66
1143,3061002,2000160.0,482767.763997,2430047.0161,19.87,82.31,24.14
1144,3061003,477876.0,290873.859441,902889.545413,32.22,52.93,60.87
1145,3061004,1505881.0,885314.744423,2384068.51078,37.13,63.16,58.79
1146,3061200,1245787.0,469032.789746,2131583.45861,22.0,58.44,37.65
1147,3061600,5502611.0,1365886.85667,7848777.36633,17.4,70.11,24.82
1148,3062000,2325719.0,861653.722355,3439027.71908,25.06,67.63,37.05
1149,3062200,1420577.0,747329.347533,2689304.67875,27.79,52.82,52.61
1150,3062600,2510270.0,765397.169259,3425961.06023,22.34,73.27,30.49
1151,3062800,4976690.0,2064886.26732,8274566.34248,24.95,60.14,41.49
1152,3063200,795461.0,347525.415989,1264075.70289,27.49,62.93,43.69
1153,3063600,838974.0,335856.55521,1230571.83232,27.29,68.18,40.03
1154,3063800,978978.0,378344.766778,1498401.08435,25.25,65.33,38.65
1155,3064000,1089942.0,473382.933896,1651211.88399,28.67,66.01,43.43
1156,3064200,1681635.0,728169.141302,2530379.29928,28.78,66.46,43.3
1157,3064400,1364790.0,638296.510264,2145902.19643,29.74,63.6,46.77
1158,3064600,1213407.0,551371.168734,1782721.28308,30.93,68.06,45.44
1159,3064800,1111155.0,500628.886342,1631120.82222,30.69,68.12,45.05
1160,3065000,1102174.0,550736.731503,1789145.95104,30.78,61.6,49.97
1161,3065200,1250110.0,518640.974066,1875210.1279,27.66,66.67,41.49
1162,3065400,1112228.0,473572.560255,1631231.59855,29.03,68.18,42.58
1163,3065600,1120794.0,457654.648016,1653143.99275,27.68,67.8,40.83
1164,3065800,1118460.0,472743.189573,1650702.20312,28.64,67.76,42.27
1165,3066000,1124710.0,484060.890375,1639605.45819,29.52,68.6,43.04
1166,3066200,1453946.0,656596.361124,2488662.63206,26.38,58.42,45.16
1167,3066600,80325834.0,166005.07915,43484972.5802,0.38,184.72,0.21
1168,3067000,1322504.0,546729.82005,2244629.17737,24.36,58.92,41.34
1169,3067200,1014875.0,589819.844529,1876487.98873,31.43,54.08,58.12
1170,3067400,1278841.0,591816.538957,2039940.89489,29.01,62.69,46.28
1171,3067600,997087.0,473825.611468,1672665.70497,28.33,59.61,47.52
1172,3067800,1199028.0,518253.902538,1789096.27985,28.97,67.02,43.22
1173,3068000,1187391.0,545050.652691,1817783.46611,29.98,65.32,45.9
1174,3068200,1411133.0,595041.731206,2176848.58885,27.34,64.82,42.17
1175,3068600,954841.0,375588.310672,1592924.45157,23.58,59.94,39.34
1176,3068800,1077987.0,468920.27526,1686416.91203,27.81,63.92,43.5
1177,3069000,1237371.0,564577.597104,1861629.05937,30.33,66.47,45.63
1178,3069200,1195539.0,505305.10626,1952887.7186,25.87,61.22,42.27
1179,3069601,4810861.0,938258.37329,4568655.88421,20.54,105.3,19.5
1180,3069602,7066456.0,1634836.73211,7849151.37666,20.83,90.03,23.14
1181,3069800,3919619.0,1755452.84132,5424578.51184,32.36,72.26,44.79
1182,3070000,1414474.0,483551.291005,2177086.11483,22.21,64.97,34.19
1183,3070201,7652714.0,2592386.47291,11069685.5521,23.42,69.13,33.88
1184,3070202,63738492.0,903053.30324,54554224.1161,1.66,116.84,1.42
1185,3070600,16065900.0,1071236.72448,15022157.9323,7.13,106.95,6.67
1186,3072000,997637.0,447124.952753,1701872.0336,26.27,58.62,44.82
1187,3072200,1754675.0,761855.249962,2769417.75401,27.51,63.36,43.42
1188,3072400,1243521.0,569889.705592,2068970.08065,27.54,60.1,45.83
1189,3072600,1805076.0,936706.859944,2962948.28775,31.61,60.92,51.89
1190,3072800,1466224.0,666952.353138,2282665.34479,29.22,64.23,45.49
1191,3073000,1197178.0,590483.728097,1989618.32008,29.68,60.17,49.32
1192,3073200,986097.0,466118.770365,1717669.29404,27.14,57.41,47.27
1193,3073400,925484.0,451622.044208,1626697.94052,27.76,56.89,48.8
1194,3073600,1084923.0,511695.25368,1922085.8497,26.62,56.45,47.16
1195,3073800,1147068.0,605178.067682,1944417.12617,31.12,58.99,52.76
1196,3074000,1091130.0,574064.436221,1747894.60116,32.84,62.43,52.61
1197,3074200,1266096.0,686806.482102,1876115.5452,36.61,67.48,54.25
1198,3074400,1262858.0,588638.399599,1844716.48309,31.91,68.46,46.61
1199,3074600,1252323.0,648726.879787,2159993.82848,30.03,57.98,51.8
1200,3074800,1238781.0,621679.712973,1900351.9981,32.71,65.19,50.18
1201,3075000,1304339.0,685918.946703,1866699.15024,36.75,69.87,52.59
1202,3075200,1270962.0,570478.60939,1864085.12127,30.6,68.18,44.89
1203,3075400,1279823.0,553895.031804,1867167.79571,29.66,68.54,43.28
1204,3075600,1313662.0,564347.227941,1867819.33068,30.21,70.33,42.96
1205,3075800,1440174.0,661878.553034,2209765.96069,29.95,65.17,45.96
1206,3076000,1332327.0,631574.513106,1954536.39529,32.31,68.17,47.4
1207,3076200,1383718.0,685925.862764,2024074.61677,33.89,68.36,49.57
1208,3076400,1099201.0,552830.980549,1740194.68647,31.77,63.17,50.29
1209,3076600,583272.0,296426.714614,887314.05718,33.41,65.73,50.82
1210,3076800,1878104.0,1092215.71726,3265655.28623,33.45,57.51,58.16
1211,3077000,1094066.0,564932.538825,1760973.11459,32.08,62.13,51.64
1212,3077200,3037000.0,1380419.37172,4351946.22718,31.72,69.78,45.45
1213,3077400,817414.0,540256.044936,1596705.15756,33.84,51.19,66.09
1214,3077600,1204654.0,549828.074949,2008023.36357,27.38,59.99,45.64
1215,3078000,1225088.0,553323.991132,1770932.90688,31.24,69.18,45.17
1216,3078200,1276163.0,446835.663319,1811374.37246,24.67,70.45,35.01
1217,3078400,1217185.0,567355.939792,1801875.97083,31.49,67.55,46.61
1218,3078600,1187837.0,672498.578252,1834438.08872,36.66,64.75,56.62
1219,3078800,1007619.0,539467.776372,1698020.28127,31.77,59.34,53.54
1220,3079000,1244684.0,765830.325455,1965032.15642,38.97,63.34,61.53
1221,3079200,1416474.0,815503.209829,2332263.87048,34.97,60.73,57.57
1222,3079400,1500500.0,946922.124093,2391961.70221,39.59,62.73,63.11
1223,3079601,878875.0,491476.73539,1188358.7506,41.36,73.96,55.92
1224,3079602,953756.0,601997.886027,1453524.83232,41.42,65.62,63.12
1225,3079801,972009.0,506774.020361,1397208.65479,36.27,69.57,52.14
1226,3079802,734280.0,437270.772107,1145198.7877,38.18,64.12,59.55
1227,3080000,1263324.0,687296.538942,1869357.37386,36.77,67.58,54.4
1228,3080200,1295350.0,685931.700101,1994115.26179,34.4,64.96,52.95
1229,3080400,1289847.0,737437.637617,2042543.22398,36.1,63.15,57.17
1230,3080600,1074077.0,545257.003274,1790089.33797,30.46,60.0,50.77
1231,3080800,2862258.0,853758.747795,3465286.31279,24.64,82.6,29.83
1232,3081000,1214766.0,484450.261369,1748352.33086,27.71,69.48,39.88
1233,3081400,1175269.0,602099.470852,1831958.54316,32.87,64.15,51.23
1234,3081600,1307209.0,710207.592554,1933154.504,36.74,67.62,54.33
1235,3081800,1154325.0,613527.167117,1699559.95506,36.1,67.92,53.15
1236,3082000,1106215.0,665523.056282,1599913.49367,41.6,69.14,60.16
1237,3082200,1437900.0,680352.493611,1827423.04445,37.23,78.68,47.32
1238,3082400,1477609.0,838639.755154,2307258.41629,36.35,64.04,56.76
1239,3082600,1340889.0,782374.290912,2142838.82426,36.51,62.58,58.35
1240,3082800,1078727.0,641177.45559,1683688.63768,38.08,64.07,59.44
1241,3083000,1463682.0,694833.338165,2171914.92969,31.99,67.39,47.47
1242,3083200,1059329.0,505198.64815,1566888.33677,32.24,67.61,47.69
1243,3083400,904436.0,430099.139096,1355748.33364,31.72,66.71,47.55
1244,3083600,1469179.0,788977.168798,2240975.5352,35.21,65.56,53.7
1245,3083800,1200766.0,601010.091419,1796855.89198,33.45,66.83,50.05
1246,3084000,1198986.0,630479.712627,1830663.38163,34.44,65.49,52.58
1247,3084600,1117811.0,608908.198025,1778802.69653,34.23,62.84,54.47
1248,3084800,929989.0,481083.849116,1479845.46627,32.51,62.84,51.73
1249,3085000,893954.0,437653.687525,1556707.78381,28.11,57.43,48.96
1250,3085200,2876578.0,37686.3636086,4317849.61387,0.87,66.62,1.31
1251,3085400,818775.0,413303.684555,1385790.11006,29.82,59.08,50.48
1252,3085600,1097327.0,583352.776453,1707739.55189,34.16,64.26,53.16
1253,3085800,945046.0,485111.328513,1446162.50421,33.54,65.35,51.33
1254,3086000,1202673.0,670330.953992,1873858.606,35.77,64.18,55.74
1255,3086200,970247.0,573557.73718,1508724.5117,38.02,64.31,59.11
1256,3086400,901254.0,446561.280799,1621224.16549,27.54,55.59,49.55
1257,3086600,1065828.0,574239.92993,1684237.12718,34.09,63.28,53.88
1258,3086800,1159359.0,706327.849766,1879388.24818,37.58,61.69,60.92
1259,3087000,1071805.0,575173.641026,1676352.2671,34.31,63.94,53.66
1260,3087200,1016842.0,537927.467076,1583318.20776,33.97,64.22,52.9
1261,3087401,915767.0,457232.291626,1405622.92183,32.53,65.15,49.93
1262,3087600,1074081.0,392515.346784,1530933.26238,25.64,70.16,36.54
1263,3087800,1057110.0,567555.773336,1629552.99856,34.83,64.87,53.69
1264,3088000,1142412.0,575950.442403,1963161.80814,29.34,58.19,50.42
1265,3088200,1540022.0,865636.153321,2188027.92221,39.56,70.38,56.21
1266,3088400,1276777.0,815220.501108,1797772.85773,45.35,71.02,63.85
1267,3088600,1164103.0,628196.830914,1934361.72352,32.48,60.18,53.96
1268,3088800,1204244.0,679348.956393,2166799.52098,31.35,55.58,56.41
1269,3089000,1576879.0,1034446.49559,2672111.43762,38.71,59.01,65.6
1270,3089200,1056154.0,720066.661748,1932413.39942,37.26,54.65,68.18
1271,3089400,1156406.0,622199.699815,1853454.20737,33.57,62.39,53.8
1272,3089600,970106.0,515701.042477,1605933.84285,32.11,60.41,53.16
1273,3089800,1104810.0,408434.994649,1661399.96658,24.58,66.5,36.97
1274,3090000,1614992.0,883268.416875,2645350.86989,33.39,61.05,54.69
1275,3090200,1340235.0,618376.07847,2051102.74029,30.15,65.34,46.14
1276,3090600,1509677.0,604594.99858,2107747.36335,28.68,71.63,40.05
1277,3090800,1359819.0,724759.861944,3194827.4787,22.69,42.56,53.3
1278,3091000,1398491.0,410193.904073,2281443.63328,17.98,61.3,29.33
1279,3091200,1574085.0,283545.944048,1800466.62499,15.75,87.43,18.01
1280,3091600,1385698.0,750147.788389,2321085.51081,32.32,59.7,54.14
1281,3091800,1182154.0,489115.039333,2256020.97481,21.68,52.4,41.37
1282,3092000,1374692.0,586052.86815,2555478.43134,22.93,53.79,42.63
1283,3092200,1249249.0,531176.686563,1743529.69214,30.47,71.65,42.52
1284,3092400,1618687.0,835649.78701,2709111.04437,30.85,59.75,51.63
1285,3092800,1053983.0,502949.864875,1692107.99445,29.72,62.29,47.72
1286,3093000,1381152.0,602597.890182,2090418.90114,28.83,66.07,43.63
1287,3093200,1990531.0,1204423.39104,3018999.96501,39.89,65.93,60.51
1288,3093400,1166493.0,505777.029133,1913351.79808,26.43,60.97,43.36
1289,3093600,1167936.0,494854.241306,1777167.94139,27.85,65.72,42.37
1290,3093800,833439.0,475054.483841,1411460.03044,33.66,59.05,57.0
1291,3094401,2309611.0,1060800.70819,3904880.81106,27.17,59.15,45.93
1292,3094402,915230.0,171794.497228,1150874.25431,14.93,79.52,18.77
1293,3094600,1482181.0,766941.271243,3111144.01053,24.65,47.64,51.74
1294,3095000,1512320.0,646081.83724,2612164.01601,24.73,57.9,42.72
1295,3095400,1657475.0,702170.32634,2551621.0775,27.52,64.96,42.36
1296,3095600,1677233.0,711124.187846,2557813.83483,27.8,65.57,42.4
1297,3095800,1518495.0,684278.331671,2522663.46189,27.13,60.19,45.06
1298,3096000,2126683.0,1431973.43834,4574022.44854,31.31,46.49,67.33
1299,3096200,1248501.0,580967.06609,1920772.15524,30.25,65.0,46.53
1300,3096400,1157090.0,518534.508466,1900792.13866,27.28,60.87,44.81
1301,3096600,1270592.0,519979.379804,1950813.54878,26.65,65.13,40.92
1302,3096800,999018.0,456024.499588,1603786.87135,28.43,62.29,45.65
1303,3097000,1184823.0,502905.607614,1759315.49788,28.59,67.35,42.45
1304,3097400,1582808.0,612345.690299,2712076.63578,22.58,58.36,38.69
1305,3098200,2735749.0,394011.97544,3723765.58143,10.58,73.47,14.4
1306,3098400,812704.0,354567.089072,1214786.69088,29.19,66.9,43.63
1307,3098600,1118059.0,427313.909868,1677791.55349,25.47,66.64,38.22
1308,3098800,1128803.0,468980.520811,1743233.09843,26.9,64.75,41.55
1309,3099000,1184855.0,487890.380203,1762100.884,27.69,67.24,41.18
1310,3099200,926687.0,355691.810634,1448961.10688,24.55,63.96,38.38
1311,3099400,1059953.0,331918.019257,1872516.87682,17.73,56.61,31.31
1312,3099600,1352347.0,588143.856021,2041897.34972,28.8,66.23,43.49
1313,3099800,3934998.0,703081.943296,4560610.59023,15.42,86.28,17.87
1314,3100400,948229.0,427960.801112,1421504.1988,30.11,66.71,45.13
1315,3100600,1118109.0,455394.773111,1637144.15763,27.82,68.3,40.73
1316,3100800,1070040.0,438401.283624,1602833.03335,27.35,66.76,40.97
1317,3101000,1237288.0,513372.079166,1844400.82811,27.83,67.08,41.49
1318,3101200,1151697.0,429929.019698,1730658.16954,24.84,66.55,37.33
1319,3101400,1119842.0,377311.963839,1668038.25131,22.62,67.14,33.69
1320,3101600,839842.0,287355.534924,1210060.37148,23.75,69.4,34.22
1321,3101800,1426385.0,460718.655687,2623263.4011,17.56,54.37,32.3
1322,3102000,1113525.0,360301.328506,1690994.81976,21.31,65.85,32.36
1323,3102200,1164061.0,464476.378875,1752586.5659,26.5,66.42,39.9
1324,3102400,980910.0,399152.764285,1540219.40195,25.92,63.69,40.69
1325,3102600,951334.0,396530.529287,1462012.24633,27.12,65.07,41.68
1326,3102800,13680687.0,418397.109973,8921691.73108,4.69,153.34,3.06
1327,3103400,11270586.0,293730.587495,6209916.18657,4.73,181.49,2.61
1328,3105801,2578032.0,529559.633286,4521101.27778,11.71,57.02,20.54
1329,3105804,3370537.0,773625.810012,7077851.20886,10.93,47.62,22.95
1330,3107000,24329058.0,2029312.59225,33801076.859,6.0,71.98,8.34
1331,3107800,2618057.0,1550548.63129,5449630.40741,28.45,48.04,59.23
1332,3109800,6080374.0,3573009.53723,9189938.06895,38.88,66.16,58.76
1333,3110400,4613235.0,2468493.22208,8007940.4158,30.83,57.61,53.51
1334,3110600,1264547.0,175074.519522,1841331.73191,9.51,68.68,13.84
1335,3111000,1026000.0,157184.017214,1326238.83607,11.85,77.36,15.32
1336,3111600,3073653.0,2058839.31132,5375782.38062,38.3,57.18,66.98
1337,3111800,1093736.0,520054.869537,1745783.82706,29.79,62.65,47.55
1338,3112000,1083671.0,533444.758469,1861982.54695,28.65,58.2,49.23
1339,3112200,1080096.0,517280.476416,1747124.12193,29.61,61.82,47.89
1340,3112400,1218058.0,620528.343531,1914338.59659,32.41,63.63,50.94
1341,3112600,1137820.0,661981.556289,1813472.23076,36.5,62.74,58.18
1342,3112800,1296444.0,755769.666792,1982798.09555,38.12,65.38,58.3
1343,3113000,1262249.0,609839.078944,2086280.51053,29.23,60.5,48.31
1344,3113200,1048971.0,502273.301944,2109759.95235,23.81,49.72,47.88
1345,3113400,992878.0,589687.572094,1651198.36538,35.71,60.13,59.39
1346,3114201,1963725.0,729440.72564,3223151.11228,22.63,60.93,37.15
1347,3114202,886780.0,356016.076664,1281726.1729,27.78,69.19,40.15
1348,3114400,2092324.0,1465024.19806,4617777.80471,31.73,45.31,70.02
1349,3114600,1065266.0,538064.060603,1723239.68382,31.22,61.82,50.51
1350,3115000,976538.0,493857.464305,1703334.32602,28.99,57.33,50.57
1351,3115200,1102602.0,524087.908308,1788251.79521,29.31,61.66,47.53
1352,3115600,1168749.0,575850.114135,1720940.11007,33.46,67.91,49.27
1353,3115800,1083207.0,453710.942671,1668175.77455,27.2,64.93,41.89
1354,3116000,1017878.0,393176.479019,1629832.72136,24.12,62.45,38.63
1355,3116200,988079.0,418718.172262,1543810.23145,27.12,64.0,42.38
1356,3116400,1243986.0,553184.754068,1954432.4347,28.3,63.65,44.47
1357,3116600,1023422.0,541027.913063,1715753.20727,31.53,59.65,52.86
1358,3116800,910727.0,519675.126313,1549248.02592,33.54,58.79,57.06
1359,3117000,1063549.0,534732.923137,1653944.01954,32.33,64.3,50.28
1360,3117201,916571.0,461649.451918,1390018.1905,33.21,65.94,50.37
1361,3117202,1126509.0,568369.489597,1634622.19974,34.77,68.92,50.45
1362,3117400,1509254.0,736785.936755,2295155.54258,32.1,65.76,48.82
1363,3117601,1179937.0,508912.509291,1639988.15602,31.03,71.95,43.13
1364,3117602,1059775.0,556294.145926,1548007.99686,35.94,68.46,52.49
1365,3117800,823993.0,539670.986648,1511355.89741,35.71,54.52,65.49
1366,3118000,7890508.0,113473.919811,8097141.26664,1.4,97.45,1.44
1367,3118201,913094.0,507131.697302,1360340.22683,37.28,67.12,55.54
1368,3118202,873728.0,487773.268383,1337843.67815,36.46,65.31,55.83
1369,3118400,1471460.0,844013.282711,2204317.93854,38.29,66.75,57.36
1370,3118600,976665.0,500894.006127,1415166.40162,35.39,69.01,51.29
1371,3118800,1228078.0,692182.048058,1877145.23414,36.87,65.42,56.36
1372,3119000,720212.0,389647.572909,1520931.56098,25.62,47.35,54.1
1373,3119200,1524894.0,691782.722842,2426661.16371,28.51,62.84,45.37
1374,3119400,1283807.0,634398.818429,1964536.00419,32.29,65.35,49.42
1375,3119600,2023564.0,927556.911347,3292426.89808,28.17,61.46,45.84
1376,3119800,1932722.0,1180743.83434,3527651.62622,33.47,54.79,61.09
1377,3120000,982604.0,402596.891812,1620560.93322,24.84,60.63,40.97
1378,3120200,625007.0,289040.643783,1644476.5646,17.58,38.01,46.25
1379,3120800,2260597.0,1176772.50282,5189260.28562,22.68,43.56,52.06
1380,3121000,1533403.0,188446.634165,1733948.40135,10.87,88.43,12.29
1381,3121400,1352400.0,187345.409542,1831282.66074,10.23,73.85,13.85
1382,3122000,5557506.0,1788035.99716,11415816.6678,15.66,48.68,32.17
1383,3123700,2115465.0,1516392.09298,3459462.45665,43.83,61.15,71.68
1384,3150200,1559445.0,782515.917287,3430496.81059,22.81,45.46,50.18
1385,3152200,2789346.0,1161717.14387,4194670.27285,27.7,66.5,41.65
1386,4000100,8394040.0,3664897.36293,12286326.6675,29.83,68.32,43.66
1387,4000200,1185339.0,531348.50075,1665497.05252,31.9,71.17,44.83
1388,4000400,1705823.0,843369.113773,2420892.2521,34.84,70.46,49.44
1389,4000600,1473985.0,745810.427797,2307340.97061,32.32,63.88,50.6
1390,4000700,2971019.0,2097832.88228,5867589.20309,35.75,50.63,70.61
1391,4000800,1425555.0,658155.745145,2043534.21008,32.21,69.76,46.17
1392,4001000,1290476.0,655104.443743,1743090.0277,37.58,74.03,50.76
1393,4001200,1705009.0,819351.553175,2420974.0324,33.84,70.43,48.06
1394,4001400,1603932.0,777354.357814,2305944.33219,33.71,69.56,48.47
1395,4001600,1111792.0,570819.935914,1623632.68721,35.16,68.48,51.34
1396,4001800,1243714.0,600567.201477,1912263.18559,31.41,65.04,48.29
1397,4001900,5304962.0,3388149.48174,9381831.18559,36.11,56.55,63.87
1398,4002000,964265.0,415772.586043,1548759.25353,26.85,62.26,43.12
1399,4002200,1031396.0,498738.137104,1594779.64473,31.27,64.67,48.36
1400,4002400,973918.0,477604.456291,1516527.18221,31.49,64.22,49.04
1401,4002500,1644152.0,382768.494372,2240227.48511,17.09,73.39,23.28
1402,4002600,1131591.0,515722.845357,1593309.04796,32.37,71.02,45.58
1403,4002800,1583465.0,766855.58263,2386683.26796,32.13,66.35,48.43
1404,4003000,799733.0,350486.601579,1200464.42573,29.2,66.62,43.83
1405,4003100,1015212.0,643305.989196,1775765.18472,36.23,57.17,63.37
1406,4003200,956915.0,487827.148712,1791170.47843,27.24,53.42,50.98
1407,4003300,3083450.0,2080014.09887,5525404.22939,37.64,55.8,67.46
1408,4003400,1441786.0,610052.510319,2303269.72053,26.49,62.6,42.31
1409,4003600,1229963.0,584993.317357,1937305.84412,30.2,63.49,47.56
1410,4003700,2763953.0,585071.812342,4148804.68421,14.1,66.62,21.17
1411,4003800,1184950.0,632567.445693,1896703.69118,33.35,62.47,53.38
1412,4003900,1049832.0,723391.296389,1580667.0574,45.76,66.42,68.91
1413,4004001,1120743.0,544279.151625,1875952.9412,29.01,59.74,48.56
1414,4004002,785948.0,367140.885773,1396952.35324,26.28,56.26,46.71
1415,4004200,1412173.0,708099.922981,2156063.86733,32.84,65.5,50.14
1416,4004300,1275419.0,409479.266115,1840353.43694,22.25,69.3,32.11
1417,4004401,1741884.0,743782.523988,2832837.40168,26.26,61.49,42.7
1418,4004500,1594249.0,538089.977335,2375492.13624,22.65,67.11,33.75
1419,4004700,1242081.0,487505.798133,1928980.64202,25.27,64.39,39.25
1420,4005000,1201470.0,3793.24381468,1637736.491,0.23,73.36,0.32
1421,4005100,916336.0,658239.943596,1476104.59295,44.59,62.08,71.83
1422,4005200,958635.0,457273.104715,1405250.19932,32.54,68.22,47.7
1423,4005300,1389102.0,796809.923774,2111785.65327,37.73,65.78,57.36
1424,4005400,2860765.0,1393155.94113,4492337.46126,31.01,63.68,48.7
1425,4005500,1130089.0,945943.768196,1786237.89564,52.96,63.27,83.71
1426,4005700,1548506.0,1098958.59715,2406263.31668,45.67,64.35,70.97
1427,4005800,3386091.0,1428793.52723,6432379.66281,22.21,52.64,42.2
1428,4005900,1349253.0,735304.165359,2047587.0321,35.91,65.89,54.5
1429,4006100,1399243.0,848468.247515,2099309.38185,40.42,66.65,60.64
1430,4006201,2892216.0,803887.672089,4310186.21019,18.65,67.1,27.79
1431,4006202,6293344.0,1810636.2259,12358115.9708,14.65,50.92,28.77
1432,4006300,1542151.0,925391.412932,2287276.5514,40.46,67.42,60.01
1433,4006501,790301.0,476024.577818,1198418.18666,39.72,65.95,60.23
1434,4006502,1150694.0,657766.480314,1650722.26319,39.85,69.71,57.16
1435,4006900,1504007.0,733740.172911,2266843.26354,32.37,66.35,48.79
1436,4007100,1293300.0,775013.231173,2101574.64772,36.88,61.54,59.93
1437,4007300,1034003.0,561510.115613,1523722.90363,36.85,67.86,54.3
1438,4007500,998976.0,531185.286972,1391318.84053,38.18,71.8,53.17
1439,4007700,826758.0,424990.929934,1363202.08347,31.18,60.65,51.4
1440,4007900,1159904.0,581986.850304,1727511.03325,33.69,67.14,50.18
1441,4008100,692541.0,473583.43178,1212136.87925,39.07,57.13,68.38
1442,4008300,1281495.0,694420.089481,2059577.56351,33.72,62.22,54.19
1443,4008500,1801683.0,1254955.48292,2943519.00034,42.63,61.21,69.65
1444,4008600,2215364.0,942570.153758,3519431.27333,26.78,62.95,42.55
1445,4008700,1824013.0,609246.778058,2724649.18628,22.36,66.94,33.4
1446,4008800,2178733.0,825862.503814,4717307.57619,17.51,46.19,37.91
1447,4009100,1396699.0,619364.483655,2005223.27751,30.89,69.65,44.34
1448,4009400,1206038.0,657873.791023,1869642.04916,35.19,64.51,54.55
1449,4009500,856071.0,388232.731172,1770676.75286,21.93,48.35,45.35
1450,4009600,1482802.0,718221.163177,2222233.8495,32.32,66.73,48.44
1451,4009700,1470363.0,741392.385438,2171669.71773,34.14,67.71,50.42
1452,4009800,982982.0,551545.955699,1460890.47082,37.75,67.29,56.11
1453,4009900,2189060.0,28653.0094341,2682959.72208,1.07,81.59,1.31
1454,4010000,1637383.0,760729.589481,2403901.79067,31.65,68.11,46.46
1455,4010100,1223668.0,577626.374193,1860062.4951,31.05,65.79,47.2
1456,4010200,1524272.0,652101.602267,2302072.58806,28.33,66.21,42.78
1457,4010300,1736264.0,737405.982337,2695886.85309,27.35,64.4,42.47
1458,4010400,1412544.0,677691.057635,2007367.4958,33.76,70.37,47.98
1459,4010500,1471140.0,578410.946579,2131500.27149,27.14,69.02,39.32
1460,4010600,1239862.0,636332.742487,1862499.14375,34.17,66.57,51.32
1461,4010701,6506633.0,2059984.54105,17298680.013,11.91,37.61,31.66
1462,4010800,1169072.0,583119.980213,1696627.41325,34.37,68.91,49.88
1463,4011000,1255429.0,628703.212538,1776467.74286,35.39,70.67,50.08
1464,4011100,1073966.0,504699.109722,1622555.58513,31.11,66.19,46.99
1465,4011200,1377381.0,665461.541055,2029245.43835,32.79,67.88,48.31
1466,4011300,1298841.0,737229.458633,1922996.04216,38.34,67.54,56.76
1467,4011400,862181.0,467899.123402,1308602.97549,35.76,65.89,54.27
1468,4011500,1221633.0,718709.665644,1997244.19371,35.99,61.17,58.83
1469,4011600,994799.0,452495.833302,1502722.92188,30.11,66.2,45.49
1470,4011700,1545450.0,818716.201857,2290673.01,35.74,67.47,52.98
1471,4011800,1071371.0,492229.340398,1736072.4359,28.35,61.71,45.94
1472,4011900,798327.0,435201.813973,1199795.08715,36.27,66.54,54.51
1473,4012000,1034275.0,515191.569649,1580707.94286,32.59,65.43,49.81
1474,4012100,992052.0,503923.411977,1484400.40205,33.95,66.83,50.8
1475,4012200,1498352.0,713423.758113,2235080.40154,31.92,67.04,47.61
1476,4012301,3902301.0,2397369.56648,6366924.70549,37.65,61.29,61.43
1477,4012400,1458047.0,678396.615119,2103190.18651,32.26,69.33,46.53
1478,4012500,551104.0,280065.091252,1752217.16507,15.98,31.45,50.82
1479,4012601,1092336.0,488462.434236,1585195.98837,30.81,68.91,44.72
1480,4012602,1115387.0,516503.181324,1583994.72756,32.61,70.42,46.31
1481,4012800,1260915.0,542295.069991,1721777.31073,31.5,73.23,43.01
1482,4013000,1332340.0,525740.759025,2016150.95297,26.08,66.08,39.46
1483,4013200,1186197.0,531301.493762,2071423.78301,25.65,57.26,44.79
1484,4013400,1491654.0,613842.970256,2055343.91873,29.87,72.57,41.15
1485,4013500,944313.0,396516.454515,1461831.59476,27.12,64.6,41.99
1486,4013600,1248645.0,414762.489016,1632351.25778,25.41,76.49,33.22
1487,4013700,867018.0,467731.425363,2152435.34048,21.73,40.28,53.95
1488,4013800,1202426.0,572898.504531,1828863.66224,31.33,65.75,47.65
1489,4014000,1526365.0,705415.39141,2390486.85865,29.51,63.85,46.22
1490,4014100,1018093.0,726291.204707,1841548.90989,39.44,55.28,71.34
1491,4014201,1410071.0,779979.3416,2270918.84158,34.35,62.09,55.31
1492,4014202,3471960.0,1656523.35059,6633244.60317,24.97,52.34,47.71
1493,4014300,1007699.0,578350.642261,1469451.93539,39.36,68.58,57.39
