,BoroCT2010,boroname,LotArea,FootPrint,FloorSpace,SurfaceArea,ct_density,dist_from_esb,floorarea_sqft,s,p,f,l,r
165,1021400,Manhattan,1003585.0,316620.738894,1841642.0,1460341.27882,1.29404614347,8543.17966513,1889749,1.2611,0.2168,5.8166,0.6872,0.3155
166,1021500,Manhattan,397281.0,243174.218213,1764354.0,750499.537053,2.38135123576,7538.12743745,1787203,2.3509,0.324,7.2555,0.5294,0.6121
167,1021600,Manhattan,1055474.0,719781.448706,3973063.0,1864443.44629,2.13096460925,6205.67914266,3973063,2.131,0.3861,5.5198,0.5661,0.682
168,1021800,Manhattan,1099084.0,730507.054111,3840513.0,1958525.80481,1.99950339709,6520.6892788,3916079,1.9609,0.373,5.2573,0.5612,0.6647
169,1021900,Manhattan,1393742.0,706999.475039,3491791.0,3004767.71739,1.26567454049,7632.9674873,3803058,1.1621,0.2353,4.9389,0.4638,0.5073
170,1022000,Manhattan,1152350.0,756398.694142,3268467.0,1882647.53283,1.77854481076,6852.16099492,3348373,1.7361,0.4018,4.3211,0.6121,0.6564
171,1022200,Manhattan,1129682.0,867303.587228,3891147.0,1953119.68878,2.18286161595,7170.38491931,4263390,1.9923,0.4441,4.4865,0.5784,0.7677
172,1022400,Manhattan,1112687.0,596458.989324,2867968.0,2099457.91144,1.63990046251,7501.44542174,3442902,1.3661,0.2841,4.8083,0.53,0.5361
173,1022500,Manhattan,956685.0,644781.155429,4104616.0,2960365.53193,1.38652337211,8564.76900837,4104616,1.3865,0.2178,6.3659,0.3232,0.674
174,1022600,Manhattan,927397.0,584693.871974,2505835.0,1642680.57782,1.61628379604,7818.23051336,2655038,1.5255,0.3559,4.2857,0.5646,0.6305
175,1022700,Manhattan,978306.0,649676.569557,2968000.0,1621656.29959,1.83211448736,8701.34809788,2971060,1.8302,0.4006,4.5684,0.6033,0.6641
176,1022800,Manhattan,1133327.0,728710.867328,3147073.0,1944083.40176,1.64697512314,8135.07818179,3201857,1.6188,0.3748,4.3187,0.583,0.643
177,1022900,Manhattan,1384114.0,619405.637482,3396690.0,2186915.9039,1.558070886,8877.05170491,3407370,1.5532,0.2832,5.4838,0.6329,0.4475
178,1023000,Manhattan,1123206.0,675521.619183,3808146.0,1869850.52805,2.0459672806,8463.77052531,3825653,2.0366,0.3613,5.6373,0.6007,0.6014
179,1023100,Manhattan,1486116.0,623548.327297,2969593.0,1962710.70506,1.52089810908,9063.48193167,2985083,1.513,0.3177,4.7624,0.7572,0.4196
180,1023200,Manhattan,1149946.0,693803.78653,3654544.0,1943146.28398,1.88073539812,8779.10461291,3654544,1.8807,0.3571,5.2674,0.5918,0.6033
181,1023300,Manhattan,872071.0,610552.369615,2953807.0,2535522.34399,1.19538406245,9169.20211658,3030923,1.165,0.2408,4.8379,0.3439,0.7001
182,1023400,Manhattan,734703.0,498640.863772,2891019.0,1164816.98101,2.48195128259,9108.73262342,2891019,2.482,0.4281,5.7978,0.6307,0.6787
183,1023600,Manhattan,1689072.0,648149.62981,3834794.0,2828013.83803,1.35968005117,9021.27511861,3845194,1.356,0.2292,5.9165,0.5973,0.3837
184,1023700,Manhattan,1504465.0,577173.313459,2799701.0,2897558.15657,0.992194753186,9516.02527371,2874942,0.9662,0.1992,4.8507,0.5192,0.3836
185,1023900,Manhattan,397710.0,202629.614418,1127465.0,687269.036218,1.64050021256,9883.87715037,1127465,1.6405,0.2948,5.5642,0.5787,0.5095
186,1024000,Manhattan,13300030.0,602297.303092,95823.0,23466537.5624,0.00408338894245,5751.21060989,95823,0.0041,0.0257,0.1591,0.5668,0.0453
187,1024100,Manhattan,942603.0,637715.208243,4212968.0,1874161.11073,2.25112343642,9914.67018643,4218968,2.2479,0.3403,6.6063,0.5029,0.6765
188,1024200,Manhattan,1178840.0,631694.738992,2821712.0,3735142.84052,0.78977970213,7360.72556071,2949940,0.7554,0.1691,4.4669,0.3156,0.5359
189,1024500,Manhattan,1349334.0,935185.590149,5202223.0,2282409.82339,2.28780780142,10156.3144257,5221715,2.2793,0.4097,5.5628,0.5912,0.6931
190,1024700,Manhattan,988236.0,594489.866846,3501991.0,2736091.26924,1.27992477421,10195.0834105,3501991,1.2799,0.2173,5.8907,0.3612,0.6016
191,1024900,Manhattan,336260.0,169046.404076,721725.0,652856.308287,1.22003722701,10692.8923482,796509,1.1055,0.2589,4.2694,0.5151,0.5027
192,1025100,Manhattan,940641.0,671656.764866,5823440.0,1715989.09463,3.48868126186,10711.6185722,5986539,3.3936,0.3914,8.6703,0.5482,0.714
193,1025300,Manhattan,1053406.0,759214.688832,3836131.0,1822960.36207,2.10892572323,11037.6786696,3844488,2.1043,0.4165,5.0528,0.5779,0.7207
194,1025500,Manhattan,1336539.0,731347.473792,7005491.0,4756105.97953,1.49364228438,10810.0816345,7103921,1.4729,0.1538,9.5789,0.281,0.5472
195,1025700,Manhattan,878782.0,637817.044382,3119889.0,1550590.20006,2.0131392549,6892.00120498,3121554,2.0121,0.4113,4.8915,0.5667,0.7258
196,1025900,Manhattan,422454.0,303305.923034,1946698.0,812329.673652,2.42066129526,8732.97182703,1966375,2.3964,0.3734,6.4183,0.5201,0.718
197,1026100,Manhattan,900124.0,646612.869779,3635959.0,1681539.12174,2.17426579776,11349.3869134,3656113,2.1623,0.3845,5.6231,0.5353,0.7184
198,1026300,Manhattan,912435.0,703105.2434,3543341.0,1691892.01342,2.11967487969,11382.7221749,3586261,2.0943,0.4156,5.0396,0.5393,0.7706
199,1026500,Manhattan,841065.0,636640.40636,3298287.0,2068027.66415,1.59489500899,11635.4429258,3298287,1.5949,0.3078,5.1808,0.4067,0.7569
200,1026700,Manhattan,328319.0,196154.306975,1085783.0,518771.594333,2.0929885365,12040.1903524,1085783,2.093,0.3781,5.5354,0.6329,0.5975
201,1026900,Manhattan,1045186.0,779871.84125,3287908.0,1889655.62123,1.74448294333,11913.8511467,3296472,1.74,0.4127,4.216,0.5531,0.7462
202,1027100,Manhattan,1231042.0,842600.800207,3800168.0,2076588.58429,1.8586623413,11947.3644172,3859677,1.83,0.4058,4.51,0.5928,0.6845
203,1027300,Manhattan,1257183.0,668344.515179,3629781.0,1903506.22995,1.9068921041,12058.0037432,3629781,1.9069,0.3511,5.431,0.6605,0.5316
204,1027500,Manhattan,612299.0,243581.657375,1905346.0,2946540.96606,0.64663821815,11803.9094234,1905346,0.6466,0.0827,7.8222,0.2078,0.3978
205,1027700,Manhattan,1164483.0,575038.668606,3096913.0,1760155.84136,1.75945386609,12552.6645871,3096913,1.7595,0.3267,5.3856,0.6616,0.4938
206,1027900,Manhattan,1089764.0,711673.739659,3871030.0,1940050.62819,1.99750147944,12506.0070619,3875254,1.9953,0.3668,5.4393,0.5617,0.6531
207,1028100,Manhattan,536312.0,264868.017832,1623444.0,977139.403048,1.6614251712,12544.2469753,1623444,1.6614,0.2711,6.1293,0.5489,0.4939
208,1028300,Manhattan,1048976.0,491308.039916,3239107.0,1623888.60271,1.99466083732,12834.2574334,3239107,1.9947,0.3026,6.5928,0.646,0.4684
209,1028500,Manhattan,785752.0,529864.699713,2534585.0,1314114.37658,1.9287400284,13145.618726,2534585,1.9287,0.4032,4.7835,0.5979,0.6743
210,1028700,Manhattan,5506077.0,581633.215342,2205953.0,5710876.56923,0.387832055754,12974.8342516,2214861,0.3863,0.1018,3.7927,0.9641,0.1056
211,1029100,Manhattan,1279075.0,810401.758444,3734774.0,2018145.03476,1.85555246798,13581.9069208,3744774,1.8506,0.4016,4.6085,0.6338,0.6336
212,1029300,Manhattan,1025263.0,686516.641454,2874667.0,1690644.7008,1.71132467906,13832.0165605,2893242,1.7003,0.4061,4.1873,0.6064,0.6696
213,1029500,Manhattan,919927.0,578961.348272,3147097.0,1460098.43677,2.1809584339,13910.8620503,3184414,2.1554,0.3965,5.4358,0.63,0.6294
214,1029900,Manhattan,2316439.0,1037337.41095,2600722.0,6687564.17556,0.38894908994,13058.1252498,2601122,0.3889,0.1551,2.5071,0.3464,0.4478
215,1030300,Manhattan,646828.0,441496.339045,2391498.0,1685782.38139,1.43653595312,14321.4486381,2421687,1.4186,0.2619,5.4168,0.3837,0.6826
216,1030700,Manhattan,538931.0,328802.852364,1927529.0,908014.729849,2.12279485854,14677.0275855,1927529,2.1228,0.3621,5.8623,0.5935,0.6101
217,1030900,Manhattan,1851687.0,759946.663719,3453886.0,3282243.12217,1.05229438266,15193.2150556,3453886,1.0523,0.2315,4.5449,0.5642,0.4104
218,1031100,Manhattan,5543550.0,41202.765475,78183.0,7795233.95899,0.0100295899278,9882.11000177,78183,0.01,0.0053,1.8975,0.7111,0.0074
219,1031900,Manhattan,1069225.0,49316.7789194,1069225.0,1080130.34144,0.989903680119,5435.66149112,1069225,0.9899,0.0457,21.6808,0.9899,0.0461
220,2000100,Bronx,17825000.0,3627904.49173,5502107.0,18154596.1687,0.303069644121,9169.89740884,5502107,0.3031,0.1998,1.5166,0.9818,0.2035
221,2000200,Bronx,2313548.0,1006562.28433,1669136.0,5050182.71191,0.33278498935,12411.559919,1680625,0.3305,0.1993,1.6583,0.4581,0.4351
222,2001600,Bronx,2917851.0,861037.506413,3750627.0,5221332.29582,0.718825538647,12833.3455385,3753227,0.7183,0.1649,4.3559,0.5588,0.2951
223,2001900,Bronx,6841299.0,3736554.25558,7545434.0,17964480.9591,0.423311200436,7771.03313689,7604566,0.42,0.208,2.0194,0.3808,0.5462
224,2002000,Bronx,2980351.0,937437.448832,2998992.0,4270706.7064,0.753144671625,12355.0474708,3216460,0.7022,0.2195,3.1991,0.6979,0.3145
225,2002300,Bronx,821949.0,176529.575061,2638633.0,1126747.39186,2.34181416266,8284.10505305,2638633,2.3418,0.1567,14.9473,0.7295,0.2148
226,2002500,Bronx,778654.0,407834.876876,2873648.0,1373985.98595,2.09156718437,8336.74309631,2873784,2.0915,0.2968,7.0461,0.5667,0.5238
227,2002800,Bronx,1850527.0,516664.395224,3113346.0,4715453.73064,0.660281317102,11742.8578406,3113526,0.6602,0.1096,6.0259,0.3924,0.2792
228,2003100,Bronx,702041.0,518080.398137,1267637.0,1680016.28445,0.943041454219,9172.21289871,1584325,0.7545,0.3084,2.4468,0.4179,0.738
229,2003300,Bronx,818024.0,454139.896563,1739192.0,1639977.74021,1.060497321,8911.21557939,1739192,1.0605,0.2769,3.8296,0.4988,0.5552
230,2003500,Bronx,930107.0,566990.833158,1851141.0,1525330.72751,1.21359975684,9224.67978126,1851141,1.2136,0.3717,3.2649,0.6098,0.6096
231,2003700,Bronx,1551204.0,45827.2092478,155999.0,1787327.10231,0.0872806101348,9099.62177982,155999,0.0873,0.0256,3.4041,0.8679,0.0295
232,2003800,Bronx,405320.0,160584.224448,391900.0,682166.209681,0.618453382787,12901.5236688,421888,0.5745,0.2354,2.4405,0.5942,0.3962
233,2003900,Bronx,1409507.0,732928.948044,2850887.0,2323222.87634,1.2298815706,8525.41784122,2857289,1.2271,0.3155,3.8897,0.6067,0.52
234,2004100,Bronx,1271460.0,501104.954531,2494931.0,1977775.75904,1.29711722286,8775.8881721,2565407,1.2615,0.2534,4.9789,0.6429,0.3941
235,2004200,Bronx,3688276.0,859409.264092,3733621.0,5212170.02962,0.716327552398,12940.0732114,3733621,0.7163,0.1649,4.3444,0.7076,0.233
236,2004300,Bronx,1532261.0,858308.293606,3332626.0,2442986.14279,1.36416082827,9026.04234939,3332626,1.3642,0.3513,3.8828,0.6272,0.5602
237,2004400,Bronx,1869649.0,380661.729354,1736272.0,2884624.05826,0.615009777416,12755.1027084,1774072,0.6019,0.132,4.5612,0.6481,0.2036
238,2004600,Bronx,924264.0,281727.582588,762579.0,1432044.17204,0.549269369868,12586.4201201,786578,0.5325,0.1967,2.7068,0.6454,0.3048
239,2004800,Bronx,697883.0,368018.056631,1465566.0,1568167.5336,0.934572339115,12558.9311025,1465566,0.9346,0.2347,3.9823,0.445,0.5273
240,2005100,Bronx,2751880.0,1418593.26796,4672723.0,5509135.1983,0.880003816478,8016.33574572,4848060,0.8482,0.2575,3.2939,0.4995,0.5155
241,2005200,Bronx,1157539.0,662602.741092,1394476.0,2009765.3173,0.726244496029,11903.5446019,1459581,0.6939,0.3297,2.1045,0.576,0.5724
242,2005300,Bronx,856800.0,84681.6995831,1597950.0,907656.964368,1.76052194026,12475.700671,1597950,1.7605,0.0933,18.8701,0.944,0.0988
243,2005400,Bronx,1339577.0,806267.072713,2094530.0,2133456.9939,0.985023370993,12356.0964203,2101505,0.9818,0.3779,2.5978,0.6279,0.6019
244,2005600,Bronx,923910.0,399508.164907,1149505.0,1511686.22421,0.84862121481,12693.242098,1282849,0.7604,0.2643,2.8773,0.6112,0.4324
245,2006000,Bronx,630986.0,370657.790098,799882.0,3413566.89784,0.267586084391,13027.6645825,913423,0.2343,0.1086,2.158,0.1848,0.5874
246,2006100,Bronx,1691641.0,666807.455094,3373435.0,2605984.6964,1.2944953225,9218.97553075,3373435,1.2945,0.2559,5.0591,0.6491,0.3942
247,2006200,Bronx,1193681.0,444955.00079,2432034.0,2035610.9365,1.19474402323,12925.9967844,2432034,1.1947,0.2186,5.4658,0.5864,0.3728
248,2006300,Bronx,6009601.0,2808979.58105,9804426.0,11410337.4029,0.859520332633,8572.18016965,9807417,0.8593,0.2462,3.4904,0.5267,0.4674
249,2006400,Bronx,996493.0,482415.933291,1393755.0,1838840.26351,0.757953275038,13112.7441938,1393755,0.758,0.2623,2.8891,0.5419,0.4841
250,2006500,Bronx,1796645.0,1147752.79062,5160570.0,2812249.04136,1.83781838805,9023.1568252,5168403,1.835,0.4081,4.4962,0.6389,0.6388
251,2006700,Bronx,1414820.0,646560.246724,3185383.0,2277490.19322,1.39863741652,9482.20183519,3185383,1.3986,0.2839,4.9267,0.6212,0.457
252,2006800,Bronx,963761.0,409305.245902,1100513.0,1692236.92018,0.650330333109,12908.1272298,1100513,0.6503,0.2419,2.6887,0.5695,0.4247
253,2006900,Bronx,1317789.0,550915.466208,2831870.0,2029126.11687,1.39665000437,9864.11607196,2833979,1.3956,0.2715,5.1403,0.6494,0.4181
254,2007000,Bronx,1468332.0,702730.392287,1594096.0,2207823.45352,0.728394291417,13241.2853674,1608166,0.722,0.3183,2.2684,0.6651,0.4786
255,2007100,Bronx,1444298.0,671714.014492,2091118.0,2843661.98725,0.749862328772,9457.83550359,2132355,0.7354,0.2362,3.1131,0.5079,0.4651
256,2007200,Bronx,1370424.0,678264.914208,1932569.0,2292782.56492,0.846034870327,13651.1005079,1939774,0.8429,0.2958,2.8493,0.5977,0.4949
257,2007300,Bronx,922321.0,441808.047568,2000105.0,1507593.10112,1.32676184211,9550.5634182,2000217,1.3267,0.2931,4.5271,0.6118,0.479
258,2007400,Bronx,1434410.0,387775.621564,1719814.0,2012633.67664,0.854509203518,13446.3030832,1719814,0.8545,0.1927,4.4351,0.7127,0.2703
259,2007500,Bronx,1393563.0,623053.029516,3104988.0,2458741.0535,1.26330505426,9756.87235575,3106140,1.2628,0.2534,4.9835,0.5668,0.4471
260,2007600,Bronx,1434909.0,771045.55761,2032230.0,2339929.44454,0.87339812949,13383.7085913,2043690,0.8685,0.3295,2.6357,0.6132,0.5373
261,2007700,Bronx,759153.0,398910.93086,1111040.0,1214306.23769,0.920904435217,10220.4449899,1118260,0.915,0.3285,2.7852,0.6252,0.5255
262,2007800,Bronx,1963577.0,920010.817681,2544378.0,3326684.15676,0.768201872969,13975.1855181,2555565,0.7648,0.2766,2.7656,0.5903,0.4685
263,2007900,Bronx,1236001.0,519575.72526,2668730.0,2126625.73317,1.30084102569,9751.54471837,2766402,1.2549,0.2443,5.1364,0.5812,0.4204
264,2008300,Bronx,1388798.0,822489.975778,2533437.0,2303687.97187,1.10586460975,9757.44848448,2547567,1.0997,0.357,3.0802,0.6029,0.5922
265,2008400,Bronx,1074138.0,383373.250839,882153.0,1674998.51733,0.526658973649,13517.4070949,882153,0.5267,0.2289,2.301,0.6413,0.3569
266,2008500,Bronx,1201594.0,742893.141642,2441875.0,1966131.66016,1.24196921777,10265.888978,2441875,1.242,0.3778,3.287,0.6111,0.6183
267,2008600,Bronx,1472413.0,293710.885401,1602293.0,2019879.65784,0.793261615256,13683.4403612,1602293,0.7933,0.1454,5.4553,0.729,0.1995
268,2008700,Bronx,1347400.0,599858.764143,2538322.0,2302753.01727,1.17552641542,10618.2417126,2706947,1.1023,0.2605,4.2315,0.5851,0.4452
269,2008900,Bronx,640213.0,404586.534749,1633329.0,1174411.47287,1.41350288068,10663.1079779,1660034,1.3908,0.3445,4.037,0.5451,0.632
270,2009000,Bronx,5863149.0,2188360.03222,3354388.0,11115829.3384,0.335282405526,13704.5952088,3726942,0.3018,0.1969,1.5328,0.5275,0.3732
271,2009200,Bronx,1797895.0,901499.906754,2152882.0,3278193.62587,0.696822781294,14165.1106476,2284320,0.6567,0.275,2.3881,0.5484,0.5014
272,2009300,Bronx,12827350.0,6910980.01698,10107533.0,25297302.3643,0.401059166463,9436.96922019,10145715,0.3995,0.2732,1.4625,0.5071,0.5388
273,2009600,Bronx,4654128.0,2185108.58224,3274953.0,7359513.90622,0.445374931248,14720.3113355,3277743,0.445,0.2969,1.4988,0.6324,0.4695
274,2009800,Bronx,3029077.0,1058105.02665,2555988.0,5559622.22819,0.460889948063,13749.4955997,2562374,0.4597,0.1903,2.4156,0.5448,0.3493
275,2011000,Bronx,7339481.0,134654.245485,117514.0,21931215.0932,0.00538155316513,14061.5318484,118024,0.0054,0.0061,0.8727,0.3347,0.0183
276,2011700,Bronx,14186607.0,3059893.25836,4034162.0,14905907.6512,0.270975850281,11004.5671226,4039141,0.2706,0.2053,1.3184,0.9517,0.2157
277,2011900,Bronx,1130528.0,610670.500393,2190386.0,1794111.26359,1.22142480484,11309.1825473,2191372,1.2209,0.3404,3.5869,0.6301,0.5402
278,2012300,Bronx,1118660.0,605343.397744,2234624.0,3189742.4246,0.706522251646,11678.4556515,2253624,0.7006,0.1898,3.6915,0.3507,0.5411
279,2012500,Bronx,961263.0,538038.650871,1642826.0,1828803.46249,0.900434646902,11556.566711,1646718,0.8983,0.2942,3.0534,0.5256,0.5597
280,2013000,Bronx,722660.0,265877.837064,538394.0,1250249.50747,0.430629243829,16240.6391819,538394,0.4306,0.2127,2.025,0.578,0.3679
281,2013100,Bronx,1434493.0,669175.513923,2309946.0,2475848.31888,0.936049265348,11050.2155697,2317516,0.933,0.2703,3.4519,0.5794,0.4665
282,2013200,Bronx,4146337.0,1397703.7357,2929466.0,6526040.71317,0.451696231997,15159.2592893,2947788,0.4489,0.2142,2.0959,0.6354,0.3371
283,2013300,Bronx,1244845.0,365238.230666,2754838.0,1734820.33381,1.61192888134,10536.8608765,2796407,1.588,0.2105,7.5426,0.7176,0.2934
284,2013500,Bronx,1123075.0,398656.983532,1826739.0,1805899.39482,1.02219703118,10926.6086568,1845985,1.0115,0.2208,4.5822,0.6219,0.355
285,2013800,Bronx,3703902.0,975232.461542,820048.0,8330445.90608,0.0987860685104,16272.3367561,822932,0.0984,0.1171,0.8409,0.4446,0.2633
286,2014100,Bronx,872324.0,489510.809826,2815139.0,1907232.43777,1.65196487728,10192.6893209,3150681,1.476,0.2567,5.7509,0.4574,0.5612
287,2014300,Bronx,470128.0,359305.763811,1160043.0,1395894.31655,0.873494494206,10421.1432338,1219306,0.831,0.2574,3.2286,0.3368,0.7643
288,2014400,Bronx,3005433.0,616535.337466,2960084.0,4208791.51297,0.703309724627,15537.340472,2960084,0.7033,0.1465,4.8012,0.7141,0.2051
289,2014500,Bronx,1167413.0,532458.919801,2635325.0,1954010.13643,1.49754084968,11131.0426386,2926210,1.3487,0.2725,4.9493,0.5974,0.4561
290,2014900,Bronx,1083338.0,520877.100552,2406039.0,1676847.84706,1.44685339475,11416.6183923,2426153,1.4349,0.3106,4.6192,0.6461,0.4808
291,2015100,Bronx,1280287.0,667426.561154,2393330.0,2251593.47597,1.09481219692,11442.4428851,2465072,1.0629,0.2964,3.5859,0.5686,0.5213
292,2015200,Bronx,1734991.0,696982.125647,1190640.0,3151751.2358,0.378270653616,15675.9088165,1192215,0.3778,0.2211,1.7083,0.5505,0.4017
293,2015300,Bronx,1485144.0,582050.49807,1848741.0,2525294.05834,0.732089395251,11776.5852276,1848741,0.7321,0.2305,3.1763,0.5881,0.3919
294,2015500,Bronx,711809.0,377010.774698,1443574.0,1229990.21572,1.1788500278,12266.051665,1449974,1.1736,0.3065,3.829,0.5787,0.5297
295,2015700,Bronx,1240334.0,687729.367858,1746117.0,3384899.20817,0.627875711888,12300.6644452,2125296,0.5159,0.2032,2.539,0.3664,0.5545
296,2015800,Bronx,1086622.0,454108.43413,1092254.0,1751816.27274,0.623498032868,16277.5497298,1092254,0.6235,0.2592,2.4053,0.6203,0.4179
297,2015900,Bronx,740054.0,366671.605971,1475814.0,1112938.77732,1.32605137863,11066.3564017,1475814,1.3261,0.3295,4.0249,0.665,0.4955
298,2016000,Bronx,3306581.0,1041864.70968,1999338.0,5532323.46374,0.362521463748,16654.063596,2005586,0.3614,0.1883,1.919,0.5977,0.3151
299,2016100,Bronx,1514214.0,903719.22893,2676991.0,2573147.01575,1.12949356652,12687.0330698,2906353,1.0404,0.3512,2.9622,0.5885,0.5968
300,2016200,Bronx,1303756.0,495277.55171,876869.0,1944076.72762,0.453842684018,16272.192457,882305,0.451,0.2548,1.7705,0.6706,0.3799
301,2016300,Bronx,5513500.0,33367.8949481,44700.0,6340258.68785,0.00705018552093,12008.5752658,44700,0.0071,0.0053,1.3396,0.8696,0.0061
302,2016400,Bronx,1141829.0,468689.564721,687675.0,1768563.77378,0.388832458402,16267.9812957,687675,0.3888,0.265,1.4672,0.6456,0.4105
303,2016500,Bronx,952863.0,618476.784551,1399332.0,2041029.92202,0.687433331997,12551.7626366,1403072,0.6856,0.303,2.2625,0.4669,0.6491
304,2016600,Bronx,1647487.0,602033.529031,1189872.0,3078388.83992,0.386524270284,15422.9394924,1189872,0.3865,0.1956,1.9764,0.5352,0.3654
305,2016700,Bronx,1127470.0,742069.640521,1627779.0,2215210.98965,0.871060142359,12198.8251475,1929582,0.7348,0.335,2.1936,0.509,0.6582
306,2016900,Bronx,547301.0,231590.207294,915352.0,1000160.56464,0.927083143229,11971.0276079,927232,0.9152,0.2316,3.9525,0.5472,0.4231
307,2017300,Bronx,936590.0,486931.265866,1703518.0,1774688.21794,0.960739459903,9863.6724575,1705013,0.9599,0.2744,3.4985,0.5277,0.5199
308,2017500,Bronx,1017254.0,615617.851273,2901025.0,1631792.1809,1.80363347395,10718.8087207,2943155,1.7778,0.3773,4.7124,0.6234,0.6052
309,2018400,Bronx,2953199.0,1090108.04653,2030390.0,4814309.84859,0.424090277571,16118.9977505,2041702,0.4217,0.2264,1.8626,0.6134,0.3691
310,2018500,Bronx,2282129.0,1350298.27917,4243240.0,4434780.61237,1.08560296908,10472.9681506,4814411,0.9568,0.3045,3.1424,0.5146,0.5917
311,2018900,Bronx,1175017.0,704156.927261,3468948.0,3923652.96727,0.895147208303,9908.3702693,3512247,0.8841,0.1795,4.9264,0.2995,0.5993
312,2019300,Bronx,1085075.0,404968.141094,2342798.0,2587522.52939,0.928209889081,10583.7565087,2401764,0.9054,0.1565,5.7851,0.4193,0.3732
313,2019400,Bronx,3136748.0,662197.144267,1446544.0,8717967.29478,0.165930193483,15031.2479558,1446574,0.1659,0.076,2.1845,0.3598,0.2111
314,2019500,Bronx,1203254.0,775218.790138,3779067.0,2361340.76248,1.60039036299,10159.749483,3779067,1.6004,0.3283,4.8748,0.5096,0.6443
315,2019700,Bronx,868298.0,569760.932125,2890539.0,1597102.90329,1.81274418451,10919.7368247,2895139,1.8099,0.3567,5.0732,0.5437,0.6562
316,2019900,Bronx,1090044.0,688591.77715,2683889.0,1908263.21835,1.41839656813,10841.0949551,2706674,1.4065,0.3608,3.8976,0.5712,0.6317
317,2020000,Bronx,1967011.0,1168032.6709,2705514.0,3678684.27762,0.741490379208,15492.5366513,2727709,0.7355,0.3175,2.3163,0.5347,0.5938
318,2020100,Bronx,655292.0,365855.771107,1769297.0,2967245.02371,0.597244914336,11149.7029037,1772172,0.5963,0.1233,4.8361,0.2208,0.5583
319,2020200,Bronx,803106.0,413149.821219,972489.0,1343331.0538,0.731399007877,15170.1456508,982511,0.7239,0.3076,2.3538,0.5978,0.5144
320,2020400,Bronx,899382.0,466412.97777,1292005.0,1447955.99086,0.892364828873,15126.4652919,1292105,0.8923,0.3221,2.7701,0.6211,0.5186
321,2020900,Bronx,802240.0,543416.81081,2093888.0,1424317.77927,1.47167860326,11885.4802885,2096138,1.4701,0.3815,3.8532,0.5632,0.6774
322,2021100,Bronx,871625.0,508751.969051,2171248.0,1659664.63704,1.31025024663,11197.8656785,2174576,1.3082,0.3065,4.2678,0.5252,0.5837
323,2021700,Bronx,1070535.0,593432.149797,2360158.0,1703467.16666,1.42231623093,12192.6172134,2422869,1.3855,0.3484,3.9771,0.6284,0.5543
