,BoroCT2010,boroname,LotArea,FootPrint,FloorSpace,SurfaceArea,ct_density,dist_from_esb,floorarea_sqft,s,p,f,l,r
846,3049300,Brooklyn,1644361.0,812801.246935,3063311.0,2454524.77977,1.27862143657,5466.02329662,3138408,1.248,0.3311,3.7688,0.6699,0.4943
847,3049400,Brooklyn,1197360.0,632296.399911,2388825.0,1970839.6271,1.23096621696,11444.6017998,2426037,1.2121,0.3208,3.778,0.6075,0.5281
848,3049500,Brooklyn,851026.0,561421.051974,1439825.0,1389722.73486,1.04102564037,5116.51976516,1446737,1.0361,0.404,2.5646,0.6124,0.6597
849,3049600,Brooklyn,1393348.0,783989.435394,1731421.0,2184807.80434,0.819486728509,11445.6468589,1790421,0.7925,0.3588,2.2085,0.6377,0.5627
850,3049700,Brooklyn,1115515.0,674527.710765,1687735.0,1772499.97489,0.969898462259,4665.58156528,1719145,0.9522,0.3806,2.5021,0.6293,0.6047
851,3049800,Brooklyn,1427153.0,709204.980975,1907421.0,2199771.78332,0.867099493894,11219.8292788,1907421,0.8671,0.3224,2.6895,0.6488,0.4969
852,3049900,Brooklyn,857278.0,544684.476088,1395716.0,1532199.80121,0.916839304437,4220.9195448,1404781,0.9109,0.3555,2.5624,0.5595,0.6354
853,3050000,Brooklyn,1440769.0,606950.179862,2040935.0,2138350.48506,0.971682151507,10801.9398753,2077797,0.9544,0.2838,3.3626,0.6738,0.4213
854,3050100,Brooklyn,1523823.0,1002131.23645,3757733.0,1857843.15313,0.822599581361,4627.64321848,1528261,2.0226,0.5394,3.7497,0.8202,0.6576
855,3050300,Brooklyn,852235.0,505819.564381,1303723.0,1348755.41934,0.983855917072,4894.27581244,1326981,0.9666,0.375,2.5774,0.6319,0.5935
856,3050400,Brooklyn,1190078.0,632302.196991,2695866.0,2516813.78968,1.14025440093,10690.8041602,2869808,1.0711,0.2512,4.2636,0.4729,0.5313
857,3050500,Brooklyn,1237736.0,612655.012195,2402071.0,1823285.67621,1.32672023455,5316.22631213,2418990,1.3174,0.336,3.9208,0.6788,0.495
858,3050600,Brooklyn,1152361.0,681744.493005,2287240.0,1773129.57152,1.29666214863,10926.4415109,2299150,1.2899,0.3845,3.355,0.6499,0.5916
859,3050700,Brooklyn,716546.0,467709.143079,1322569.0,1877636.94848,0.817903589532,5944.79060064,1535726,0.7044,0.2491,2.8278,0.3816,0.6527
860,3050900,Brooklyn,827181.0,515216.881935,1541128.0,1526103.1444,1.11266987833,5630.25071681,1698049,1.0098,0.3376,2.9912,0.542,0.6229
861,3051100,Brooklyn,1017319.0,445439.037614,2084019.0,1711548.77397,1.28197573646,5225.25614916,2194164,1.2176,0.2603,4.6786,0.5944,0.4379
862,3051200,Brooklyn,986144.0,540797.100579,2683827.0,1508346.95807,1.77931674516,11154.4985414,2683827,1.7793,0.3585,4.9627,0.6538,0.5484
863,3051300,Brooklyn,1252393.0,847256.085634,2518063.0,2779406.87545,0.921131059513,4642.27609151,2560198,0.906,0.3048,2.972,0.4506,0.6765
864,3051400,Brooklyn,1258626.0,696623.10627,2968146.0,1949161.82139,1.52412281392,11691.8617241,2970762,1.5228,0.3574,4.2608,0.6457,0.5535
865,3051500,Brooklyn,1362144.0,338414.017322,1048837.0,2013551.39699,0.674526114422,4171.2162772,1358193,0.5209,0.1681,3.0993,0.6765,0.2484
866,3051700,Brooklyn,1609589.0,458740.333886,1664841.0,2020312.54217,0.898159548151,3886.78006018,1814563,0.8241,0.2271,3.6292,0.7967,0.285
867,3051800,Brooklyn,1428454.0,662593.020288,1925706.0,2170111.3404,0.887376589463,12080.8314625,1925706,0.8874,0.3053,2.9063,0.6582,0.4639
868,3051900,Brooklyn,1616822.0,1114558.65831,3474247.0,2959028.01812,1.39447817822,4183.42290685,4126300,1.1741,0.3767,3.1172,0.5464,0.6894
869,3052000,Brooklyn,1251838.0,670928.573783,1766387.0,2056594.47538,0.858889305182,12005.6054986,1766387,0.8589,0.3262,2.6327,0.6087,0.536
870,3052300,Brooklyn,811368.0,564556.97138,2537554.0,1538749.38172,1.6580802763,4413.25456319,2551370,1.6491,0.3669,4.4948,0.5273,0.6958
871,3052500,Brooklyn,632285.0,336288.59366,1574158.0,1356123.68455,1.27755751171,4663.3267535,1732526,1.1608,0.248,4.681,0.4662,0.5319
872,3052600,Brooklyn,1220914.0,604291.588865,2186131.0,1823527.06385,1.19884757585,12102.768468,2186131,1.1988,0.3314,3.6177,0.6695,0.495
873,3052700,Brooklyn,1004952.0,631271.801062,2435212.0,2045672.64233,1.23298955454,4884.17227017,2522293,1.1904,0.3086,3.8576,0.4913,0.6282
874,3052800,Brooklyn,1227884.0,510125.67724,1051486.0,1891640.2224,0.564626395312,13031.871217,1068070,0.5559,0.2697,2.0612,0.6491,0.4155
875,3052900,Brooklyn,1037367.0,720589.807287,2308593.0,1882580.923,1.25893711715,5021.75115095,2370051,1.2263,0.3828,3.2038,0.551,0.6946
876,3053000,Brooklyn,1188449.0,691355.988388,1679810.0,1861290.05416,0.91067267899,13299.1309202,1695026,0.9025,0.3714,2.4297,0.6385,0.5817
877,3053100,Brooklyn,1002922.0,660105.126129,2628772.0,1741767.41737,1.57588491588,5698.52226714,2744825,1.5093,0.379,3.9824,0.5758,0.6582
878,3053200,Brooklyn,1239049.0,538756.481986,1508148.0,1876179.00988,0.803840141084,13299.1309202,1508148,0.8038,0.2872,2.7993,0.6604,0.4348
879,3053300,Brooklyn,1152491.0,734571.83644,2364168.0,2078811.9484,1.14705180612,5116.36725109,2384505,1.1373,0.3534,3.2184,0.5544,0.6374
880,3053400,Brooklyn,1271799.0,740408.362522,1801061.0,1866105.77226,0.965144112822,13836.4539826,1801061,0.9651,0.3968,2.4325,0.6815,0.5822
881,3053500,Brooklyn,794976.0,530594.232046,1818886.0,1406193.34545,1.36094158473,4876.33472539,1913747,1.2935,0.3773,3.428,0.5653,0.6674
882,3053700,Brooklyn,719041.0,542801.042766,1780161.0,1802604.20902,1.09959689991,5433.28362367,1982138,0.9875,0.3011,3.2796,0.3989,0.7549
883,3053800,Brooklyn,1123795.0,645507.222416,2416927.0,1770108.61532,1.40915025124,14374.7793659,2494349,1.3654,0.3647,3.7442,0.6349,0.5744
884,3053900,Brooklyn,756446.0,362498.857792,1341277.0,1091631.34437,1.24386039939,5245.01760493,1357837,1.2287,0.3321,3.7001,0.693,0.4792
885,3054200,Brooklyn,1386130.0,749557.717525,2093365.0,2036089.77011,1.02813001211,14909.1244553,2093365,1.0281,0.3681,2.7928,0.6808,0.5408
886,3054300,Brooklyn,8850953.0,2533918.9817,8186750.0,11164670.0984,0.742618001869,4510.04813266,8291085,0.7333,0.227,3.2309,0.7928,0.2863
887,3054400,Brooklyn,1258319.0,665533.396531,1674048.0,2045270.6111,0.824818481645,14909.3227675,1686977,0.8185,0.3254,2.5153,0.6152,0.5289
888,3054600,Brooklyn,1203060.0,665817.872537,2520021.0,1942537.87548,1.41429623313,14914.6149813,2747324,1.2973,0.3428,3.7849,0.6193,0.5534
889,3054700,Brooklyn,1310469.0,680992.915747,2675005.0,1826059.3855,1.63778463272,4458.26651177,2990692,1.4649,0.3729,3.9281,0.7176,0.5197
890,3054800,Brooklyn,1242246.0,619054.811822,1174599.0,1864436.42861,0.630002172225,15230.7201901,1174599,0.63,0.332,1.8974,0.6663,0.4983
891,3054900,Brooklyn,1009576.0,677046.022419,2767331.0,2095791.69057,1.34492994351,4192.77067754,2818693,1.3204,0.3231,4.0874,0.4817,0.6706
892,3055000,Brooklyn,1188450.0,671841.284279,1768270.0,1937232.77134,0.974725406227,15499.6523637,1888270,0.9128,0.3468,2.632,0.6135,0.5653
893,3055100,Brooklyn,1810794.0,977001.116231,2625935.0,2511177.55113,1.26595469069,3867.94752772,3179037,1.0457,0.3891,2.6878,0.7211,0.5395
894,3055200,Brooklyn,1027796.0,680232.537863,2130128.0,1805017.3999,1.19403447309,15494.6571302,2155253,1.1801,0.3769,3.1315,0.5694,0.6618
895,3055300,Brooklyn,982592.0,685334.316373,2067276.0,1681865.79691,1.25828232186,3979.2573397,2116262,1.2292,0.4075,3.0164,0.5842,0.6975
896,3055400,Brooklyn,1187668.0,859667.39172,2742427.0,1821785.66743,1.51900415591,15494.3455542,2767300,1.5054,0.4719,3.1901,0.6519,0.7238
897,3055500,Brooklyn,1619496.0,1179026.89914,5183371.0,2845557.07116,1.89972608695,3520.65590155,5405779,1.8216,0.4143,4.3963,0.5691,0.728
898,3055600,Brooklyn,1404542.0,693420.264912,1840436.0,2079990.27864,0.903136913326,16010.6848987,1878516,0.8848,0.3334,2.6541,0.6753,0.4937
899,3055700,Brooklyn,1966955.0,1144439.64407,2206490.0,3195112.22967,0.757630038007,3257.21539236,2420713,0.6906,0.3582,1.928,0.6156,0.5818
900,3055800,Brooklyn,1058418.0,540261.329855,1308458.0,1847310.15792,0.713188846146,16010.8362697,1317481,0.7083,0.2925,2.4219,0.573,0.5104
901,3056000,Brooklyn,1331448.0,660973.419669,1885736.0,1988439.59431,0.955893256923,16016.0740465,1900736,0.9483,0.3324,2.853,0.6696,0.4964
902,3056100,Brooklyn,2417133.0,1462676.82314,2957842.0,3577947.70997,0.831796672631,3063.17023718,2976125,0.8267,0.4088,2.0222,0.6756,0.6051
903,3056200,Brooklyn,1246671.0,592091.614729,842101.0,1838820.87392,0.458649894594,16028.5257857,843375,0.458,0.322,1.4222,0.678,0.4749
904,3056300,Brooklyn,2564352.0,1396232.56958,3310336.0,3994878.70825,0.876606339203,2511.02046648,3501936,0.8286,0.3495,2.3709,0.6419,0.5445
905,3056400,Brooklyn,1286665.0,615640.957717,1341293.0,1972387.64179,0.680035187598,15777.2080721,1341293,0.68,0.3121,2.1787,0.6523,0.4785
906,3056500,Brooklyn,2177393.0,1121569.69924,2744079.0,2561007.91767,1.08012356421,2738.10778469,2766205,1.0715,0.4379,2.4466,0.8502,0.5151
907,3056600,Brooklyn,1218878.0,545638.28437,1293288.0,1846300.40092,0.700475393579,16318.3593875,1293288,0.7005,0.2955,2.3702,0.6602,0.4477
908,3056800,Brooklyn,769668.0,344875.248377,633333.0,1267976.13645,0.499483374958,16346.2683717,633333,0.4995,0.272,1.8364,0.607,0.4481
909,3056900,Brooklyn,868225.0,640384.593444,1295019.0,1376243.88725,0.946363513085,3710.38621929,1302427,0.941,0.4653,2.0223,0.6309,0.7376
910,3057000,Brooklyn,1779490.0,757135.630747,2155941.0,2824696.88855,0.763348806996,16837.7201423,2156229,0.7632,0.268,2.8475,0.63,0.4255
911,3057100,Brooklyn,1258149.0,733492.065531,2059437.0,1892836.35259,1.09126813693,3872.49106694,2065592,1.088,0.3875,2.8077,0.6647,0.583
912,3057200,Brooklyn,2205000.0,322893.748121,2250537.0,2622725.1655,0.858091053384,17081.9336694,2250537,0.8581,0.1231,6.9699,0.8407,0.1464
913,3057300,Brooklyn,1148097.0,718159.038415,1607389.0,1831149.52307,0.882477907807,3581.84455393,1615949,0.8778,0.3922,2.2382,0.627,0.6255
914,3057400,Brooklyn,1156755.0,567678.020364,1144945.0,1713577.62879,0.66816056697,16307.0232631,1144945,0.6682,0.3313,2.0169,0.6751,0.4908
915,3057500,Brooklyn,1305163.0,792918.370327,2185868.0,2014844.46483,1.12758182562,2928.68489934,2271902,1.0849,0.3935,2.7567,0.6478,0.6075
916,3057600,Brooklyn,1118429.0,649052.503395,1345376.0,1707334.54427,0.792355548911,16553.1585839,1352816,0.788,0.3802,2.0728,0.6551,0.5803
917,3057800,Brooklyn,1245967.0,687610.547593,1597446.0,1853782.13323,0.86711699891,16542.6794548,1607446,0.8617,0.3709,2.3232,0.6721,0.5519
918,3057900,Brooklyn,3560968.0,2014631.9713,3212801.0,7899077.81999,0.415029206536,2776.25096762,3278348,0.4067,0.255,1.5947,0.4508,0.5658
919,3058000,Brooklyn,1013388.0,561985.372073,1395963.0,1707766.25502,0.825346557737,16539.5876738,1409499,0.8174,0.3291,2.484,0.5934,0.5546
920,3058200,Brooklyn,1147820.0,599990.137338,1345894.0,1738266.6873,0.778864376733,16539.5808544,1353874,0.7743,0.3452,2.2432,0.6603,0.5227
921,3058400,Brooklyn,1327629.0,685329.809077,1740525.0,2029005.36505,0.86045509296,17030.3337692,1745868,0.8578,0.3378,2.5397,0.6543,0.5162
922,3058600,Brooklyn,1035514.0,527081.288508,1051467.0,1759616.26034,0.603163896539,17030.340873,1061337,0.5976,0.2995,1.9949,0.5885,0.509
923,3058800,Brooklyn,1137408.0,574587.901378,1656098.0,1718520.69902,0.972144822552,17536.2589736,1670651,0.9637,0.3344,2.8822,0.6619,0.5052
924,3058900,Brooklyn,3407093.0,1503635.3526,2506173.0,4574107.52878,0.548472676739,3915.66234072,2508773,0.5479,0.3287,1.6667,0.7449,0.4413
925,3059000,Brooklyn,933809.0,429220.307949,831905.0,1704089.77675,0.494659971265,17536.1685343,842945,0.4882,0.2519,1.9382,0.548,0.4596
926,3059100,Brooklyn,1467916.0,637940.319924,1854400.0,2060784.3299,0.899948613298,4245.893535,1854600,0.8999,0.3096,2.9069,0.7123,0.4346
927,3059200,Brooklyn,1539536.0,796442.300012,2198486.0,2360097.74886,0.931523281636,17033.312497,2198486,0.9315,0.3375,2.7604,0.6523,0.5173
928,3059300,Brooklyn,1372682.0,937607.399294,1688880.0,2023694.83562,0.846979974367,4409.10505125,1714029,0.8346,0.4633,1.8013,0.6783,0.683
929,3059600,Brooklyn,1267218.0,565634.744283,1669352.0,1863185.13788,0.895966786156,17590.8346972,1669352,0.896,0.3036,2.9513,0.6801,0.4464
930,3059800,Brooklyn,1353770.0,487934.92206,1461510.0,2145271.49658,0.681270413712,18060.1802132,1461510,0.6813,0.2274,2.9953,0.631,0.3604
931,3060000,Brooklyn,3153666.0,1425651.04057,3721838.0,4732242.74059,0.791300490121,18013.4638402,3744626,0.7865,0.3013,2.6106,0.6664,0.4521
932,3060600,Brooklyn,992580.0,637832.867555,1651056.0,1950213.56781,0.864116642308,18011.9051427,1685212,0.8466,0.3271,2.5885,0.509,0.6426
933,3060800,Brooklyn,1396275.0,788672.295047,2236141.0,4308322.45652,0.542492588145,18262.8557478,2337233,0.519,0.1831,2.8353,0.3241,0.5648
934,3061200,Brooklyn,1229827.0,455689.560882,919021.0,2131583.45861,0.433063503224,18612.0054552,923111,0.4311,0.2138,2.0168,0.577,0.3705
935,3061600,Brooklyn,5235152.0,1358953.2968,1634603.0,7848777.36633,0.221338549804,18977.0061655,1737237,0.2083,0.1731,1.2028,0.667,0.2596
936,3062000,Brooklyn,2325719.0,861653.722355,1463884.0,3439027.71908,0.429125066894,18890.392864,1475773,0.4257,0.2506,1.6989,0.6763,0.3705
937,3062200,Brooklyn,1411483.0,743034.263421,1782624.0,2689304.67875,0.674722360147,18458.8595892,1814534,0.6629,0.2763,2.3991,0.5249,0.5264
938,3062600,Brooklyn,1459070.0,534796.667686,1610951.0,3425961.06023,0.470240604513,17325.1819628,1611026,0.4702,0.1561,3.0123,0.4259,0.3665
939,3062800,Brooklyn,4924655.0,2031299.59967,2898394.0,8274566.34248,0.354668254327,17269.9403917,2934726,0.3503,0.2455,1.4269,0.5952,0.4125
940,3063200,Brooklyn,795461.0,347525.415989,872030.0,1264075.70289,0.689855835379,16770.9784144,872030,0.6899,0.2749,2.5093,0.6293,0.4369
941,3063600,Brooklyn,838974.0,335856.55521,628630.0,1230571.83232,0.510843807317,15701.5772088,628630,0.5108,0.2729,1.8717,0.6818,0.4003
942,3063800,Brooklyn,975978.0,378100.599174,743885.0,1498401.08435,0.496452523807,15840.5982552,743885,0.4965,0.2523,1.9674,0.6513,0.3874
943,3064000,Brooklyn,1089942.0,473382.933896,794795.0,1651211.88399,0.481340406829,15486.3613209,794795,0.4813,0.2867,1.679,0.6601,0.4343
944,3064200,Brooklyn,1685635.0,729883.272561,1758627.0,2530379.29928,0.695005290511,15098.2800379,1758627,0.695,0.2884,2.4095,0.6662,0.433
945,3064400,Brooklyn,1360790.0,636582.379005,1173188.0,2145902.19643,0.546710843557,14980.532535,1173188,0.5467,0.2967,1.8429,0.6341,0.4678
946,3064600,Brooklyn,1213407.0,551371.168734,1004907.0,1782721.28308,0.563692714917,14949.7663405,1004907,0.5637,0.3093,1.8226,0.6806,0.4544
947,3064800,Brooklyn,1111155.0,500628.886342,825688.0,1631120.82222,0.506208975296,14817.0827124,825688,0.5062,0.3069,1.6493,0.6812,0.4505
948,3065000,Brooklyn,1100569.0,550385.589634,937397.0,1789145.95104,0.523935456163,14613.08378,937397,0.5239,0.3076,1.7032,0.6151,0.5001
949,3065200,Brooklyn,1244618.0,518138.97088,713790.0,1875210.1279,0.380645341757,15190.0732701,713790,0.3806,0.2763,1.3776,0.6637,0.4163
950,3065400,Brooklyn,1112228.0,473572.560255,721469.0,1631231.59855,0.442284835974,15286.4283153,721469,0.4423,0.2903,1.5235,0.6818,0.4258
951,3065600,Brooklyn,1120794.0,457654.648016,777977.0,1653143.99275,0.470604498708,15350.8277826,777977,0.4706,0.2768,1.6999,0.678,0.4083
952,3065800,Brooklyn,1118460.0,472743.189573,925429.0,1650702.20312,0.560627470086,15850.6886261,925429,0.5606,0.2864,1.9576,0.6776,0.4227
953,3066000,Brooklyn,1124710.0,484060.890375,805530.0,1639605.45819,0.491295022212,15942.0079312,805530,0.4913,0.2952,1.6641,0.686,0.4304
954,3066200,Brooklyn,1451946.0,656184.03878,1030551.0,2488662.63206,0.425414431977,15850.3858209,1058713,0.4141,0.2637,1.5705,0.5834,0.4519
955,3066600,Brooklyn,37062797.0,141271.303083,227970.0,43484972.5802,0.0052425007186,15983.9555278,227970,0.0052,0.0032,1.6137,0.8523,0.0038
956,3067000,Brooklyn,1322504.0,546729.82005,1072677.0,2244629.17737,0.478671938703,15693.8896184,1074441,0.4779,0.2436,1.962,0.5892,0.4134
957,3067200,Brooklyn,981025.0,568157.998725,761283.0,1876487.98873,0.406112911235,14672.3389153,762066,0.4057,0.3028,1.3399,0.5228,0.5791
958,3067400,Brooklyn,1258982.0,584913.551702,870194.0,2039940.89489,0.42783298388,14613.08378,872754,0.4266,0.2867,1.4877,0.6172,0.4646
959,3067600,Brooklyn,993087.0,473266.805758,713736.0,1672665.70497,0.42679538289,14325.0443273,713886,0.4267,0.2829,1.5081,0.5937,0.4766
960,3067800,Brooklyn,1196103.0,517006.455071,1057418.0,1789096.27985,0.591034709484,14302.2844042,1057418,0.591,0.289,2.0453,0.6686,0.4322
961,3068000,Brooklyn,1187391.0,545050.652691,814483.0,1817783.46611,0.450836425393,14713.8727012,819523,0.4481,0.2998,1.4943,0.6532,0.459
962,3068200,Brooklyn,1407133.0,593859.066138,1032686.0,2176848.58885,0.484205013338,15210.8818013,1054041,0.4744,0.2728,1.7389,0.6464,0.422
963,3068600,Brooklyn,954841.0,375588.310672,763832.0,1592924.45157,0.479515522062,15556.5779982,763832,0.4795,0.2358,2.0337,0.5994,0.3934
964,3068800,Brooklyn,1075987.0,468718.107809,753112.0,1686416.91203,0.449230551826,15340.1382792,757590,0.4466,0.2779,1.6067,0.638,0.4356
965,3069000,Brooklyn,1227349.0,562416.782005,1391633.0,1861629.05937,0.747749930629,15037.5575385,1392033,0.7475,0.3021,2.4744,0.6593,0.4582
966,3069200,Brooklyn,1195539.0,505305.10626,962155.0,1952887.7186,0.492929004997,14629.5741292,962635,0.4927,0.2587,1.9041,0.6122,0.4227
967,3069800,Brooklyn,3666654.0,1736016.50086,3985994.0,5424578.51184,0.756195894491,15434.0145827,4102044,0.7348,0.32,2.2961,0.6759,0.4735
968,3070000,Brooklyn,1406474.0,483266.032197,920957.0,2177086.11483,0.42302277054,15463.6805501,920957,0.423,0.222,1.9057,0.646,0.3436
969,3072000,Brooklyn,995637.0,447930.632521,924173.0,1701872.0336,0.543244722134,14108.5844985,924533,0.543,0.2632,2.0632,0.585,0.4499
970,3072200,Brooklyn,1710675.0,746133.253483,1327570.0,2769417.75401,0.479367909763,13671.9470052,1327570,0.4794,0.2694,1.7793,0.6177,0.4362
971,3072400,Brooklyn,1243521.0,569889.705592,1032988.0,2068970.08065,0.499276432106,13398.6743064,1032988,0.4993,0.2754,1.8126,0.601,0.4583
972,3072600,Brooklyn,1783576.0,920554.166681,1348099.0,2962948.28775,0.476615473121,13278.4733849,1412187,0.455,0.3107,1.4644,0.602,0.5161
973,3072800,Brooklyn,1469149.0,666869.394877,1714584.0,2282665.34479,0.751855283525,13881.8410269,1716234,0.7511,0.2921,2.5711,0.6436,0.4539
974,3073000,Brooklyn,1187271.0,590018.032813,967183.0,1989618.32008,0.486114844359,14134.1019146,967183,0.4861,0.2965,1.6392,0.5967,0.497
975,3073200,Brooklyn,982097.0,465796.896617,814556.0,1717669.29404,0.475344120567,13804.7646457,816484,0.4742,0.2712,1.7487,0.5718,0.4743
976,3073400,Brooklyn,921484.0,450068.497045,671887.0,1626697.94052,0.416613916523,13735.0903512,677705,0.413,0.2767,1.4929,0.5665,0.4884
977,3073600,Brooklyn,1081890.0,511087.581727,1337742.0,1922085.8497,0.706003324571,14179.8196362,1356999,0.696,0.2659,2.6174,0.5629,0.4724
978,3073800,Brooklyn,1147068.0,605178.067682,1469964.0,1944417.12617,0.756043536242,14209.4665919,1470064,0.756,0.3112,2.429,0.5899,0.5276
979,3074000,Brooklyn,1086933.0,573245.219768,1273069.0,1747894.60116,0.728344260092,13672.5407631,1273069,0.7283,0.328,2.2208,0.6219,0.5274
980,3074200,Brooklyn,1259796.0,683327.78925,1290571.0,1876115.5452,0.691434492571,13632.150464,1297211,0.6879,0.3642,1.8887,0.6715,0.5424
981,3074400,Brooklyn,1260191.0,587547.003402,945332.0,1844716.48309,0.512453815351,14174.2751396,945332,0.5125,0.3185,1.6089,0.6831,0.4662
982,3074600,Brooklyn,1252323.0,648726.879787,1220771.0,2159993.82848,0.565173374064,14693.024423,1220771,0.5652,0.3003,1.8818,0.5798,0.518
983,3074800,Brooklyn,1227447.0,618703.080956,1346068.0,1900351.9981,0.708325616173,14145.523171,1346068,0.7083,0.3256,2.1756,0.6459,0.5041
984,3075000,Brooklyn,1289639.0,671430.358534,1446857.0,1866699.15024,0.775088476262,13604.80469,1446857,0.7751,0.3597,2.1549,0.6909,0.5206
985,3075200,Brooklyn,1270962.0,570478.60939,892869.0,1864085.12127,0.478985100955,13584.9658574,892869,0.479,0.306,1.5651,0.6818,0.4489
986,3075400,Brooklyn,1279823.0,553895.031804,1119994.0,1867167.79571,0.599835752616,14124.5710846,1119994,0.5998,0.2966,2.022,0.6854,0.4328
987,3075600,Brooklyn,1307662.0,561910.570226,1022194.0,1867819.33068,0.548882851334,14669.6414318,1025214,0.5473,0.3008,1.8191,0.7001,0.4297
988,3075800,Brooklyn,1440174.0,661878.553034,1178802.0,2209765.96069,0.533451062678,14649.8393216,1178802,0.5335,0.2995,1.781,0.6517,0.4596
989,3076000,Brooklyn,1332327.0,631574.513106,1702610.0,1954536.39529,0.87110682825,14108.0770163,1702610,0.8711,0.3231,2.6958,0.6817,0.474
990,3076200,Brooklyn,1350712.0,665960.030931,2148097.0,2024074.61677,1.06127362213,13571.9311372,2148097,1.0613,0.329,3.2256,0.6673,0.493
991,3076400,Brooklyn,1092626.0,550504.667373,1676479.0,1740194.68647,0.99919337389,12657.6057802,1738791,0.9634,0.3163,3.0453,0.6279,0.5038
992,3076600,Brooklyn,578272.0,294557.272373,975706.0,887314.05718,1.09961742644,12774.0279983,975706,1.0996,0.332,3.3124,0.6517,0.5094
993,3076800,Brooklyn,1672604.0,1078463.78472,2508605.0,3265655.28623,0.783048355037,14104.740599,2557166,0.7682,0.3302,2.3261,0.5122,0.6448
994,3077000,Brooklyn,1109066.0,573476.510109,1482446.0,1760973.11459,0.841833408879,12490.055023,1482446,0.8418,0.3257,2.585,0.6298,0.5171
995,3077200,Brooklyn,3046900.0,1381484.01966,4045808.0,4351946.22718,0.933417553422,12781.2225758,4062183,0.9297,0.3174,2.9286,0.7001,0.4534
996,3077400,Brooklyn,799996.0,537767.036588,1687450.0,1596705.15756,1.37197590277,13013.40488,2190641,1.0568,0.3368,3.1379,0.501,0.6722
997,3077600,Brooklyn,1204654.0,549828.074949,1826394.0,2008023.36357,0.909548182125,13375.7416812,1826394,0.9095,0.2738,3.3218,0.5999,0.4564
998,3078000,Brooklyn,1208456.0,552840.305023,833181.0,1770932.90688,0.470475757022,12961.173057,833181,0.4705,0.3122,1.5071,0.6824,0.4575
999,3078200,Brooklyn,1276163.0,446835.663319,1406618.0,1811374.37246,0.776547367229,12640.5568518,1406618,0.7765,0.2467,3.148,0.7045,0.3501
1000,3078400,Brooklyn,1217185.0,567355.939792,966785.0,1801875.97083,0.536543588821,12896.4349175,966785,0.5365,0.3149,1.704,0.6755,0.4661
1001,3078600,Brooklyn,1187837.0,672498.578252,1970736.0,1834438.08872,1.0742995428,12811.8565717,1970736,1.0743,0.3666,2.9305,0.6475,0.5662
1002,3078800,Brooklyn,988619.0,524243.65877,1320061.0,1698020.28127,0.777647366504,12510.5521398,1320461,0.7774,0.3087,2.518,0.5822,0.5303
1003,3079000,Brooklyn,1244684.0,765830.325455,2110397.0,1965032.15642,1.07397580905,11976.1838207,2110397,1.074,0.3897,2.7557,0.6334,0.6153
1004,3079200,Brooklyn,1404014.0,809269.31497,1888409.0,2332263.87048,0.813278902104,11551.6637143,1896781,0.8097,0.347,2.3335,0.602,0.5764
1005,3079400,Brooklyn,1463807.0,916925.047873,2179454.0,2391961.70221,0.978440832827,11120.6305472,2340393,0.9112,0.3833,2.3769,0.612,0.6264
1006,3080000,Brooklyn,1260489.0,686961.297978,1900246.0,1869357.37386,1.01795570318,9899.23077087,1902923,1.0165,0.3675,2.7662,0.6743,0.545
1007,3080200,Brooklyn,1286870.0,681501.688774,2132699.0,1994115.26179,1.08622557658,10223.3404128,2166059,1.0695,0.3418,3.1294,0.6453,0.5296
1008,3080400,Brooklyn,1285447.0,736112.857141,1678402.0,2042543.22398,0.82953838142,9999.86426995,1694368,0.8217,0.3604,2.2801,0.6293,0.5727
1009,3080600,Brooklyn,1059677.0,541101.552173,1506458.0,1790089.33797,0.867220963262,10055.7890258,1552403,0.8416,0.3023,2.7841,0.592,0.5106
1010,3080800,Brooklyn,2862258.0,853758.747795,3492764.0,3465286.31279,1.00792941325,10483.3378755,3492764,1.0079,0.2464,4.091,0.826,0.2983
1011,3081000,Brooklyn,1212766.0,483966.641674,1563640.0,1748352.33086,0.945777330355,10297.8416402,1653552,0.8944,0.2768,3.2309,0.6937,0.3991
1012,3081400,Brooklyn,1175269.0,602099.470852,1213325.0,1831958.54316,0.662310293282,10905.8706681,1213325,0.6623,0.3287,2.0152,0.6415,0.5123
1013,3081600,Brooklyn,1307209.0,710207.592554,2382729.0,1933154.504,1.23256004374,10808.4337882,2382729,1.2326,0.3674,3.355,0.6762,0.5433
1014,3081800,Brooklyn,1117874.0,602351.591236,2101497.0,1699559.95506,1.26474090755,10755.1426364,2149503,1.2365,0.3544,3.4888,0.6577,0.5388
1015,3082000,Brooklyn,1103715.0,663956.31871,2290187.0,1599913.49367,1.46229156092,10616.6893033,2339540,1.4314,0.415,3.4493,0.6899,0.6016
1016,3082200,Brooklyn,1432147.0,677884.991728,3034868.0,1827423.04445,1.66073641745,10569.1803237,3034868,1.6607,0.371,4.477,0.7837,0.4733
1017,3082400,Brooklyn,1477609.0,838639.755154,2035101.0,2307258.41629,0.886671811686,11210.3102336,2045781,0.882,0.3635,2.4267,0.6404,0.5676
1018,3082600,Brooklyn,1333389.0,778214.562703,2131363.0,2142838.82426,1.00340491112,11638.5690405,2150135,0.9946,0.3632,2.7388,0.6223,0.5836
1019,3082800,Brooklyn,1082727.0,643151.057558,1632017.0,1683688.63768,0.971163529531,12045.9415263,1635137,0.9693,0.382,2.5375,0.6431,0.594
