,CensusTract,LotArea,FootPrint,FloorSpace,AssessLand,SurfaceArea,Neighborhood,land-lot,lot-fp,s,p,f,l,r
512,2031800,1163649.0,412299.246721,864603.0,4550087.0,1919429.5017,Allerton-Pelham Gardens,755780.5017,751349.753279,0.4504,0.2148,2.097,0.6062,0.3543
513,2031900,2121737.0,187194.726075,321290.0,13138200.0,2382200.30812,North Riverdale-Fieldston-Riverdale,260463.30812,1934542.27392,0.1349,0.0786,1.7163,0.8907,0.0882
514,2032300,4352827.0,973605.372181,3571015.0,32971363.0,6019953.18778,North Riverdale-Fieldston-Riverdale,1667126.18778,3379221.62782,0.5932,0.1617,3.6678,0.7231,0.2237
515,2032400,2155612.0,545401.791706,1678074.0,17821330.0,2885687.6269,Bronxdale,730075.6269,1610210.20829,0.5815,0.189,3.0768,0.747,0.253
516,2032600,2194379.0,807258.142428,1633614.0,10755162.0,3568723.69452,Allerton-Pelham Gardens,1374344.69452,1387120.85757,0.4578,0.2262,2.0237,0.6149,0.3679
517,2032800,1442207.0,521604.68308,1616936.0,8643114.0,2202647.78384,Bronxdale,760440.78384,920602.31692,0.7341,0.2368,3.0999,0.6548,0.3617
518,2033000,1338775.0,674728.720768,2439676.0,12673347.0,2218401.18915,Bronxdale,879626.18915,664046.279232,1.0997,0.3042,3.6158,0.6035,0.504
519,2033201,903291.0,374860.415037,1910194.0,6427161.0,1224202.47663,Bronxdale,320911.47663,528430.584963,1.5604,0.3062,5.0957,0.7379,0.415
520,2033202,777241.0,360966.474029,2246997.0,5718911.0,1229425.03134,Bronxdale,452184.03134,416274.525971,1.8277,0.2936,6.2249,0.6322,0.4644
521,2033400,32982570.0,947162.665175,1064215.0,146512800.0,33679687.1653,park-cemetery-etc-Bronx,697117.1653,32035407.3348,0.0316,0.0281,1.1236,0.9793,0.0287
522,2033500,3805393.0,831797.3623,1899566.0,16797150.0,7498691.93405,North Riverdale-Fieldston-Riverdale,3693298.93405,2973595.6377,0.2533,0.1109,2.2837,0.5075,0.2186
523,2033600,1612054.0,496130.158789,2681994.0,11155090.0,1985238.46327,Bronxdale,373184.46327,1115923.84121,1.351,0.2499,5.4058,0.812,0.3078
524,2033700,2673841.0,883114.684234,1921065.0,17122214.0,4663991.99304,North Riverdale-Fieldston-Riverdale,1990150.99304,1790726.31577,0.4119,0.1893,2.1753,0.5733,0.3303
525,2033800,1067368.0,603334.979316,1554051.0,8108002.0,1737175.18408,Bronxdale,669807.18408,464033.020684,0.8946,0.3473,2.5758,0.6144,0.5653
526,2034000,1051836.0,547729.038037,1841742.0,7106683.0,1704073.06367,Bronxdale,652237.06367,504106.961963,1.0808,0.3214,3.3625,0.6172,0.5207
527,2034200,904000.0,368490.173584,792689.0,5488643.0,1687802.69573,Allerton-Pelham Gardens,783802.69573,535509.826416,0.4697,0.2183,2.1512,0.5356,0.4076
528,2034300,799892.0,303922.417489,824286.0,4214835.0,1318002.7914,North Riverdale-Fieldston-Riverdale,518110.7914,495969.582511,0.6254,0.2306,2.7122,0.6069,0.38
529,2034400,951932.0,390690.348164,757639.0,5580184.0,1690333.07929,Allerton-Pelham Gardens,738401.07929,561241.651836,0.4482,0.2311,1.9392,0.5632,0.4104
530,2034500,1678532.0,581301.041912,1979171.0,11082400.0,2976525.4882,North Riverdale-Fieldston-Riverdale,1297993.4882,1097230.95809,0.6649,0.1953,3.4047,0.5639,0.3463
531,2034800,2951363.0,1005869.63388,2639020.0,14427554.0,4713702.84914,Allerton-Pelham Gardens,1762339.84914,1945493.36612,0.5599,0.2134,2.6236,0.6261,0.3408
532,2035000,1088548.0,417642.213282,821181.0,4871788.0,2066395.74827,Allerton-Pelham Gardens,977847.74827,670905.786718,0.3974,0.2021,1.9662,0.5268,0.3837
533,2035100,3912377.0,905766.537212,2511648.0,28226404.0,6208264.04832,North Riverdale-Fieldston-Riverdale,2295887.04832,3006610.46279,0.4046,0.1459,2.773,0.6302,0.2315
534,2035600,2812969.0,828567.523551,1372308.0,18443397.0,4229647.32423,Eastchester-Edenwald-Baychester,1416678.32423,1984401.47645,0.3244,0.1959,1.6562,0.6651,0.2946
535,2035800,4119053.0,1498438.46566,2905039.0,21149238.0,7018832.03815,Eastchester-Edenwald-Baychester,2899779.03815,2620614.53434,0.4139,0.2135,1.9387,0.5869,0.3638
536,2035900,645277.0,349428.852861,1135762.0,5957799.0,1452781.52607,East Tremont,807504.52607,295848.147139,0.7818,0.2405,3.2503,0.4442,0.5415
537,2036000,1775965.0,614318.084893,1254934.0,7490061.0,2857374.96724,Allerton-Pelham Gardens,1081409.96724,1161646.91511,0.4392,0.215,2.0428,0.6215,0.3459
538,2036100,1034857.0,446424.367022,2431611.0,5352699.0,1760194.00551,East Tremont,725337.00551,588432.632978,1.3814,0.2536,5.4469,0.5879,0.4314
539,2036300,1130297.0,669801.134498,2878966.0,5816657.0,2382766.1194,East Tremont,1252469.1194,460495.865502,1.2082,0.2811,4.2982,0.4744,0.5926
540,2036400,1368928.0,617596.865942,1254882.0,8420692.0,2191493.96136,Eastchester-Edenwald-Baychester,822565.96136,751331.134058,0.5726,0.2818,2.0319,0.6247,0.4512
541,2036501,645174.0,372452.526523,1540737.0,5733884.0,1030821.78236,East Tremont,385647.78236,272721.473477,1.4947,0.3613,4.1367,0.6259,0.5773
542,2036502,502004.0,278100.300757,946126.0,3331875.0,1050346.58361,East Tremont,548342.58361,223903.699243,0.9008,0.2648,3.4021,0.4779,0.554
543,2036700,648861.0,348257.530001,1020713.0,2577893.0,1005438.02904,East Tremont,356577.02904,300603.469999,1.0152,0.3464,2.9309,0.6454,0.5367
544,2036800,1122117.0,421091.66499,892922.0,5859315.0,1820227.869,Williamsbridge-Olinville,698110.869,701025.33501,0.4906,0.2313,2.1205,0.6165,0.3753
545,2036901,506660.0,332519.7558,1287131.0,5064058.0,1054250.14744,East Tremont,547590.14744,174140.2442,1.2209,0.3154,3.8708,0.4806,0.6563
546,2036902,355000.0,151967.519951,840549.0,1512905.0,686266.896701,East Tremont,331266.896701,203032.480049,1.2248,0.2214,5.5311,0.5173,0.4281
547,2037000,1084867.0,452558.033092,977079.0,5822631.0,1709084.35147,Williamsbridge-Olinville,624217.35147,632308.966908,0.5717,0.2648,2.159,0.6348,0.4172
548,2037100,1253288.0,564143.155081,2087551.0,6579334.0,2128494.67606,East Tremont,875206.67606,689144.844919,0.9808,0.265,3.7004,0.5888,0.4501
549,2037200,1256013.0,503288.596271,1536225.0,6851685.0,2008935.36521,Williamsbridge-Olinville,752922.36521,752724.403729,0.7647,0.2505,3.0524,0.6252,0.4007
550,2037300,1092948.0,554655.760236,2078988.0,6288433.0,1864932.65553,East Tremont,771984.65553,538292.239764,1.1148,0.2974,3.7482,0.5861,0.5075
551,2037400,1117709.0,436769.293279,1768575.0,8915099.0,1799971.82772,Williamsbridge-Olinville,682262.82772,680939.706721,0.9826,0.2427,4.0492,0.621,0.3908
552,2037504,1097574.0,678794.885731,2623050.0,9409289.0,2585510.99459,East Tremont,1487936.99459,418779.114269,1.0145,0.2625,3.8643,0.4245,0.6185
553,2037600,723890.0,334707.965181,901263.0,3138607.0,1364148.03482,Williamsbridge-Olinville,640258.03482,389182.034819,0.6607,0.2454,2.6927,0.5307,0.4624
554,2037800,742539.0,360799.041017,1266745.0,5192708.0,1360790.17889,Williamsbridge-Olinville,618251.17889,381739.958983,0.9309,0.2651,3.5109,0.5457,0.4859
555,2037900,1145028.0,650620.904565,2298002.0,8910085.0,2064159.32885,Mount Hope,919131.32885,494407.095435,1.1133,0.3152,3.532,0.5547,0.5682
556,2038000,1411741.0,670011.777512,2211069.0,10376249.0,2346733.50213,Williamsbridge-Olinville,934992.50213,741729.222488,0.9422,0.2855,3.3,0.6016,0.4746
557,2038100,909616.0,499436.60626,2198597.0,4203219.0,1626409.49008,Mount Hope,716793.49008,410179.39374,1.3518,0.3071,4.4022,0.5593,0.5491
558,2038200,1006793.0,418867.140462,1028113.0,4812725.0,1704010.24536,Williamsbridge-Olinville,697217.24536,587925.859538,0.6033,0.2458,2.4545,0.5908,0.416
559,2038301,599954.0,360227.658891,1554951.0,4229494.0,1030540.4932,Fordham South,430586.4932,239726.341109,1.5089,0.3496,4.3166,0.5822,0.6004
560,2038302,908286.0,507104.643005,2501748.0,8564128.0,1565110.49373,Fordham South,656824.49373,401181.356995,1.5984,0.324,4.9334,0.5803,0.5583
561,2038500,1060747.0,648028.862832,2424012.0,7230437.0,2053030.26551,Claremont-Bathgate,992283.26551,412718.137168,1.1807,0.3156,3.7406,0.5167,0.6109
562,2038600,2539814.0,1105985.33238,3123830.0,14300190.0,4405922.37704,Eastchester-Edenwald-Baychester,1866108.37704,1433828.66762,0.709,0.251,2.8245,0.5765,0.4355
563,2038700,1155089.0,740013.503925,2242107.0,9526200.0,1969718.58369,Belmont,814629.58369,415075.496075,1.1383,0.3757,3.0298,0.5864,0.6407
564,2038800,1007871.0,398338.845854,963173.0,3964286.0,1593876.06362,Williamsbridge-Olinville,586005.06362,609532.154146,0.6043,0.2499,2.418,0.6323,0.3952
565,2038900,1105534.0,656044.909207,2056492.0,7421312.0,1860955.28581,Belmont,755421.28581,449489.090793,1.1051,0.3525,3.1347,0.5941,0.5934
566,2039000,1417972.0,633569.896774,1528092.0,7275247.0,1966311.16021,Williamsbridge-Olinville,548339.16021,784402.103226,0.7771,0.3222,2.4119,0.7211,0.4468
567,2039100,1327004.0,841285.091072,2690427.0,9308276.0,2213814.26954,Belmont,886810.26954,485718.908928,1.2153,0.38,3.198,0.5994,0.634
568,2039200,729544.0,329478.33125,871312.0,4146732.0,1035565.19081,Williamsbridge-Olinville,306021.19081,400065.66875,0.8414,0.3182,2.6445,0.7045,0.4516
569,2039300,1230664.0,668303.248342,2791212.0,9334805.0,1970412.04867,Belmont,739748.04867,562360.751658,1.4166,0.3392,4.1766,0.6246,0.543
570,2039400,1080970.0,551423.647833,1891484.0,7272048.0,1560974.38642,Williamsbridge-Olinville,480004.38642,529546.352167,1.2117,0.3533,3.4302,0.6925,0.5101
571,2039500,2375809.0,1040408.22654,3010970.0,14833772.0,4446408.65842,Claremont-Bathgate,2070599.65842,1335400.77346,0.6772,0.234,2.894,0.5343,0.4379
572,2039600,1623100.0,723611.181364,1762722.0,9013445.0,2402726.4967,Williamsbridge-Olinville,779626.4967,899488.818636,0.7336,0.3012,2.436,0.6755,0.4458
573,2039700,4457616.0,1045959.11358,3065854.0,29163690.0,5542315.71684,Belmont,1084699.71684,3411656.88642,0.5532,0.1887,2.9311,0.8043,0.2346
574,2039800,1409209.0,526720.417879,1273337.0,7030347.0,2172955.46413,Williamsbridge-Olinville,763746.46413,882488.582121,0.586,0.2424,2.4175,0.6485,0.3738
575,2039901,903345.0,569369.339801,2345224.0,18060865.0,1637824.63868,Bedford Park-Fordham North,734479.63868,333975.660199,1.4319,0.3476,4.119,0.5516,0.6303
576,2039902,779911.0,517375.959863,2171697.0,21310571.0,1309646.58385,Bedford Park-Fordham North,529735.58385,262535.040137,1.6582,0.3951,4.1975,0.5955,0.6634
577,2040100,1180308.0,497181.352526,2158286.0,17143904.0,1841945.93987,Bedford Park-Fordham North,661637.93987,683126.647474,1.1717,0.2699,4.341,0.6408,0.4212
578,2040302,390846.0,265139.029349,1616515.0,2605634.0,682700.661638,Bedford Park-Fordham North,291854.661638,125706.970651,2.3678,0.3884,6.0969,0.5725,0.6784
579,2040303,548143.0,333456.24012,1705591.0,3177796.0,949187.774428,Van Cortlandt Village,401044.774428,214686.75988,1.7969,0.3513,5.1149,0.5775,0.6083
580,2040304,456138.0,294034.011739,1527087.0,4684512.0,723328.261703,Van Cortlandt Village,267190.261703,162103.988261,2.1112,0.4065,5.1936,0.6306,0.6446
581,2040400,1556378.0,628351.837978,1558213.0,6708205.0,2316966.96284,Williamsbridge-Olinville,760588.96284,928026.162022,0.6725,0.2712,2.4798,0.6717,0.4037
582,2040501,583437.0,367945.225496,1698140.0,2752242.0,873437.241163,Bedford Park-Fordham North,290000.241163,215491.774504,1.9442,0.4213,4.6152,0.668,0.6307
583,2040502,1041236.0,565894.819135,2658531.0,5045038.0,1534114.68006,Bedford Park-Fordham North,492878.68006,475341.180865,1.7329,0.3689,4.6979,0.6787,0.5435
584,2040600,1696985.0,744933.281685,1542320.0,7978736.0,2403938.47258,Williamsbridge-Olinville,706953.47258,952051.718315,0.6416,0.3099,2.0704,0.7059,0.439
585,2040701,347923.0,226802.528225,1289239.0,2211123.0,630566.029192,Van Cortlandt Village,282643.029192,121120.471775,2.0446,0.3597,5.6844,0.5518,0.6519
586,2040702,1294069.0,621891.631107,2786147.0,7364646.0,1956959.07773,Bedford Park-Fordham North,662890.07773,672177.368893,1.4237,0.3178,4.4801,0.6613,0.4806
587,2040800,927332.0,486126.942468,1538038.0,5015012.0,1324406.3301,Williamsbridge-Olinville,397074.3301,441205.057532,1.1613,0.3671,3.1639,0.7002,0.5242
588,2040900,9203558.0,952357.980857,5050441.0,43475637.0,12554440.9537,Van Cortlandt Village,3350882.9537,8251200.01914,0.4023,0.0759,5.3031,0.7331,0.1035
589,2041100,651312.0,412400.080789,1645231.0,4607255.0,1309717.17697,Bedford Park-Fordham North,658405.17697,238911.919211,1.2562,0.3149,3.9894,0.4973,0.6332
590,2041300,1104547.0,638889.198756,3345827.0,6868594.0,1865502.79381,Bedford Park-Fordham North,760955.79381,465657.801244,1.7935,0.3425,5.2369,0.5921,0.5784
591,2041400,2922811.0,1390596.53791,2680162.0,15292358.0,5955738.45194,Woodlawn-Wakefield,3032927.45194,1532214.46209,0.45,0.2335,1.9273,0.4908,0.4758
592,2041500,982033.0,563385.198516,2696290.0,4675119.0,1471378.17314,Bedford Park-Fordham North,489345.17314,418647.801484,1.8325,0.3829,4.7859,0.6674,0.5737
593,2041800,1475538.0,747540.7643,1611271.0,8455688.0,2930549.17693,Woodlawn-Wakefield,1455011.17693,727997.2357,0.5498,0.2551,2.1554,0.5035,0.5066
594,2041900,1309521.0,778470.557253,3612791.0,11826223.0,3505470.57137,Norwood,2195949.57137,531050.442747,1.0306,0.2221,4.6409,0.3736,0.5945
595,2042000,1096562.0,598004.902099,2405622.0,6945570.0,1615128.62327,Williamsbridge-Olinville,518566.62327,498557.097901,1.4894,0.3703,4.0227,0.6789,0.5453
596,2042100,1285085.0,933230.331232,4551423.0,18154797.0,2669986.39955,Norwood,1384901.39955,351854.668768,1.7047,0.3495,4.8771,0.4813,0.7262
597,2042200,1289514.0,572073.184677,1372271.0,7469290.0,1884434.55343,Williamsbridge-Olinville,594920.55343,717440.815323,0.7282,0.3036,2.3988,0.6843,0.4436
598,2042300,1116793.0,383646.232433,1727034.0,8046556.0,1939179.59665,Norwood,822386.59665,733146.767567,0.8906,0.1978,4.5016,0.5759,0.3435
599,2042400,1235239.0,471613.693083,1001790.0,6138008.0,1882378.37052,Williamsbridge-Olinville,647139.37052,763625.306917,0.5322,0.2505,2.1242,0.6562,0.3818
600,2042500,1396510.0,837921.891993,2918192.0,10786718.0,3154915.26962,Norwood,1758405.26962,558588.108007,0.925,0.2656,3.4827,0.4426,0.6
601,2042600,3435650.0,1292723.14427,2665990.0,13290033.0,5473783.58408,Woodlawn-Wakefield,2038133.58408,2142926.85573,0.487,0.2362,2.0623,0.6277,0.3763
602,2042800,1134842.0,439642.070104,875422.0,5006498.0,1821035.07925,Woodlawn-Wakefield,686193.07925,695199.929896,0.4807,0.2414,1.9912,0.6232,0.3874
603,2042901,479092.0,283266.640017,1280111.0,2408006.0,1105150.73131,Norwood,626058.73131,195825.359983,1.1583,0.2563,4.5191,0.4335,0.5913
604,2042902,671009.0,399491.688386,1687701.0,4943856.0,1011499.02132,Norwood,340490.02132,271517.311614,1.6685,0.395,4.2246,0.6634,0.5954
605,2043000,1384820.0,569952.797752,1144819.0,5803262.0,2219376.16427,Woodlawn-Wakefield,834556.16427,814867.202248,0.5158,0.2568,2.0086,0.624,0.4116
606,2043100,1440204.0,931997.755409,4566384.0,12509528.0,2331576.32766,Norwood,891372.32766,508206.244591,1.9585,0.3997,4.8996,0.6177,0.6471
607,2043400,1637455.0,851539.41626,1752862.0,10019519.0,3761013.01142,Woodlawn-Wakefield,2123558.01142,785915.58374,0.4661,0.2264,2.0585,0.4354,0.52
608,2043500,63162683.0,687645.505253,302274.0,117652500.0,72721530.882,park-cemetery-etc-Bronx,9558847.882,62475037.4947,0.0042,0.0095,0.4396,0.8686,0.0109
609,2043600,1074224.0,437331.225298,827681.0,3517039.0,1679294.21953,Woodlawn-Wakefield,605070.21953,636892.774702,0.4929,0.2604,1.8926,0.6397,0.4071
610,2044200,1634417.0,722851.75563,1465465.0,7575351.0,2614475.73444,Woodlawn-Wakefield,980058.73444,911565.24437,0.5605,0.2765,2.0273,0.6251,0.4423
611,2044400,2730528.0,856140.544194,1587121.0,15907717.0,3925376.66905,Woodlawn-Wakefield,1194848.66905,1874387.45581,0.4043,0.2181,1.8538,0.6956,0.3135
612,2044800,1153869.0,416557.43695,801547.0,3697674.0,1817406.93201,Woodlawn-Wakefield,663537.93201,737311.56305,0.441,0.2292,1.9242,0.6349,0.361
613,2044901,1098661.0,466247.176375,1143879.0,4702222.0,1706515.64432,Woodlawn-Wakefield,607854.64432,632413.823625,0.6703,0.2732,2.4534,0.6438,0.4244
614,2044902,1104873.0,513956.928709,1173291.0,5188371.0,1681787.26009,Woodlawn-Wakefield,576914.26009,590916.071291,0.6976,0.3056,2.2829,0.657,0.4652
615,2045101,958684.0,464536.019236,1164325.0,4892302.0,1854782.77454,Woodlawn-Wakefield,896098.77454,494147.980764,0.6277,0.2505,2.5064,0.5169,0.4846
616,2045102,1284702.0,541417.900075,1238525.0,5610194.0,2303794.27283,Woodlawn-Wakefield,1019092.27283,743284.099925,0.5376,0.235,2.2876,0.5576,0.4214
617,2045600,4624724.0,1313129.21168,1982010.0,15427277.0,9265823.93506,Eastchester-Edenwald-Baychester,4641099.93506,3311594.78832,0.2139,0.1417,1.5094,0.4991,0.2839
618,2045800,2506120.0,347745.867587,2202035.0,8476200.0,2582516.43834,Eastchester-Edenwald-Baychester,76396.43834,2158374.13241,0.8527,0.1347,6.3323,0.9704,0.1388
619,2046000,2124456.0,558878.317539,1522606.0,12004343.0,3096846.46457,Eastchester-Edenwald-Baychester,972390.46457,1565577.68246,0.4917,0.1805,2.7244,0.686,0.2631
620,2046201,14530922.0,2937530.14461,19231421.0,80243394.0,23507456.8818,Co-op City,8976534.8818,11593391.8554,0.8181,0.125,6.5468,0.6181,0.2022
621,2046202,5219724.0,1942604.74482,4356130.0,26655920.0,10304365.8754,Co-op City,5084641.8754,3277119.25518,0.4227,0.1885,2.2424,0.5066,0.3722
622,2048400,3626723.0,1238005.54223,2337272.0,18218285.0,7465667.10048,Eastchester-Edenwald-Baychester,3838944.10048,2388717.45777,0.3131,0.1658,1.8879,0.4858,0.3414
624,2051600,14594145.0,2264821.17182,3209441.0,36217749.0,17352035.3934,Pelham Bay-Country Club-City Island,2757890.3934,12329323.8282,0.185,0.1305,1.4171,0.8411,0.1552
625,3000100,1882569.0,807603.469611,5156758.0,54973694.0,2237278.21786,Brooklyn Heights-Cobble Hill,354709.21786,1074965.53039,2.3049,0.361,6.3853,0.8415,0.429
626,3000200,1727995.0,1214299.03256,2701066.0,16413335.0,2952085.29777,Sunset Park West,1224090.29777,513695.96744,0.915,0.4113,2.2244,0.5853,0.7027
627,3000301,1772239.0,591991.252974,3285439.0,39620437.0,2142139.06539,Brooklyn Heights-Cobble Hill,369900.06539,1180247.74703,1.5337,0.2764,5.5498,0.8273,0.334
628,3000501,614642.0,440829.413279,2262594.0,25942754.0,901506.992481,Brooklyn Heights-Cobble Hill,286864.992481,173812.586721,2.5098,0.489,5.1326,0.6818,0.7172
629,3000502,692794.0,489831.326574,2959735.0,36071898.0,1038555.2225,Brooklyn Heights-Cobble Hill,345761.2225,202962.673426,2.8499,0.4716,6.0424,0.6671,0.707
630,3000700,1027832.0,685135.06153,2905116.0,35000131.0,1927409.05749,Brooklyn Heights-Cobble Hill,899577.05749,342696.93847,1.5073,0.3555,4.2402,0.5333,0.6666
631,3000900,1017403.0,795429.443578,6644890.0,88917584.0,1737777.42433,Brooklyn Heights-Cobble Hill,720374.42433,221973.556422,3.8238,0.4577,8.3538,0.5855,0.7818
632,3001100,1047425.0,719772.428739,7005267.0,105502339.0,1814052.49798,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,766627.49798,327652.571261,3.8617,0.3968,9.7326,0.5774,0.6872
633,3001300,1612767.0,617285.642728,4924868.0,81998461.0,3138437.81005,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1525670.81005,995481.357272,1.5692,0.1967,7.9783,0.5139,0.3827
634,3001500,1579251.0,981208.753821,9974422.0,79677166.0,3310755.75934,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1731504.75934,598042.246179,3.0127,0.2964,10.1654,0.477,0.6213
635,3001800,16486290.0,5864022.41947,23041950.0,134086950.0,22091941.8674,Sunset Park West,5605651.8674,10622267.5805,1.043,0.2654,3.9294,0.7463,0.3557
636,3002000,922607.0,758148.424713,1223687.0,9276679.0,1620770.16274,Sunset Park West,698163.16274,164458.575287,0.755,0.4678,1.614,0.5692,0.8217
637,3002100,1997539.0,1466779.17161,7217239.0,38145240.0,5707305.46235,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,3709766.46235,530759.82839,1.2646,0.257,4.9205,0.35,0.7343
638,3002200,1988422.0,1407757.72574,3295959.0,17990580.0,3690653.77562,Sunset Park West,1702231.77562,580664.27426,0.8931,0.3814,2.3413,0.5388,0.708
639,3002300,942450.0,163325.674044,1490316.0,11734200.0,1961451.52045,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,1019001.52045,779124.325956,0.7598,0.0833,9.1248,0.4805,0.1733
640,3002901,755871.0,212645.229225,1059125.0,7204050.0,1167531.1225,Fort Greene,411660.1225,543225.770775,0.9071,0.1821,4.9807,0.6474,0.2813
641,3003000,693048.0,350669.096543,899938.0,4762814.0,1174204.93497,Bay Ridge,481156.93497,342378.903457,0.7664,0.2986,2.5663,0.5902,0.506
642,3003100,2424939.0,462344.061165,2890103.0,34537950.0,3102713.60838,Fort Greene,677774.60838,1962594.93884,0.9315,0.149,6.251,0.7816,0.1907
