,CensusTract,LotArea,FootPrint,FloorSpace,AssessLand,SurfaceArea,Neighborhood,land-lot,lot-fp,s,p,f,l,r
1005,3044200,1305053.0,662215.161543,1511426.0,11076885.0,1969036.0068,Ocean Parkway South,663983.0068,642837.838457,0.7676,0.3363,2.2824,0.6628,0.5074
1006,3044300,1168736.0,760178.571045,2237220.0,7015495.0,1805749.99753,Bushwick North,637013.99753,408557.428955,1.2389,0.421,2.943,0.6472,0.6504
1007,3044400,1214632.0,630451.477021,1504010.0,12046957.0,1878090.01156,Ocean Parkway South,663458.01156,584180.522979,0.8008,0.3357,2.3856,0.6467,0.519
1008,3044500,1124964.0,675664.580834,1706315.0,6518257.0,1827456.06351,Bushwick North,702492.06351,449299.419166,0.9337,0.3697,2.5254,0.6156,0.6006
1009,3044600,965618.0,554769.504985,1128264.0,12744892.0,1519495.97937,Borough Park,553877.97937,410848.495015,0.7425,0.3651,2.0338,0.6355,0.5745
1010,3044700,1054564.0,850289.354834,1695098.0,13752766.0,1752616.26934,Bushwick North,698052.26934,204274.645166,0.9672,0.4852,1.9936,0.6017,0.8063
1011,3044800,1153279.0,470657.122652,1269876.0,16967937.0,2423965.30292,Ocean Parkway South,1270686.30292,682621.877348,0.5239,0.1942,2.6981,0.4758,0.4081
1012,3044900,11248321.0,6282199.26459,7776946.0,117627304.0,22969641.7544,East Williamsburg,11721320.7544,4966121.73541,0.3386,0.2735,1.2379,0.4897,0.5585
1013,3045000,1126948.0,251478.100908,372953.0,5734329.0,2370291.91944,Ocean Parkway South,1243343.91944,875469.899092,0.1573,0.1061,1.483,0.4754,0.2231
1014,3045200,1287709.0,646464.888212,1462675.0,13301140.0,2005613.07861,Ocean Parkway South,717904.07861,641244.111788,0.7293,0.3223,2.2626,0.6421,0.502
1015,3045300,1906599.0,1570058.11317,2859881.0,26627573.0,3439556.28401,Bushwick North,1532957.28401,336540.88683,0.8315,0.4565,1.8215,0.5543,0.8235
1016,3045400,895303.0,517199.165742,1054097.0,10248377.0,1423881.81463,Ocean Parkway South,528578.81463,378103.834258,0.7403,0.3632,2.0381,0.6288,0.5777
1017,3045600,1043599.0,570093.26852,1532388.0,12311101.0,1653625.09776,Midwood,610026.09776,473505.73148,0.9267,0.3448,2.688,0.6311,0.5463
1018,3045800,1231184.0,562442.912046,1285368.0,9484913.0,1928211.73765,Midwood,697027.73765,668741.087954,0.6666,0.2917,2.2853,0.6385,0.4568
1019,3046000,1352772.0,665777.286799,1796270.0,10543358.0,2107798.13553,Flatbush,755026.13553,686994.713201,0.8522,0.3159,2.698,0.6418,0.4922
1020,3046201,803476.0,412117.564945,1373647.0,8950935.0,1381203.80303,Flatbush,577727.80303,391358.435055,0.9945,0.2984,3.3331,0.5817,0.5129
1021,3046202,1050751.0,576980.653401,980958.0,9135877.0,1866157.37258,Ocean Parkway South,815406.37258,473770.346599,0.5257,0.3092,1.7002,0.5631,0.5491
1022,3046400,1034279.0,568621.792286,1249601.0,9929830.0,1762813.99784,Borough Park,728534.99784,465657.207714,0.7089,0.3226,2.1976,0.5867,0.5498
1023,3046800,1164809.0,490923.103138,1816707.0,16127056.0,3193544.08631,Borough Park,2028735.08631,673885.896862,0.5689,0.1537,3.7006,0.3647,0.4215
1024,3047000,1225413.0,664040.494376,1708138.0,14559705.0,1966226.06983,Borough Park,740813.06983,561372.505624,0.8687,0.3377,2.5723,0.6232,0.5419
1025,3047200,1104967.0,655646.84807,1643844.0,12192351.0,1850619.13247,Borough Park,745652.13247,449320.15193,0.8883,0.3543,2.5072,0.5971,0.5934
1026,3047400,1201282.0,695823.393183,1670035.0,12912425.0,1893042.17625,Borough Park,691760.17625,505458.606817,0.8822,0.3676,2.4001,0.6346,0.5792
1027,3047600,1494036.0,798368.911599,2021815.0,17510101.0,2236222.64934,Borough Park,742186.64934,695667.088401,0.9041,0.357,2.5324,0.6681,0.5344
1028,3047700,1201223.0,706078.348332,2033054.0,9052346.0,2344076.87875,East Williamsburg,1142853.87875,495144.651668,0.8673,0.3012,2.8794,0.5125,0.5878
1029,3047800,1463394.0,834391.472008,1939842.0,13404788.0,2380722.10927,Borough Park,917328.10927,629002.527992,0.8148,0.3505,2.3249,0.6147,0.5702
1030,3048000,1138502.0,578116.957947,1920528.0,11902103.0,1643797.87843,Flatbush,505295.87843,560385.042053,1.1683,0.3517,3.322,0.6926,0.5078
1031,3048100,978402.0,639070.037535,1561113.0,8149654.0,1628352.49267,East Williamsburg,649950.49267,339331.962465,0.9587,0.3925,2.4428,0.6009,0.6532
1032,3048200,1348085.0,645762.240802,2153357.0,13966672.0,2121452.7246,Flatbush,773367.7246,702322.759198,1.015,0.3044,3.3346,0.6355,0.479
1033,3048400,1459408.0,766891.145655,2076642.0,12900501.0,2251812.24718,Kensington-Ocean Parkway,792404.24718,692516.854345,0.9222,0.3406,2.7079,0.6481,0.5255
1034,3048500,3699585.0,2758424.56262,4759766.0,47310747.0,6253344.16306,Bushwick South,2553759.16306,941160.43738,0.7612,0.4411,1.7255,0.5916,0.7456
1035,3048600,1094384.0,689857.94109,1371574.0,9811756.0,1888238.79171,Kensington-Ocean Parkway,793854.79171,404526.05891,0.7264,0.3653,1.9882,0.5796,0.6304
1036,3048800,1061507.0,573732.504745,1655206.0,8592968.0,1542860.19973,Kensington-Ocean Parkway,481353.19973,487774.495255,1.0728,0.3719,2.885,0.688,0.5405
1037,3048900,830986.0,100994.886708,1430450.0,9984600.0,985798.49818,Bushwick South,154812.49818,729991.113292,1.4511,0.1024,14.1636,0.843,0.1215
1038,3049000,1288299.0,678559.162127,2524943.0,12363746.0,2074872.14439,Kensington-Ocean Parkway,786573.14439,609739.837873,1.2169,0.327,3.721,0.6209,0.5267
1039,3049100,1450667.0,703374.383926,3319891.0,15953708.0,2294137.30962,East Williamsburg,843470.30962,747292.616074,1.4471,0.3066,4.7199,0.6323,0.4849
1040,3049200,1086367.0,597709.224377,1491106.0,9597966.0,1780102.39448,Kensington-Ocean Parkway,693735.39448,488657.775623,0.8377,0.3358,2.4947,0.6103,0.5502
1041,3049300,1644361.0,812801.246935,3063311.0,12974907.0,2454524.77977,Bushwick South,810163.77977,831559.753065,1.248,0.3311,3.7688,0.6699,0.4943
1042,3049400,1192360.0,629990.159691,2388825.0,10374028.0,1970839.6271,Kensington-Ocean Parkway,778479.6271,562369.840309,1.2121,0.3197,3.7918,0.605,0.5284
1043,3049500,838526.0,549134.240484,1439825.0,7377882.0,1389722.73486,East Williamsburg,551196.73486,289391.759516,1.0361,0.3951,2.622,0.6034,0.6549
1044,3049600,1373348.0,775887.299393,1731421.0,11878247.0,2184807.80434,Kensington-Ocean Parkway,811459.80434,597460.700607,0.7925,0.3551,2.2315,0.6286,0.565
1045,3049700,1084790.0,654484.453447,1685860.0,9589528.0,1772499.97489,East Williamsburg,687709.97489,430305.546553,0.9511,0.3692,2.5759,0.612,0.6033
1046,3049800,1427153.0,709204.980975,1907421.0,13273360.0,2199771.78332,Kensington-Ocean Parkway,772618.78332,717948.019025,0.8671,0.3224,2.6895,0.6488,0.4969
1047,3049900,836968.0,525145.686577,1395716.0,11553265.0,1532199.80121,Greenpoint,695231.80121,311822.313423,0.9109,0.3427,2.6578,0.5463,0.6274
1048,3050000,1438169.0,606614.305576,2040935.0,10436107.0,2138350.48506,Windsor Terrace,700181.48506,831554.694424,0.9544,0.2837,3.3645,0.6726,0.4218
1049,3050100,893581.0,546367.062217,1495139.0,6284915.0,1857843.15313,East Williamsburg,964262.15313,347213.937783,0.8048,0.2941,2.7365,0.481,0.6114
1050,3050202,895762.0,403267.251972,1239019.0,5214156.0,1451525.20944,Windsor Terrace,555763.20944,492494.748028,0.8536,0.2778,3.0725,0.6171,0.4502
1051,3050300,851615.0,505125.384987,1303723.0,5970882.0,1348755.41934,East Williamsburg,497140.41934,346489.615013,0.9666,0.3745,2.581,0.6314,0.5931
1052,3050400,1200200.0,636073.348862,2703179.0,12608361.0,2516813.78968,Windsor Terrace,1316613.78968,564126.651138,1.074,0.2527,4.2498,0.4769,0.53
1053,3050500,1232736.0,610719.765303,2402071.0,10386637.0,1823285.67621,East Williamsburg,590549.67621,622016.234697,1.3174,0.335,3.9332,0.6761,0.4954
1054,3050600,1152361.0,681744.493005,2287240.0,10684465.0,1773129.57152,Flatbush,620768.57152,470616.506995,1.2899,0.3845,3.355,0.6499,0.5916
1055,3050700,704094.0,459625.719767,1322569.0,7205647.0,1877636.94848,Bedford,1173542.94848,244468.280233,0.7044,0.2448,2.8775,0.375,0.6528
1056,3050801,564565.0,420455.559759,1863992.0,7588241.0,842216.06064,Flatbush,277651.06064,144109.440241,2.2132,0.4992,4.4333,0.6703,0.7447
1057,3050803,390364.0,263039.768059,1049778.0,4361568.0,602995.583097,Flatbush,212631.583097,127324.231941,1.7409,0.4362,3.9909,0.6474,0.6738
1058,3050804,685784.0,440950.108251,2570493.0,7795117.0,1110945.63082,Flatbush,425161.63082,244833.891749,2.3138,0.3969,5.8294,0.6173,0.643
1059,3050900,827181.0,515216.881935,1541128.0,7585576.0,1526103.1444,Williamsburg,698922.1444,311964.118065,1.0098,0.3376,2.9912,0.542,0.6229
1060,3051001,517222.0,366962.347892,1716596.0,5438613.0,828176.492632,Flatbush,310954.492632,150259.652108,2.0727,0.4431,4.6779,0.6245,0.7095
1061,3051002,736102.0,473867.534176,2056388.0,10446644.0,1152098.86739,Flatbush,415996.86739,262234.465824,1.7849,0.4113,4.3396,0.6389,0.6438
1062,3051100,1014249.0,442024.719112,2082144.0,9641913.0,1711548.77397,East Williamsburg,697299.77397,572224.280888,1.2165,0.2583,4.7105,0.5926,0.4358
1063,3051200,957994.0,540261.23146,2683827.0,8289684.0,1508346.95807,Flatbush,550352.95807,417732.76854,1.7793,0.3582,4.9676,0.6351,0.564
1064,3051300,1243653.0,844518.330214,2518063.0,17906292.0,2779406.87545,North Side-South Side,1535753.87545,399134.669786,0.906,0.3038,2.9817,0.4475,0.6791
1065,3051400,1258626.0,696623.10627,2968146.0,10013510.0,1949161.82139,Flatbush,690535.82139,562002.89373,1.5228,0.3574,4.2608,0.6457,0.5535
1066,3051500,1343804.0,325967.598377,1048837.0,12808536.0,2013551.39699,North Side-South Side,669747.39699,1017836.40162,0.5209,0.1619,3.2176,0.6674,0.2426
1067,3051601,801543.0,519389.000284,2038753.0,6093550.0,1247781.40809,Flatbush,446238.40809,282153.999716,1.6339,0.4162,3.9253,0.6424,0.648
1068,3051602,632886.0,406838.833564,1620203.0,5832542.0,979567.955851,Flatbush,346681.955851,226047.166436,1.654,0.4153,3.9824,0.6461,0.6428
1069,3051700,1609589.0,458740.333886,1664841.0,18398982.0,2020312.54217,North Side-South Side,410723.54217,1150848.66611,0.8241,0.2271,3.6292,0.7967,0.285
1070,3051800,1424454.0,660935.029067,1925706.0,7243338.0,2170111.3404,Flatbush,745657.3404,763518.970933,0.8874,0.3046,2.9136,0.6564,0.464
1071,3051900,1615178.0,1111021.28129,3481002.0,22938056.0,2959028.01812,North Side-South Side,1343850.01812,504156.71871,1.1764,0.3755,3.1332,0.5458,0.6879
1072,3052000,1251838.0,670928.573783,1766387.0,7195879.0,2056594.47538,Flatbush,804756.47538,580909.426217,0.8589,0.3262,2.6327,0.6087,0.536
1073,3052300,811368.0,564556.97138,2537554.0,15747455.0,1538749.38172,North Side-South Side,727381.38172,246811.02862,1.6491,0.3669,4.4948,0.5273,0.6958
1074,3052500,632285.0,336288.59366,1574158.0,6592867.0,1356123.68455,North Side-South Side,723838.68455,295996.40634,1.1608,0.248,4.681,0.4662,0.5319
1075,3052600,1220914.0,604291.588865,2186131.0,9129027.0,1823527.06385,Flatbush,602613.06385,616622.411135,1.1988,0.3314,3.6177,0.6695,0.495
1076,3052700,998827.0,621152.166633,2435212.0,13946947.0,2045672.64233,North Side-South Side,1046845.64233,377674.833367,1.1904,0.3036,3.9205,0.4883,0.6219
1077,3052800,1227884.0,510125.67724,1051486.0,7505245.0,1891640.2224,Flatbush,663756.2224,717758.32276,0.5559,0.2697,2.0612,0.6491,0.4155
1078,3052900,1063767.0,746869.717099,2334993.0,8209408.0,1882580.923,Williamsburg,818813.923,316897.282901,1.2403,0.3967,3.1264,0.5651,0.7021
1079,3053000,1176449.0,686280.621653,1679810.0,13715007.0,1861290.05416,Midwood,684841.05416,490168.378347,0.9025,0.3687,2.4477,0.6321,0.5833
1080,3053100,1002922.0,660105.126129,2628772.0,9647819.0,1741767.41737,Bedford,738845.41737,342816.873871,1.5093,0.379,3.9824,0.5758,0.6582
1081,3053200,1030349.0,525372.193615,1499948.0,12274817.0,1876179.00988,Midwood,845830.00988,504976.806385,0.7995,0.28,2.855,0.5492,0.5099
1082,3053300,1150759.0,733118.883739,2364168.0,7402872.0,2078811.9484,Williamsburg,928052.9484,417640.116261,1.1373,0.3527,3.2248,0.5536,0.6371
1083,3053400,1271799.0,740408.362522,1801061.0,13948954.0,1866105.77226,Midwood,594306.77226,531390.637478,0.9651,0.3968,2.4325,0.6815,0.5822
1084,3053500,792026.0,529563.708868,1818136.0,6456446.0,1406193.34545,Williamsburg,614167.34545,262462.291132,1.2929,0.3766,3.4333,0.5632,0.6686
1085,3053700,713441.0,537284.907111,1774061.0,6482291.0,1802604.20902,Williamsburg,1089163.20902,176156.092889,0.9842,0.2981,3.3019,0.3958,0.7531
1086,3053800,1118295.0,642884.411891,2415455.0,14149863.0,1770108.61532,Midwood,651813.61532,475410.588109,1.3646,0.3632,3.7572,0.6318,0.5749
1087,3053900,756446.0,362498.857792,1341277.0,4916105.0,1091631.34437,Williamsburg,335185.34437,393947.142208,1.2287,0.3321,3.7001,0.693,0.4792
1088,3054200,1386130.0,749557.717525,2093365.0,13972895.0,2036089.77011,Midwood,649959.77011,636572.282475,1.0281,0.3681,2.7928,0.6808,0.5408
1089,3054300,8850953.0,2533918.9817,8186750.0,55821649.0,11164670.0984,park-cemetery-etc-Brooklyn,2313717.0984,6317034.0183,0.7333,0.227,3.2309,0.7928,0.2863
1090,3054400,1256319.0,664195.947224,1672588.0,10542993.0,2045270.6111,Midwood,788951.6111,592123.052776,0.8178,0.3247,2.5182,0.6143,0.5287
1092,3054600,1199060.0,663895.595411,2520021.0,15153461.0,1942537.87548,Midwood,743477.87548,535164.404589,1.2973,0.3418,3.7958,0.6173,0.5537
1093,3054700,1251174.0,618316.008289,2675005.0,8845182.0,1826059.3855,North Side-South Side,574885.3855,632857.991711,1.4649,0.3386,4.3263,0.6852,0.4942
1094,3054800,1238746.0,617136.411581,1171789.0,7714866.0,1864436.42861,Madison,625690.42861,621609.588419,0.6285,0.331,1.8988,0.6644,0.4982
1095,3054900,1008022.0,676738.89635,2766831.0,18974537.0,2095791.69057,North Side-South Side,1087769.69057,331283.10365,1.3202,0.3229,4.0885,0.481,0.6714
1096,3055000,1186450.0,672768.053696,1771034.0,10407702.0,1937232.77134,Madison,750782.77134,513681.946304,0.9142,0.3473,2.6325,0.6124,0.567
1097,3055100,1154868.0,760591.747747,2625935.0,15894599.0,2511177.55113,North Side-South Side,1356309.55113,394276.252253,1.0457,0.3029,3.4525,0.4599,0.6586
1098,3055200,1027796.0,680232.537863,2130128.0,17584807.0,1805017.3999,Madison,777221.3999,347563.462137,1.1801,0.3769,3.1315,0.5694,0.6618
1099,3055300,981002.0,683598.916854,2067276.0,15527877.0,1681865.79691,North Side-South Side,700863.79691,297403.083146,1.2292,0.4065,3.0241,0.5833,0.6968
1100,3055400,1187668.0,859667.39172,2742427.0,20957671.0,1821785.66743,Homecrest,634117.66743,328000.60828,1.5054,0.4719,3.1901,0.6519,0.7238
1101,3055500,1615746.0,1152573.6485,5183371.0,28038440.0,2845557.07116,North Side-South Side,1229811.07116,463172.3515,1.8216,0.405,4.4972,0.5678,0.7133
1102,3055600,1402542.0,692578.378577,1840436.0,12408819.0,2079990.27864,Homecrest,677448.27864,709963.621423,0.8848,0.333,2.6574,0.6743,0.4938
1103,3055700,1944455.0,1137186.34833,2206490.0,20807042.0,3195112.22967,North Side-South Side,1250657.22967,807268.65167,0.6906,0.3559,1.9403,0.6086,0.5848
1104,3055800,1058418.0,540261.329855,1308458.0,10177426.0,1847310.15792,Madison,788892.15792,518156.670145,0.7083,0.2925,2.4219,0.573,0.5104
1105,3056000,1323448.0,658519.230458,1883030.0,10396359.0,1988439.59431,Madison,664991.59431,664928.769542,0.947,0.3312,2.8595,0.6656,0.4976
1106,3056100,2158065.0,1460289.80111,2956342.0,16373150.0,3577947.70997,Greenpoint,1419882.70997,697775.19889,0.8263,0.4081,2.0245,0.6032,0.6767
1107,3056200,1250171.0,594010.014969,844911.0,5711719.0,1838820.87392,Madison,588649.87392,656160.985031,0.4595,0.323,1.4224,0.6799,0.4751
1108,3056300,2263618.0,1390231.02424,3294336.0,17589131.0,3994878.70825,Greenpoint,1731260.70825,873386.97576,0.8246,0.348,2.3696,0.5666,0.6142
1109,3056400,1286665.0,615640.957717,1341293.0,8602306.0,1972387.64179,Madison,685722.64179,671024.042283,0.68,0.3121,2.1787,0.6523,0.4785
1110,3056500,2174893.0,1120727.61899,2744079.0,19913389.0,2561007.91767,Greenpoint,386114.91767,1054165.38101,1.0715,0.4376,2.4485,0.8492,0.5153
1111,3056600,1223178.0,547879.477012,1296628.0,11120944.0,1846300.40092,Madison,623122.40092,675298.522988,0.7023,0.2967,2.3666,0.6625,0.4479
1112,3056800,765888.0,343083.040521,631893.0,4391236.0,1267976.13645,Madison,502088.13645,422804.959479,0.4983,0.2706,1.8418,0.604,0.448
1113,3056900,863198.0,638696.727186,1295019.0,7657938.0,1376243.88725,Greenpoint,513045.88725,224501.272814,0.941,0.4641,2.0276,0.6272,0.7399
1114,3057000,1771490.0,756574.380401,2155566.0,20416757.0,2824696.88855,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1053206.88855,1014915.6196,0.7631,0.2678,2.8491,0.6271,0.4271
1115,3057100,1254284.0,731574.486577,2059437.0,7223081.0,1892836.35259,Greenpoint,638552.35259,522709.513423,1.088,0.3865,2.8151,0.6626,0.5833
1116,3057200,2205000.0,322893.748121,2250537.0,24979500.0,2622725.1655,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,417725.1655,1882106.25188,0.8581,0.1231,6.9699,0.8407,0.1464
1117,3057300,1148097.0,718159.038415,1607389.0,10113421.0,1831149.52307,Greenpoint,683052.52307,429937.961585,0.8778,0.3922,2.2382,0.627,0.6255
1118,3057400,1156755.0,567678.020364,1144945.0,7679246.0,1713577.62879,Madison,556822.62879,589076.979636,0.6682,0.3313,2.0169,0.6751,0.4908
1119,3057500,1302663.0,792000.321925,2185868.0,9373669.0,2014844.46483,Greenpoint,712181.46483,510662.678075,1.0849,0.3931,2.7599,0.6465,0.608
1120,3057600,1114429.0,646789.977882,1342612.0,7585505.0,1707334.54427,Madison,592905.54427,467639.022118,0.7864,0.3788,2.0758,0.6527,0.5804
1121,3057800,1243867.0,686531.923007,1595466.0,11621905.0,1853782.13323,Madison,609915.13323,557335.076993,0.8607,0.3703,2.324,0.671,0.5519
1122,3057900,3794603.0,2039687.88982,3412481.0,35605317.0,7899077.81999,Greenpoint,4104474.81999,1754915.11018,0.432,0.2582,1.673,0.4804,0.5375
1123,3058000,1013388.0,561985.372073,1395963.0,8915826.0,1707766.25502,Madison,694378.25502,451402.627927,0.8174,0.3291,2.484,0.5934,0.5546
1124,3058200,1135880.0,597540.672002,1345894.0,9863784.0,1738266.6873,Homecrest,602386.6873,538339.327998,0.7743,0.3438,2.2524,0.6535,0.5261
1125,3058400,1327429.0,684968.901574,1740525.0,10687020.0,2029005.36505,Homecrest,701576.36505,642460.098426,0.8578,0.3376,2.541,0.6542,0.516
1126,3058600,1028264.0,526531.740798,1051467.0,6122767.0,1759616.26034,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,731352.26034,501732.259202,0.5976,0.2992,1.997,0.5844,0.5121
1127,3058800,1134497.0,573829.515908,1656098.0,10661360.0,1718520.69902,Homecrest,584023.69902,560667.484092,0.9637,0.3339,2.886,0.6602,0.5058
1128,3058900,3296093.0,1501921.53905,2502381.0,25250966.0,4574107.52878,Greenpoint,1278014.52878,1794171.46095,0.5471,0.3284,1.6661,0.7206,0.4557
1129,3059000,933809.0,429220.307949,831905.0,7253419.0,1704089.77675,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,770280.77675,504588.692051,0.4882,0.2519,1.9382,0.548,0.4596
1130,3059100,1473687.0,641558.777297,1872719.0,10005150.0,2060784.3299,Greenpoint,587097.3299,832128.222703,0.9087,0.3113,2.919,0.7151,0.4353
1131,3059200,1539536.0,796442.300012,2198486.0,16729937.0,2360097.74886,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,820561.74886,743093.699988,0.9315,0.3375,2.7604,0.6523,0.5173
1132,3059300,1348317.0,933623.46081,1684680.0,11898729.0,2023694.83562,Greenpoint,675377.83562,414693.53919,0.8325,0.4613,1.8045,0.6663,0.6924
1133,3059401,3012491.0,1514158.12537,3594997.0,22385633.0,4528015.90674,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1515524.90674,1498332.87463,0.7939,0.3344,2.3743,0.6653,0.5026
1134,3059402,2341042.0,1184131.87906,2653124.0,18165797.0,3470556.20507,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1129514.20507,1156910.12094,0.7645,0.3412,2.2406,0.6745,0.5058
1135,3059600,1267218.0,565634.744283,1669352.0,14310053.0,1863185.13788,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,595967.13788,701583.255717,0.896,0.3036,2.9513,0.6801,0.4464
1136,3059800,1328204.0,485053.987084,1459558.0,10767836.0,2145271.49658,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,817067.49658,843150.012916,0.6804,0.2261,3.0091,0.6191,0.3652
1137,3060000,3148568.0,1424036.34889,3721838.0,25281437.0,4732242.74059,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1583674.74059,1724531.65111,0.7865,0.3009,2.6136,0.6653,0.4523
1138,3060600,985230.0,635934.126382,1651056.0,11336116.0,1950213.56781,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,964983.56781,349295.873618,0.8466,0.3261,2.5963,0.5052,0.6455
1139,3060800,1386748.0,787371.362574,2234601.0,14507279.0,4308322.45652,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2921574.45652,599376.637426,0.5187,0.1828,2.8381,0.3219,0.5678
1140,3061002,1900453.0,462941.938067,2713407.0,21177875.0,2430047.0161,Brighton Beach,529594.0161,1437511.06193,1.1166,0.1905,5.8612,0.7821,0.2436
1141,3061003,477876.0,290873.859441,678277.0,3595982.0,902889.545413,Brighton Beach,425013.545413,187002.140559,0.7512,0.3222,2.3319,0.5293,0.6087
1142,3061004,1501786.0,884548.153581,3649307.0,17321891.0,2384068.51078,Brighton Beach,882282.51078,617237.846419,1.5307,0.371,4.1256,0.6299,0.589
1143,3061200,1229827.0,455689.560882,919021.0,7334977.0,2131583.45861,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,901756.45861,774137.439118,0.4311,0.2138,2.0168,0.577,0.3705
1144,3061600,5231152.0,1358458.51398,1634603.0,62888986.0,7848777.36633,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,2617625.36633,3872693.48602,0.2083,0.1731,1.2033,0.6665,0.2597
1145,3062000,2324619.0,861119.500173,1463884.0,16564528.0,3439027.71908,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1114408.71908,1463499.49983,0.4257,0.2504,1.7,0.676,0.3704
1146,3062200,1314295.0,691013.702393,1779168.0,12090241.0,2689304.67875,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1375009.67875,623281.297607,0.6616,0.2569,2.5747,0.4887,0.5258
1147,3062600,1459070.0,534796.667686,1610951.0,12661437.0,3425961.06023,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,1966891.06023,924273.332314,0.4702,0.1561,3.0123,0.4259,0.3665
1148,3062800,4676363.0,1960857.29027,2875584.0,22953374.0,8274566.34248,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,3598203.34248,2715505.70973,0.3475,0.237,1.4665,0.5651,0.4193
1149,3063200,795461.0,347525.415989,872030.0,5981147.0,1264075.70289,Sheepshead Bay-Gerritsen Beach-Manhattan Beach,468614.70289,447935.584011,0.6899,0.2749,2.5093,0.6293,0.4369
1150,3063600,838974.0,335856.55521,628630.0,4389006.0,1230571.83232,Georgetown-Marine Park-Bergen Beach-Mill Basin,391597.83232,503117.44479,0.5108,0.2729,1.8717,0.6818,0.4003
1151,3063800,975978.0,378100.599174,743885.0,5882348.0,1498401.08435,Madison,522423.08435,597877.400826,0.4965,0.2523,1.9674,0.6513,0.3874
1152,3064000,1089942.0,473382.933896,794795.0,5458316.0,1651211.88399,Georgetown-Marine Park-Bergen Beach-Mill Basin,561269.88399,616559.066104,0.4813,0.2867,1.679,0.6601,0.4343
1153,3064200,1681426.0,727961.911716,1756866.0,18861378.0,2530379.29928,Madison,848953.29928,953464.088284,0.6943,0.2877,2.4134,0.6645,0.4329
1154,3064400,1364790.0,638296.510264,1174949.0,7434733.0,2145902.19643,Georgetown-Marine Park-Bergen Beach-Mill Basin,781112.19643,726493.489736,0.5475,0.2974,1.8408,0.636,0.4677
1155,3064600,1213407.0,551371.168734,1004907.0,7289200.0,1782721.28308,Georgetown-Marine Park-Bergen Beach-Mill Basin,569314.28308,662035.831266,0.5637,0.3093,1.8226,0.6806,0.4544
1156,3064800,1111155.0,500628.886342,825688.0,4961526.0,1631120.82222,Georgetown-Marine Park-Bergen Beach-Mill Basin,519965.82222,610526.113658,0.5062,0.3069,1.6493,0.6812,0.4505
1157,3065000,1100569.0,550385.589634,937397.0,9683001.0,1789145.95104,Flatlands,688576.95104,550183.410366,0.5239,0.3076,1.7032,0.6151,0.5001
1158,3065200,1242618.0,516505.028593,712190.0,8078883.0,1875210.1279,Georgetown-Marine Park-Bergen Beach-Mill Basin,632592.1279,726112.971407,0.3798,0.2754,1.3789,0.6627,0.4157
1159,3065400,1112228.0,473572.560255,721469.0,5270421.0,1631231.59855,Georgetown-Marine Park-Bergen Beach-Mill Basin,519003.59855,638655.439745,0.4423,0.2903,1.5235,0.6818,0.4258
1160,3065600,1120794.0,457654.648016,777977.0,6138587.0,1653143.99275,Georgetown-Marine Park-Bergen Beach-Mill Basin,532349.99275,663139.351984,0.4706,0.2768,1.6999,0.678,0.4083
1161,3065800,1118460.0,472743.189573,925429.0,6172671.0,1650702.20312,Georgetown-Marine Park-Bergen Beach-Mill Basin,532242.20312,645716.810427,0.5606,0.2864,1.9576,0.6776,0.4227
1162,3066000,1124710.0,484060.890375,805530.0,5230269.0,1639605.45819,Georgetown-Marine Park-Bergen Beach-Mill Basin,514895.45819,640649.109625,0.4913,0.2952,1.6641,0.686,0.4304
1163,3066200,1450046.0,655793.23116,1030551.0,15624901.0,2488662.63206,Georgetown-Marine Park-Bergen Beach-Mill Basin,1038616.63206,794252.76884,0.4141,0.2635,1.5715,0.5827,0.4523
1164,3066600,37062797.0,141271.303083,227970.0,116602200.0,43484972.5802,park-cemetery-etc-Brooklyn,6422175.5802,36921525.6969,0.0052,0.0032,1.6137,0.8523,0.0038
1165,3067000,1322504.0,546729.82005,1072677.0,7852997.0,2244629.17737,Georgetown-Marine Park-Bergen Beach-Mill Basin,922125.17737,775774.17995,0.4779,0.2436,1.962,0.5892,0.4134
1166,3067200,998442.0,587911.470176,782435.0,9709304.0,1876487.98873,Flatlands,878045.98873,410530.529824,0.417,0.3133,1.3309,0.5321,0.5888
1167,3067400,1245962.0,582026.453003,869994.0,6071816.0,2039940.89489,Flatlands,793978.89489,663935.546997,0.4265,0.2853,1.4948,0.6108,0.4671
